,Fenerbahce scored,Fenerbahce received,Kayserispor scored,Kayserispor received,Trabzonspor scored,Trabzonspor received,Sivasspor scored,Sivasspor received,Besiktas scored,Besiktas received,Bursaspor scored,Bursaspor received,Eskisehirspor scored,Eskisehirspor received,Gaziantepspor scored,Gaziantepspor received,Genclerbirligi scored,Genclerbirligi received,Kasimpasa scored,Kasimpasa received,Galatasaray scored,Galatasaray received,Manisaspor scored,Manisaspor received,Buyuksehyr scored,Buyuksehyr received,Ankaragucu scored,Ankaragucu received,Antalyaspor scored,Antalyaspor received,Karabukspor scored,Karabukspor received,Bucaspor scored,Bucaspor received,Konyaspor scored,Konyaspor received
10,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.0,1.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,1.0
11,2.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,0.3333333333333333,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.0,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,2.6666666666666665,0.3333333333333333,0.0,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,0.6666666666666666,1.0
12,3.3333333333333335,2.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,0.6666666666666666,1.0,2.6666666666666665,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,2.6666666666666665,1.0,1.0
13,2.3333333333333335,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.0,1.3333333333333333,2.0,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,0.0,0.6666666666666666,2.3333333333333335,2.6666666666666665,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
14,2.6666666666666665,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,1.0,2.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.6666666666666666,2.3333333333333335,2.6666666666666665,1.0,2.3333333333333335,2.0,1.6666666666666667
15,1.3333333333333333,1.0,0.6666666666666666,2.0,2.6666666666666665,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.3333333333333333,0.6666666666666666,2.0,1.0,1.0,1.6666666666666667,1.3333333333333333,1.0,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.0,2.6666666666666665,1.0,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333
16,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2.3333333333333335,1.0,2.0,0.6666666666666666,1.0,1.0,1.3333333333333333,2.3333333333333335,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0
17,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.0,1.3333333333333333,0.3333333333333333,1.0,2.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.0,1.0,1.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.6666666666666665,0.0,0.6666666666666666
18,1.3333333333333333,0.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,2.3333333333333335,0.0,0.6666666666666666
19,2.0,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.6666666666666665,1.6666666666666667,1.3333333333333333,2.6666666666666665,2.0,2.3333333333333335,1.6666666666666667,1.0,2.0,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,2.0,0.0,1.0
20,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.0,1.0,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.6666666666666667,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.0,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,2.0
21,3.0,1.0,1.3333333333333333,1.0,1.6666666666666667,1.0,1.3333333333333333,2.3333333333333335,1.0,2.0,1.3333333333333333,2.0,1.6666666666666667,2.0,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.0,2.0,1.6666666666666667,1.6666666666666667,1.0,2.0,2.0,1.0,0.6666666666666666,1.0,1.3333333333333333,0.3333333333333333,2.0,1.6666666666666667,2.0,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667
22,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.6666666666666665,2.0,2.3333333333333335,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,2.3333333333333335,1.0,0.6666666666666666,1.3333333333333333,2.0,0.3333333333333333,2.6666666666666665,2.0,2.0,1.0,1.6666666666666667,1.0,1.6666666666666667
23,3.3333333333333335,1.3333333333333333,2.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,2.0,2.3333333333333335,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,3.0,1.0,2.6666666666666665,3.0,1.3333333333333333,2.0,0.6666666666666666,1.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,1.0,2.0,1.6666666666666667,1.0,0.0,1.3333333333333333,0.3333333333333333,1.3333333333333333
24,2.6666666666666665,0.6666666666666666,1.3333333333333333,2.0,2.0,1.3333333333333333,2.0,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,2.0,2.0,0.6666666666666666,2.0,1.0,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,1.0,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.0
25,2.6666666666666665,1.0,1.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,2.0,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,2.6666666666666665,1.3333333333333333,1.0,2.0,1.0,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,0.0,1.3333333333333333
26,1.3333333333333333,0.3333333333333333,1.0,2.6666666666666665,1.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,2.6666666666666665,0.0,1.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,0.0,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,0.0,1.0
27,1.6666666666666667,0.6666666666666666,1.3333333333333333,3.6666666666666665,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,3.0,2.0,2.6666666666666665,1.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,0.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,0.0,0.3333333333333333
28,1.3333333333333333,0.3333333333333333,1.0,3.3333333333333335,1.0,0.0,1.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.6666666666666667,2.0,3.0,1.0,1.3333333333333333,1.0,1.0,2.0,0.6666666666666666,2.0,1.6666666666666667,1.0,3.0,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.3333333333333333,2.0,2.0,2.6666666666666665,1.0,0.6666666666666666
29,3.0,1.3333333333333333,1.0,2.6666666666666665,0.6666666666666666,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,2.0,3.6666666666666665,2.3333333333333335,2.0,2.0,1.0,1.6666666666666667,2.6666666666666665,3.6666666666666665,1.3333333333333333,0.6666666666666666
30,2.6666666666666665,1.0,1.0,1.3333333333333333,1.3333333333333333,0.0,1.0,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.0,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,2.0,1.0,2.0,3.0,1.3333333333333333,2.0,2.3333333333333335,0.6666666666666666,1.0,3.0,4.333333333333333,2.0,1.3333333333333333
31,2.6666666666666665,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,2.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,3.3333333333333335,1.3333333333333333,1.6666666666666667
32,3.0,0.0,1.3333333333333333,1.0,2.6666666666666665,0.6666666666666666,1.0,1.0,2.6666666666666665,0.3333333333333333,1.0,1.3333333333333333,1.0,2.6666666666666665,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,2.6666666666666665,2.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,2.3333333333333335,1.6666666666666667,2.0,0.6666666666666666,0.6666666666666666,2.0,3.0,1.3333333333333333,1.6666666666666667
33,3.6666666666666665,1.0,2.0,2.0,3.0,0.6666666666666666,1.6666666666666667,2.0,2.0,0.3333333333333333,1.3333333333333333,1.0,2.0,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,3.3333333333333335,2.6666666666666665,1.0,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.0,3.3333333333333335,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.0,2.0,3.0,0.6666666666666666,1.6666666666666667
