,Bordeaux scored,Bordeaux received,Lille scored,Lille received,Nancy scored,Nancy received,Lyon scored,Lyon received,Marseille scored,Marseille received,Valenciennes scored,Valenciennes received,Ajaccio scored,Ajaccio received,Lorient scored,Lorient received,Paris SG scored,Paris SG received,Montpellier scored,Montpellier received,Toulouse scored,Toulouse received,Evian Thonon Gaillard scored,Evian Thonon Gaillard received,Sochaux scored,Sochaux received,St Etienne scored,St Etienne received,Nice scored,Nice received,Brest scored,Brest received,Rennes scored,Rennes received,Bastia scored,Bastia received,Troyes scored,Troyes received,Reims scored,Reims received
0,2.6666666666666665,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.0,1.0,0.3333333333333333,2.0,2.0,1.3333333333333333,1.0,0.3333333333333333,1.0,3.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,,,,,,
1,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,2.3333333333333335,2.6666666666666665,2.0,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.0,1.6666666666666667,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.0,0.0,1.6666666666666667,1.3333333333333333,,,,,,
2,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.0,2.6666666666666665,2.0,1.0,0.3333333333333333,2.0,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,2.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.6666666666666665,1.0,,,,,,
3,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.0,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.0,2.3333333333333335,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,2.6666666666666665,0.6666666666666666,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.6666666666666665,1.0,1.0
4,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,1.6666666666666667,2.0,1.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,3.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,3.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666
5,1.0,1.0,1.0,1.3333333333333333,0.0,2.0,2.0,1.0,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,2.6666666666666665,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,2.0,2.0,1.3333333333333333,2.3333333333333335,0.0,3.3333333333333335,1.0,2.0,2.0,0.6666666666666666
6,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,1.6666666666666667,1.0,1.0,1.0,1.3333333333333333,1.6666666666666667,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,2.6666666666666665,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,3.0,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333
7,1.6666666666666667,1.0,1.0,1.0,0.0,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,2.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,1.0,1.0,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.0,1.0,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.6666666666666665,1.0,2.6666666666666665,1.6666666666666667,0.3333333333333333
8,1.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,1.0,2.3333333333333335,4.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.6666666666666665,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,1.0,0.6666666666666666
9,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.0,2.0,0.6666666666666666,1.0,2.3333333333333335,3.0,1.6666666666666667,1.3333333333333333,2.0,2.0,3.6666666666666665,1.3333333333333333,0.6666666666666666,2.0,2.0,3.0,1.0,1.3333333333333333,2.6666666666666665,1.0,1.0,2.3333333333333335,0.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.0,1.0,2.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0
10,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,3.3333333333333335,1.0,1.0,1.6666666666666667,3.3333333333333335,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,4.0,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.3333333333333333,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.0,1.0,1.6666666666666667,2.0,1.0,0.6666666666666666,0.3333333333333333,1.0
11,2.0,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,2.0,3.3333333333333335,1.3333333333333333,1.6666666666666667,2.0,2.3333333333333335,1.6666666666666667,2.6666666666666665,2.6666666666666665,1.3333333333333333,3.3333333333333335,1.0,1.0,1.6666666666666667,1.0,1.6666666666666667,2.0,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,1.6666666666666667,2.0,1.0,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,3.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333
12,2.0,0.0,1.0,0.6666666666666666,1.6666666666666667,2.6666666666666665,3.0,1.0,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.0,1.6666666666666667,1.0,1.0,0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,2.0,1.0,1.6666666666666667,1.0,1.6666666666666667,0.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,3.6666666666666665,1.3333333333333333,2.0,0.3333333333333333,2.0
13,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,2.0,2.0,1.0,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,2.3333333333333335,1.0,3.0,0.3333333333333333,1.6666666666666667
14,1.0,1.0,0.0,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,3.3333333333333335,0.0,1.3333333333333333
