,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Bordeaux,Bastia,Lille,Nancy,Lyon,Marseille,Valenciennes,Ajaccio,Lorient,Paris SG,Montpellier,Toulouse,Evian Thonon Gaillard,Sochaux,St Etienne,Troyes,Nice,Brest,Reims,Rennes
1,Lyon,Marseille,Bastia,Bordeaux,Lorient,Lille,Toulouse,Nancy,Valenciennes,Brest,Ajaccio,Paris SG,Montpellier,Nice,St Etienne,Evian Thonon Gaillard,Reims,Rennes,Sochaux,Troyes
2,Marseille,Lyon,Valenciennes,Bordeaux,Toulouse,Bastia,Lorient,Lille,Nancy,St Etienne,Paris SG,Rennes,Reims,Brest,Nice,Ajaccio,Evian Thonon Gaillard,Montpellier,Troyes,Sochaux
3,Marseille,Lyon,Lorient,Bordeaux,Toulouse,Valenciennes,St Etienne,Paris SG,Bastia,Brest,Lille,Ajaccio,Montpellier,Reims,Nancy,Nice,Rennes,Evian Thonon Gaillard,Troyes,Sochaux
4,Marseille,Lyon,Lorient,Paris SG,Bordeaux,Valenciennes,Toulouse,Reims,St Etienne,Nice,Lille,Bastia,Brest,Ajaccio,Evian Thonon Gaillard,Montpellier,Nancy,Rennes,Sochaux,Troyes
5,Marseille,Lyon,Paris SG,Lorient,Reims,Bordeaux,Toulouse,Brest,Valenciennes,St Etienne,Nice,Lille,Ajaccio,Sochaux,Bastia,Montpellier,Evian Thonon Gaillard,Rennes,Nancy,Troyes
6,Marseille,Paris SG,Lyon,Lorient,Bordeaux,Toulouse,Valenciennes,Reims,Ajaccio,Brest,St Etienne,Nice,Montpellier,Rennes,Lille,Bastia,Sochaux,Evian Thonon Gaillard,Nancy,Troyes
7,Marseille,Paris SG,Lyon,Lorient,Reims,Bordeaux,Toulouse,Valenciennes,St Etienne,Lille,Rennes,Brest,Bastia,Ajaccio,Montpellier,Nice,Evian Thonon Gaillard,Sochaux,Nancy,Troyes
8,Paris SG,Marseille,Lyon,Toulouse,Valenciennes,Bordeaux,Reims,Lorient,Rennes,St Etienne,Lille,Bastia,Ajaccio,Brest,Nice,Montpellier,Evian Thonon Gaillard,Sochaux,Troyes,Nancy
9,Paris SG,Lyon,Toulouse,Marseille,St Etienne,Valenciennes,Reims,Bordeaux,Lorient,Lille,Bastia,Rennes,Montpellier,Ajaccio,Sochaux,Brest,Nice,Evian Thonon Gaillard,Troyes,Nancy
10,Lyon,Paris SG,Marseille,Toulouse,Valenciennes,St Etienne,Bordeaux,Lille,Rennes,Reims,Lorient,Bastia,Brest,Montpellier,Nice,Ajaccio,Sochaux,Evian Thonon Gaillard,Troyes,Nancy
11,Lyon,Paris SG,Marseille,St Etienne,Valenciennes,Bordeaux,Lille,Toulouse,Rennes,Reims,Lorient,Ajaccio,Bastia,Montpellier,Nice,Brest,Evian Thonon Gaillard,Sochaux,Troyes,Nancy
12,Lyon,Bordeaux,Paris SG,Marseille,St Etienne,Valenciennes,Rennes,Lille,Toulouse,Lorient,Nice,Brest,Reims,Montpellier,Ajaccio,Sochaux,Bastia,Evian Thonon Gaillard,Troyes,Nancy
13,Lyon,Paris SG,Marseille,St Etienne,Bordeaux,Valenciennes,Toulouse,Rennes,Lille,Nice,Lorient,Montpellier,Brest,Bastia,Reims,Ajaccio,Evian Thonon Gaillard,Sochaux,Troyes,Nancy
14,Lyon,Marseille,St Etienne,Paris SG,Valenciennes,Bordeaux,Rennes,Toulouse,Nice,Lille,Lorient,Bastia,Montpellier,Brest,Reims,Ajaccio,Evian Thonon Gaillard,Sochaux,Troyes,Nancy
15,Lyon,Paris SG,Marseille,St Etienne,Valenciennes,Bordeaux,Rennes,Lorient,Toulouse,Nice,Lille,Montpellier,Bastia,Brest,Reims,Sochaux,Ajaccio,Evian Thonon Gaillard,Troyes,Nancy
16,Lyon,Paris SG,Marseille,St Etienne,Bordeaux,Lorient,Valenciennes,Nice,Rennes,Lille,Montpellier,Toulouse,Ajaccio,Evian Thonon Gaillard,Bastia,Brest,Reims,Sochaux,Nancy,Troyes
17,Paris SG,Lyon,Marseille,Lorient,Nice,Rennes,Bordeaux,St Etienne,Montpellier,Valenciennes,Lille,Toulouse,Brest,Ajaccio,Evian Thonon Gaillard,Bastia,Reims,Sochaux,Troyes,Nancy
18,Paris SG,Lyon,Marseille,Rennes,Lorient,Valenciennes,Bordeaux,Lille,Nice,St Etienne,Montpellier,Toulouse,Bastia,Brest,Reims,Ajaccio,Evian Thonon Gaillard,Sochaux,Troyes,Nancy
19,Lyon,Paris SG,Marseille,Bordeaux,Nice,Rennes,Lorient,Lille,Montpellier,Valenciennes,St Etienne,Toulouse,Bastia,Brest,Ajaccio,Reims,Sochaux,Evian Thonon Gaillard,Troyes,Nancy
20,Paris SG,Lyon,Marseille,Nice,Rennes,Lorient,Bordeaux,St Etienne,Toulouse,Lille,Valenciennes,Montpellier,Bastia,Brest,Sochaux,Ajaccio,Evian Thonon Gaillard,Reims,Troyes,Nancy
21,Paris SG,Lyon,Marseille,Rennes,Bordeaux,Nice,St Etienne,Lorient,Montpellier,Toulouse,Lille,Valenciennes,Bastia,Brest,Ajaccio,Sochaux,Evian Thonon Gaillard,Reims,Troyes,Nancy
22,Paris SG,Lyon,Marseille,Bordeaux,Nice,St Etienne,Rennes,Montpellier,Lorient,Lille,Toulouse,Valenciennes,Bastia,Ajaccio,Brest,Evian Thonon Gaillard,Sochaux,Reims,Nancy,Troyes
23,Paris SG,Lyon,Marseille,St Etienne,Rennes,Nice,Bordeaux,Lorient,Montpellier,Lille,Valenciennes,Toulouse,Ajaccio,Bastia,Brest,Reims,Evian Thonon Gaillard,Sochaux,Troyes,Nancy
24,Paris SG,Lyon,Marseille,Nice,St Etienne,Rennes,Lorient,Montpellier,Bordeaux,Lille,Valenciennes,Toulouse,Ajaccio,Sochaux,Bastia,Brest,Reims,Evian Thonon Gaillard,Troyes,Nancy
25,Paris SG,Lyon,Marseille,Nice,St Etienne,Montpellier,Rennes,Lille,Lorient,Bordeaux,Valenciennes,Toulouse,Ajaccio,Brest,Sochaux,Bastia,Reims,Evian Thonon Gaillard,Troyes,Nancy
26,Paris SG,Lyon,Marseille,St Etienne,Nice,Montpellier,Lille,Rennes,Lorient,Bordeaux,Valenciennes,Toulouse,Bastia,Ajaccio,Brest,Reims,Sochaux,Evian Thonon Gaillard,Nancy,Troyes
27,Paris SG,Lyon,Marseille,St Etienne,Nice,Lille,Montpellier,Rennes,Bordeaux,Lorient,Toulouse,Valenciennes,Ajaccio,Bastia,Brest,Evian Thonon Gaillard,Reims,Sochaux,Troyes,Nancy
28,Paris SG,Lyon,Marseille,St Etienne,Nice,Lille,Montpellier,Lorient,Bordeaux,Rennes,Toulouse,Valenciennes,Ajaccio,Bastia,Evian Thonon Gaillard,Reims,Brest,Sochaux,Troyes,Nancy
29,Paris SG,Marseille,Lyon,St Etienne,Lille,Nice,Montpellier,Lorient,Bordeaux,Rennes,Toulouse,Valenciennes,Bastia,Ajaccio,Evian Thonon Gaillard,Reims,Sochaux,Brest,Nancy,Troyes
30,Paris SG,Marseille,St Etienne,Lyon,Lille,Nice,Montpellier,Lorient,Bordeaux,Rennes,Toulouse,Bastia,Valenciennes,Ajaccio,Reims,Sochaux,Evian Thonon Gaillard,Nancy,Brest,Troyes
31,Paris SG,Marseille,Lyon,St Etienne,Nice,Lille,Montpellier,Lorient,Bordeaux,Rennes,Toulouse,Bastia,Reims,Valenciennes,Ajaccio,Evian Thonon Gaillard,Sochaux,Nancy,Brest,Troyes
32,Paris SG,Marseille,Lyon,St Etienne,Lille,Nice,Lorient,Montpellier,Bordeaux,Rennes,Toulouse,Valenciennes,Bastia,Reims,Ajaccio,Evian Thonon Gaillard,Nancy,Sochaux,Brest,Troyes
33,Paris SG,Marseille,Lyon,St Etienne,Lille,Nice,Lorient,Montpellier,Bordeaux,Rennes,Toulouse,Valenciennes,Bastia,Reims,Ajaccio,Nancy,Evian Thonon Gaillard,Sochaux,Brest,Troyes
34,Paris SG,Marseille,Lyon,Nice,St Etienne,Lille,Montpellier,Lorient,Bordeaux,Toulouse,Rennes,Valenciennes,Bastia,Reims,Ajaccio,Sochaux,Nancy,Evian Thonon Gaillard,Troyes,Brest
35,Paris SG,Marseille,Lyon,Lille,Nice,St Etienne,Lorient,Bordeaux,Montpellier,Toulouse,Valenciennes,Rennes,Bastia,Sochaux,Ajaccio,Reims,Evian Thonon Gaillard,Nancy,Troyes,Brest
36,Paris SG,Marseille,Lyon,St Etienne,Lille,Nice,Lorient,Montpellier,Bordeaux,Toulouse,Rennes,Bastia,Valenciennes,Reims,Evian Thonon Gaillard,Ajaccio,Sochaux,Troyes,Nancy,Brest
37,Paris SG,Marseille,Lyon,Nice,St Etienne,Lille,Bordeaux,Lorient,Montpellier,Toulouse,Valenciennes,Bastia,Rennes,Reims,Sochaux,Evian Thonon Gaillard,Ajaccio,Nancy,Troyes,Brest
