,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Anderlecht,Standard,Mouscron,Westerlo,Gent,Roeselare,Kortrijk,Germinal,Genk,Mechelen,Lokeren,Waregem,Club Brugge,Tubize,Charleroi,Dender,Cercle Brugge,Bergen
1,Standard,Mouscron,Anderlecht,Lokeren,Kortrijk,Club Brugge,Gent,Charleroi,Westerlo,Bergen,Germinal,Roeselare,Dender,Genk,Mechelen,Waregem,Tubize,Cercle Brugge
2,Mouscron,Anderlecht,Standard,Club Brugge,Gent,Westerlo,Lokeren,Waregem,Genk,Kortrijk,Charleroi,Cercle Brugge,Bergen,Roeselare,Germinal,Dender,Mechelen,Tubize
3,Mouscron,Anderlecht,Standard,Club Brugge,Genk,Westerlo,Gent,Charleroi,Germinal,Lokeren,Waregem,Kortrijk,Cercle Brugge,Bergen,Dender,Roeselare,Mechelen,Tubize
4,Anderlecht,Standard,Mouscron,Club Brugge,Lokeren,Westerlo,Genk,Kortrijk,Gent,Cercle Brugge,Charleroi,Germinal,Dender,Mechelen,Waregem,Bergen,Roeselare,Tubize
5,Standard,Club Brugge,Anderlecht,Mouscron,Genk,Kortrijk,Lokeren,Mechelen,Westerlo,Gent,Cercle Brugge,Waregem,Germinal,Bergen,Charleroi,Dender,Roeselare,Tubize
6,Club Brugge,Anderlecht,Standard,Mouscron,Genk,Westerlo,Kortrijk,Lokeren,Cercle Brugge,Gent,Mechelen,Germinal,Bergen,Charleroi,Waregem,Dender,Tubize,Roeselare
7,Club Brugge,Standard,Anderlecht,Mouscron,Genk,Westerlo,Lokeren,Gent,Kortrijk,Waregem,Cercle Brugge,Charleroi,Mechelen,Germinal,Bergen,Dender,Tubize,Roeselare
8,Standard,Club Brugge,Anderlecht,Mouscron,Genk,Westerlo,Gent,Lokeren,Waregem,Kortrijk,Charleroi,Cercle Brugge,Germinal,Bergen,Dender,Mechelen,Tubize,Roeselare
9,Club Brugge,Anderlecht,Genk,Standard,Westerlo,Gent,Mouscron,Lokeren,Charleroi,Waregem,Cercle Brugge,Kortrijk,Bergen,Dender,Germinal,Mechelen,Roeselare,Tubize
10,Club Brugge,Standard,Anderlecht,Westerlo,Genk,Gent,Lokeren,Mouscron,Cercle Brugge,Charleroi,Waregem,Kortrijk,Bergen,Dender,Mechelen,Germinal,Tubize,Roeselare
11,Club Brugge,Standard,Westerlo,Anderlecht,Mouscron,Genk,Lokeren,Gent,Cercle Brugge,Charleroi,Waregem,Dender,Kortrijk,Bergen,Tubize,Mechelen,Germinal,Roeselare
12,Club Brugge,Standard,Anderlecht,Genk,Westerlo,Lokeren,Mouscron,Cercle Brugge,Gent,Charleroi,Kortrijk,Waregem,Dender,Bergen,Tubize,Mechelen,Germinal,Roeselare
13,Club Brugge,Anderlecht,Standard,Genk,Westerlo,Mouscron,Lokeren,Gent,Cercle Brugge,Charleroi,Waregem,Kortrijk,Dender,Bergen,Tubize,Mechelen,Germinal,Roeselare
14,Anderlecht,Club Brugge,Standard,Genk,Westerlo,Lokeren,Mouscron,Cercle Brugge,Gent,Waregem,Kortrijk,Charleroi,Bergen,Dender,Mechelen,Germinal,Tubize,Roeselare
15,Anderlecht,Standard,Club Brugge,Genk,Westerlo,Lokeren,Cercle Brugge,Mouscron,Waregem,Gent,Kortrijk,Charleroi,Mechelen,Dender,Bergen,Tubize,Germinal,Roeselare
16,Anderlecht,Standard,Club Brugge,Genk,Westerlo,Cercle Brugge,Lokeren,Mouscron,Waregem,Gent,Kortrijk,Charleroi,Mechelen,Bergen,Germinal,Dender,Tubize,Roeselare
17,Anderlecht,Standard,Club Brugge,Westerlo,Cercle Brugge,Lokeren,Genk,Mouscron,Gent,Kortrijk,Waregem,Charleroi,Germinal,Mechelen,Bergen,Dender,Tubize,Roeselare
18,Anderlecht,Standard,Club Brugge,Genk,Westerlo,Cercle Brugge,Lokeren,Mouscron,Kortrijk,Waregem,Gent,Germinal,Charleroi,Mechelen,Tubize,Bergen,Dender,Roeselare
19,Anderlecht,Standard,Club Brugge,Genk,Cercle Brugge,Westerlo,Lokeren,Mouscron,Gent,Waregem,Kortrijk,Germinal,Charleroi,Mechelen,Dender,Tubize,Bergen,Roeselare
20,Anderlecht,Standard,Club Brugge,Genk,Westerlo,Cercle Brugge,Gent,Waregem,Lokeren,Mouscron,Kortrijk,Germinal,Mechelen,Charleroi,Dender,Tubize,Bergen,Roeselare
21,Anderlecht,Standard,Club Brugge,Genk,Westerlo,Waregem,Cercle Brugge,Lokeren,Gent,Mouscron,Kortrijk,Germinal,Mechelen,Charleroi,Dender,Tubize,Bergen,Roeselare
22,Anderlecht,Standard,Club Brugge,Genk,Waregem,Westerlo,Cercle Brugge,Lokeren,Gent,Mouscron,Kortrijk,Germinal,Mechelen,Charleroi,Dender,Tubize,Bergen,Roeselare
23,Anderlecht,Standard,Club Brugge,Genk,Waregem,Westerlo,Gent,Cercle Brugge,Lokeren,Germinal,Mouscron,Mechelen,Kortrijk,Charleroi,Dender,Tubize,Bergen,Roeselare
24,Anderlecht,Standard,Club Brugge,Genk,Gent,Waregem,Lokeren,Westerlo,Cercle Brugge,Germinal,Mechelen,Mouscron,Kortrijk,Charleroi,Dender,Roeselare,Tubize,Bergen
25,Standard,Anderlecht,Club Brugge,Genk,Gent,Westerlo,Waregem,Lokeren,Germinal,Mechelen,Mouscron,Cercle Brugge,Kortrijk,Charleroi,Dender,Roeselare,Tubize,Bergen
26,Anderlecht,Standard,Club Brugge,Genk,Gent,Westerlo,Lokeren,Waregem,Mouscron,Germinal,Mechelen,Cercle Brugge,Charleroi,Kortrijk,Dender,Roeselare,Tubize,Bergen
27,Anderlecht,Standard,Club Brugge,Westerlo,Genk,Gent,Waregem,Lokeren,Mouscron,Mechelen,Germinal,Cercle Brugge,Charleroi,Kortrijk,Roeselare,Dender,Tubize,Bergen
28,Anderlecht,Standard,Club Brugge,Gent,Westerlo,Genk,Waregem,Lokeren,Mouscron,Mechelen,Cercle Brugge,Germinal,Charleroi,Kortrijk,Roeselare,Dender,Tubize,Bergen
29,Anderlecht,Standard,Club Brugge,Gent,Waregem,Genk,Westerlo,Lokeren,Mouscron,Cercle Brugge,Mechelen,Germinal,Charleroi,Dender,Kortrijk,Roeselare,Tubize,Bergen
30,Anderlecht,Standard,Club Brugge,Gent,Genk,Westerlo,Waregem,Lokeren,Mouscron,Cercle Brugge,Mechelen,Germinal,Charleroi,Kortrijk,Dender,Roeselare,Tubize,Bergen
31,Anderlecht,Standard,Club Brugge,Gent,Westerlo,Lokeren,Genk,Waregem,Mouscron,Mechelen,Cercle Brugge,Germinal,Charleroi,Kortrijk,Dender,Roeselare,Tubize,Bergen
32,Anderlecht,Standard,Gent,Club Brugge,Waregem,Westerlo,Lokeren,Genk,Mouscron,Cercle Brugge,Mechelen,Germinal,Charleroi,Dender,Kortrijk,Roeselare,Tubize,Bergen
33,Anderlecht,Standard,Club Brugge,Gent,Waregem,Westerlo,Lokeren,Genk,Cercle Brugge,Mechelen,Mouscron,Charleroi,Germinal,Kortrijk,Dender,Roeselare,Tubize,Bergen
