,Anderlecht scored,Anderlecht received,Standard scored,Standard received,Mouscron scored,Mouscron received,Westerlo scored,Westerlo received,Gent scored,Gent received,Roeselare scored,Roeselare received,Germinal scored,Germinal received,Genk scored,Genk received,Mechelen scored,Mechelen received,Lokeren scored,Lokeren received,Waregem scored,Waregem received,Club Brugge scored,Club Brugge received,Charleroi scored,Charleroi received,Dender scored,Dender received,Cercle Brugge scored,Cercle Brugge received,Bergen scored,Bergen received,Kortrijk scored,Kortrijk received,Tubize scored,Tubize received
0,2.6666666666666665,0.6666666666666666,2.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,2.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,2.3333333333333335,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,
1,2.0,1.0,2.6666666666666665,0.0,1.6666666666666667,1.0,0.3333333333333333,3.0,2.3333333333333335,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,2.3333333333333335,2.0,3.3333333333333335,3.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,1.0,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,,,,
2,2.6666666666666665,1.0,2.0,0.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.0,2.6666666666666665,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.0,3.3333333333333335,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,,,,
3,2.6666666666666665,1.0,2.0,0.3333333333333333,3.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,2.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.6666666666666666,2.6666666666666665
4,2.6666666666666665,0.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,2.0,0.6666666666666666,1.0,2.0,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.0,0.3333333333333333,1.6666666666666667
5,1.6666666666666667,1.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,2.6666666666666665,0.0,2.0,1.6666666666666667,1.0,1.6666666666666667,1.0,2.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.6666666666666666
6,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,1.0,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,0.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.0,2.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0
7,1.0,2.3333333333333335,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.0,0.0,1.6666666666666667,1.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,2.0,2.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,2.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.3333333333333335,2.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
8,3.0,2.0,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,3.3333333333333335,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,2.0,0.3333333333333333,0.6666666666666666,2.0,1.0,1.0,4.0,1.3333333333333333,0.6666666666666666,3.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.3333333333333335,2.0,2.0,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.0,2.0
9,3.3333333333333335,2.0,1.0,1.0,1.3333333333333333,1.0,3.0,1.3333333333333333,2.0,0.0,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.0,1.0,4.0,1.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.0,2.0,2.3333333333333335,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.0,2.6666666666666665,0.6666666666666666,2.6666666666666665
