,Sevilla scored,Sevilla received,Getafe scored,Getafe received,La Coruna scored,La Coruna received,Valencia scored,Valencia received,Ath Madrid scored,Ath Madrid received,Barcelona scored,Barcelona received,Ath Bilbao scored,Ath Bilbao received,Sociedad scored,Sociedad received,Villarreal scored,Villarreal received,Real Madrid scored,Real Madrid received,Mallorca scored,Mallorca received,Celta scored,Celta received,Zaragoza scored,Zaragoza received,Betis scored,Betis received,Santander scored,Santander received,Osasuna scored,Osasuna received,Espanol scored,Espanol received,Gimnàstic not found scored,Gimnàstic not found received,Recreativo scored,Recreativo received,Levante scored,Levante received
0,3.0,1.0,1.0,1.6666666666666667,1.0,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,1.0,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,3.0,3.0,2.0,1.3333333333333333,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,,,,,,
1,3.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,2.0,1.0,1.6666666666666667,1.6666666666666667,1.0,2.0,1.6666666666666667,1.3333333333333333,3.3333333333333335,2.6666666666666665,1.3333333333333333,1.0,1.6666666666666667,1.0,2.3333333333333335,1.0,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,2.0,0.3333333333333333,1.6666666666666667,,,,,,
2,3.3333333333333335,2.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,2.3333333333333335,1.0,1.3333333333333333,2.6666666666666665,0.3333333333333333,2.0,0.6666666666666666,1.0,3.0,1.6666666666666667,1.0,1.0,1.3333333333333333,1.0,2.0,1.0,2.0,1.3333333333333333,0.0,2.0,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,,,,,,
3,2.3333333333333335,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.0,1.0,2.3333333333333335,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.0,2.6666666666666665,1.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.0,2.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333
4,1.6666666666666667,1.3333333333333333,0.0,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.3333333333333333,2.3333333333333335,1.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,1.6666666666666667,0.6666666666666666,2.0,1.0,2.0,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666
5,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.0,1.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,1.0,2.6666666666666665,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.3333333333333335,2.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,3.0,2.0,1.3333333333333333,1.3333333333333333,1.0
6,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.0,1.0,1.0,2.0,1.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,3.0,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333
7,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.0,1.0,1.3333333333333333,0.6666666666666666,1.0,2.0,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.0,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.6666666666666666,2.3333333333333335,0.3333333333333333,0.6666666666666666
8,2.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,1.6666666666666667,1.0,2.0,1.0,0.3333333333333333,0.0,1.3333333333333333,1.0,2.0,0.6666666666666666,1.0,2.0,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0,1.0,1.0,2.3333333333333335,1.0,2.0,1.0,0.3333333333333333
9,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666
10,1.6666666666666667,0.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,2.6666666666666665,1.0,1.0,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,2.6666666666666665,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,1.0,1.6666666666666667
11,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,3.6666666666666665,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.6666666666666665,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0,1.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,2.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0,2.3333333333333335,1.6666666666666667,0.3333333333333333,1.6666666666666667
12,2.3333333333333335,1.0,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.0,2.0,1.6666666666666667,0.3333333333333333,3.0,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,2.0,0.6666666666666666,2.0,2.6666666666666665,1.3333333333333333,1.0,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,2.0,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,2.6666666666666665,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.3333333333333333
13,2.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.6666666666666665,1.3333333333333333,1.0,1.0,1.0,2.0,0.3333333333333333,2.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,3.0,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,2.0,2.3333333333333335,2.6666666666666665,0.6666666666666666,1.0
14,2.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,2.0,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,3.0,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,2.0,1.6666666666666667,2.3333333333333335,1.0,1.3333333333333333
15,3.0,0.6666666666666666,0.3333333333333333,1.0,0.0,3.3333333333333335,2.6666666666666665,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,2.0,0.6666666666666666,1.0,1.0,1.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,3.0,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,2.3333333333333335,1.0,1.6666666666666667
