,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Sevilla,Getafe,La Coruna,Valencia,Ath Madrid,Gimnàstic not found,Barcelona,Ath Bilbao,Sociedad,Recreativo,Villarreal,Real Madrid,Mallorca,Celta,Zaragoza,Betis,Santander,Osasuna,Levante,Espanol
1,Sevilla,Getafe,Valencia,Barcelona,La Coruna,Recreativo,Real Madrid,Zaragoza,Betis,Celta,Gimnàstic not found,Ath Madrid,Mallorca,Villarreal,Sociedad,Ath Bilbao,Santander,Osasuna,Levante,Espanol
2,Sevilla,Valencia,Barcelona,La Coruna,Real Madrid,Zaragoza,Ath Madrid,Getafe,Recreativo,Betis,Celta,Gimnàstic not found,Osasuna,Levante,Espanol,Mallorca,Villarreal,Sociedad,Ath Bilbao,Santander
3,Valencia,Real Madrid,Barcelona,Sevilla,Ath Madrid,La Coruna,Recreativo,Getafe,Zaragoza,Osasuna,Levante,Mallorca,Gimnàstic not found,Villarreal,Betis,Celta,Espanol,Ath Bilbao,Sociedad,Santander
4,Valencia,Barcelona,Sevilla,Real Madrid,Ath Madrid,La Coruna,Recreativo,Zaragoza,Getafe,Villarreal,Osasuna,Levante,Mallorca,Celta,Gimnàstic not found,Espanol,Betis,Santander,Ath Bilbao,Sociedad
5,Barcelona,Valencia,Ath Madrid,Sevilla,La Coruna,Real Madrid,Zaragoza,Recreativo,Getafe,Villarreal,Mallorca,Celta,Osasuna,Levante,Santander,Ath Bilbao,Espanol,Betis,Gimnàstic not found,Sociedad
6,Valencia,Barcelona,Sevilla,La Coruna,Real Madrid,Zaragoza,Ath Madrid,Getafe,Recreativo,Celta,Villarreal,Mallorca,Levante,Osasuna,Santander,Espanol,Ath Bilbao,Betis,Gimnàstic not found,Sociedad
7,Barcelona,Sevilla,Real Madrid,Zaragoza,Valencia,Getafe,La Coruna,Ath Madrid,Villarreal,Mallorca,Celta,Recreativo,Santander,Levante,Osasuna,Espanol,Ath Bilbao,Betis,Gimnàstic not found,Sociedad
8,Sevilla,Barcelona,Zaragoza,Valencia,Real Madrid,Getafe,La Coruna,Villarreal,Ath Madrid,Celta,Recreativo,Mallorca,Levante,Santander,Osasuna,Espanol,Ath Bilbao,Betis,Gimnàstic not found,Sociedad
9,Barcelona,Sevilla,Real Madrid,Zaragoza,Getafe,Valencia,Ath Madrid,La Coruna,Recreativo,Villarreal,Celta,Mallorca,Levante,Santander,Espanol,Ath Bilbao,Osasuna,Betis,Gimnàstic not found,Sociedad
10,Barcelona,Sevilla,Real Madrid,Zaragoza,Ath Madrid,Recreativo,Getafe,Valencia,Villarreal,La Coruna,Celta,Mallorca,Levante,Espanol,Santander,Betis,Ath Bilbao,Osasuna,Gimnàstic not found,Sociedad
11,Barcelona,Sevilla,Real Madrid,Zaragoza,Ath Madrid,Getafe,Recreativo,Valencia,Villarreal,Celta,La Coruna,Mallorca,Santander,Levante,Espanol,Osasuna,Betis,Ath Bilbao,Sociedad,Gimnàstic not found
12,Barcelona,Real Madrid,Sevilla,Ath Madrid,Zaragoza,Recreativo,Getafe,Villarreal,Valencia,Celta,La Coruna,Mallorca,Espanol,Santander,Osasuna,Levante,Betis,Ath Bilbao,Sociedad,Gimnàstic not found
13,Barcelona,Sevilla,Real Madrid,Zaragoza,Ath Madrid,Getafe,Recreativo,Villarreal,Valencia,Celta,Espanol,Osasuna,La Coruna,Mallorca,Santander,Levante,Ath Bilbao,Betis,Gimnàstic not found,Sociedad
14,Sevilla,Barcelona,Real Madrid,Ath Madrid,Zaragoza,Valencia,Getafe,Recreativo,Villarreal,Osasuna,Celta,Espanol,Santander,La Coruna,Mallorca,Levante,Ath Bilbao,Betis,Sociedad,Gimnàstic not found
15,Sevilla,Barcelona,Real Madrid,Ath Madrid,Zaragoza,Valencia,Recreativo,Osasuna,Getafe,Villarreal,Espanol,Celta,Santander,La Coruna,Mallorca,Ath Bilbao,Levante,Betis,Sociedad,Gimnàstic not found
16,Sevilla,Barcelona,Real Madrid,Zaragoza,Valencia,Ath Madrid,Recreativo,Osasuna,Getafe,Villarreal,Espanol,Celta,Santander,La Coruna,Ath Bilbao,Levante,Betis,Mallorca,Sociedad,Gimnàstic not found
17,Sevilla,Barcelona,Real Madrid,Valencia,Ath Madrid,Zaragoza,Recreativo,Osasuna,Getafe,Villarreal,Espanol,Santander,Celta,La Coruna,Mallorca,Ath Bilbao,Levante,Betis,Sociedad,Gimnàstic not found
18,Barcelona,Sevilla,Real Madrid,Valencia,Ath Madrid,Zaragoza,Recreativo,Getafe,Osasuna,Villarreal,Espanol,Santander,La Coruna,Celta,Mallorca,Ath Bilbao,Levante,Betis,Sociedad,Gimnàstic not found
19,Barcelona,Sevilla,Real Madrid,Valencia,Ath Madrid,Zaragoza,Getafe,Recreativo,Villarreal,Osasuna,Santander,Espanol,La Coruna,Mallorca,Ath Bilbao,Betis,Celta,Levante,Sociedad,Gimnàstic not found
20,Barcelona,Sevilla,Valencia,Real Madrid,Ath Madrid,Zaragoza,Recreativo,Getafe,Santander,Villarreal,Osasuna,La Coruna,Espanol,Betis,Mallorca,Ath Bilbao,Celta,Levante,Sociedad,Gimnàstic not found
21,Barcelona,Sevilla,Real Madrid,Valencia,Ath Madrid,Zaragoza,Getafe,Recreativo,Osasuna,Santander,La Coruna,Villarreal,Espanol,Mallorca,Betis,Levante,Ath Bilbao,Celta,Sociedad,Gimnàstic not found
22,Sevilla,Barcelona,Valencia,Real Madrid,Ath Madrid,Zaragoza,Recreativo,Getafe,Santander,Espanol,Osasuna,La Coruna,Villarreal,Betis,Levante,Mallorca,Ath Bilbao,Celta,Sociedad,Gimnàstic not found
23,Barcelona,Sevilla,Valencia,Real Madrid,Ath Madrid,Zaragoza,Recreativo,Getafe,Espanol,Santander,La Coruna,Villarreal,Osasuna,Betis,Levante,Celta,Mallorca,Ath Bilbao,Sociedad,Gimnàstic not found
24,Sevilla,Barcelona,Valencia,Real Madrid,Zaragoza,Ath Madrid,Recreativo,Getafe,Santander,Espanol,La Coruna,Villarreal,Osasuna,Betis,Mallorca,Levante,Celta,Ath Bilbao,Gimnàstic not found,Sociedad
25,Sevilla,Barcelona,Valencia,Real Madrid,Zaragoza,Ath Madrid,Recreativo,Getafe,Santander,Espanol,Villarreal,La Coruna,Osasuna,Betis,Mallorca,Celta,Levante,Ath Bilbao,Gimnàstic not found,Sociedad
26,Sevilla,Barcelona,Real Madrid,Valencia,Zaragoza,Ath Madrid,Recreativo,Santander,Getafe,Espanol,Villarreal,La Coruna,Osasuna,Mallorca,Betis,Levante,Celta,Ath Bilbao,Gimnàstic not found,Sociedad
27,Barcelona,Sevilla,Real Madrid,Valencia,Zaragoza,Ath Madrid,Santander,Recreativo,Getafe,Villarreal,Espanol,La Coruna,Osasuna,Mallorca,Betis,Levante,Celta,Ath Bilbao,Sociedad,Gimnàstic not found
28,Barcelona,Sevilla,Real Madrid,Zaragoza,Valencia,Ath Madrid,Recreativo,Santander,Espanol,Getafe,La Coruna,Villarreal,Mallorca,Osasuna,Betis,Ath Bilbao,Levante,Celta,Sociedad,Gimnàstic not found
29,Barcelona,Sevilla,Real Madrid,Valencia,Zaragoza,Ath Madrid,Santander,Recreativo,Getafe,Espanol,La Coruna,Villarreal,Osasuna,Mallorca,Betis,Ath Bilbao,Celta,Levante,Sociedad,Gimnàstic not found
30,Barcelona,Sevilla,Real Madrid,Zaragoza,Valencia,Ath Madrid,Recreativo,Santander,Getafe,La Coruna,Espanol,Villarreal,Mallorca,Osasuna,Betis,Ath Bilbao,Celta,Levante,Sociedad,Gimnàstic not found
31,Barcelona,Sevilla,Real Madrid,Valencia,Zaragoza,Ath Madrid,Recreativo,Santander,Getafe,Villarreal,La Coruna,Espanol,Mallorca,Osasuna,Betis,Ath Bilbao,Levante,Celta,Sociedad,Gimnàstic not found
32,Barcelona,Real Madrid,Sevilla,Valencia,Zaragoza,Ath Madrid,Recreativo,Getafe,Santander,Villarreal,Espanol,Mallorca,La Coruna,Osasuna,Betis,Levante,Ath Bilbao,Celta,Sociedad,Gimnàstic not found
33,Real Madrid,Barcelona,Sevilla,Valencia,Zaragoza,Ath Madrid,Recreativo,Villarreal,Getafe,Santander,Mallorca,Espanol,La Coruna,Osasuna,Betis,Levante,Ath Bilbao,Sociedad,Celta,Gimnàstic not found
34,Real Madrid,Barcelona,Sevilla,Valencia,Zaragoza,Ath Madrid,Villarreal,Getafe,Recreativo,Santander,Mallorca,Espanol,La Coruna,Osasuna,Betis,Levante,Ath Bilbao,Sociedad,Celta,Gimnàstic not found
35,Real Madrid,Barcelona,Sevilla,Valencia,Zaragoza,Ath Madrid,Villarreal,Getafe,Recreativo,Santander,Espanol,Mallorca,La Coruna,Osasuna,Levante,Betis,Ath Bilbao,Sociedad,Celta,Gimnàstic not found
36,Real Madrid,Barcelona,Sevilla,Valencia,Zaragoza,Villarreal,Ath Madrid,Recreativo,Getafe,Santander,Espanol,Mallorca,Osasuna,La Coruna,Levante,Betis,Ath Bilbao,Celta,Sociedad,Gimnàstic not found
37,Real Madrid,Barcelona,Sevilla,Valencia,Villarreal,Zaragoza,Ath Madrid,Recreativo,Getafe,Santander,Espanol,Mallorca,La Coruna,Osasuna,Levante,Betis,Ath Bilbao,Celta,Sociedad,Gimnàstic not found
