,Aberdeen scored,Aberdeen received,Hibernian scored,Hibernian received,Rangers scored,Rangers received,Celtic scored,Celtic received,Dundee United scored,Dundee United received,Hearts scored,Hearts received,St Johnstone scored,St Johnstone received,St Mirren scored,St Mirren received,Motherwell scored,Motherwell received,Kilmarnock scored,Kilmarnock received,Hamilton scored,Hamilton received,Inverness C scored,Inverness C received
0,1.0,2.0,1.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,0.0,1.0,1.6666666666666667,1.0,1.0,1.0,1.6666666666666667,0.3333333333333333,2.0,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,,
1,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.6666666666666665,1.3333333333333333,0.0,2.3333333333333335,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,1.0,1.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,,
2,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.3333333333333333,0.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,,
3,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,2.6666666666666665,0.0,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,0.6666666666666666
4,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,2.6666666666666665,0.6666666666666666,2.0,0.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.0,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.6666666666666667
5,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,3.0,1.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,2.0,0.6666666666666666,1.3333333333333333,1.0,2.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667
6,1.0,2.0,0.6666666666666666,1.6666666666666667,3.0,1.0,2.3333333333333335,1.0,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,2.3333333333333335,2.0,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333
7,0.6666666666666666,2.0,1.0,1.6666666666666667,3.0,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,2.0,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,0.6666666666666666
8,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,3.0,1.0,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,2.6666666666666665,2.0,2.0,1.0,2.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,0.6666666666666666
9,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,2.6666666666666665,1.0,2.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.0,1.0,1.6666666666666667,1.3333333333333333,2.0,1.0,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0
10,1.6666666666666667,4.333333333333333,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.0,4.333333333333333,1.0,1.0,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,2.3333333333333335,1.0,2.3333333333333335,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333
11,0.6666666666666666,4.333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,4.0,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.0,0.0,3.3333333333333335,1.6666666666666667,1.6666666666666667,2.0,0.6666666666666666,3.0,0.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333
12,0.3333333333333333,4.333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,3.3333333333333335,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,3.0,1.0,1.6666666666666667,2.3333333333333335,1.0,2.3333333333333335,0.3333333333333333,0.3333333333333333,2.3333333333333335,2.0,1.3333333333333333
13,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,1.0,1.3333333333333333,2.0,0.0,0.3333333333333333,2.0,1.0,1.0,2.0,1.0,2.0,1.3333333333333333,0.3333333333333333,2.6666666666666665,3.0,1.3333333333333333
14,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,3.0,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,2.0,2.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,3.0,1.6666666666666667
15,0.0,2.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,2.0,1.0,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,0.0,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,0.0,1.3333333333333333,2.0,2.0
16,0.0,3.3333333333333335,1.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,2.0,1.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667
17,0.3333333333333333,3.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.0,2.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333
18,1.0,2.6666666666666665,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.0,1.3333333333333333
19,1.3333333333333333,1.0,1.3333333333333333,2.0,2.6666666666666665,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,0.0,1.3333333333333333,1.0,1.6666666666666667,1.0,2.0,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,2.0
20,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,2.0,1.0,1.6666666666666667,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.6666666666666667,2.0,1.0,0.3333333333333333,1.0,0.6666666666666666,2.0
21,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,2.0,0.6666666666666666,2.0,0.0,1.6666666666666667,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,2.0,0.0,0.3333333333333333,2.0,0.6666666666666666,0.0,1.6666666666666667,0.3333333333333333,1.3333333333333333
22,1.0,0.6666666666666666,0.0,2.0,1.3333333333333333,1.0,2.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666
23,1.3333333333333333,0.3333333333333333,0.0,2.3333333333333335,2.0,0.3333333333333333,2.6666666666666665,0.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,2.0,0.3333333333333333,1.0
24,1.0,0.3333333333333333,0.0,2.3333333333333335,1.0,0.3333333333333333,3.0,0.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333
