,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Ath Bilbao,Celta,Getafe,Real Madrid,La Coruna,Valencia,Osasuna,Sevilla,Ath Madrid,Alaves,Barcelona,Zaragoza,Cadiz,Villarreal,Mallorca,Betis,Espanol,Malaga,Sociedad,Santander
1,Celta,La Coruna,Ath Bilbao,Getafe,Barcelona,Valencia,Sevilla,Real Madrid,Cadiz,Betis,Espanol,Osasuna,Sociedad,Zaragoza,Villarreal,Alaves,Ath Madrid,Malaga,Mallorca,Santander
2,Getafe,La Coruna,Celta,Espanol,Osasuna,Valencia,Ath Bilbao,Barcelona,Cadiz,Ath Madrid,Betis,Sevilla,Mallorca,Zaragoza,Real Madrid,Malaga,Sociedad,Santander,Villarreal,Alaves
3,Celta,Getafe,La Coruna,Zaragoza,Real Madrid,Valencia,Espanol,Osasuna,Sociedad,Santander,Barcelona,Cadiz,Betis,Sevilla,Ath Bilbao,Mallorca,Ath Madrid,Malaga,Alaves,Villarreal
4,Celta,Getafe,Real Madrid,Valencia,La Coruna,Osasuna,Barcelona,Zaragoza,Malaga,Santander,Espanol,Sociedad,Ath Bilbao,Villarreal,Cadiz,Betis,Sevilla,Ath Madrid,Mallorca,Alaves
5,Getafe,Celta,Real Madrid,Osasuna,Barcelona,Valencia,La Coruna,Zaragoza,Villarreal,Ath Madrid,Malaga,Espanol,Sociedad,Santander,Cadiz,Betis,Sevilla,Ath Bilbao,Alaves,Mallorca
6,Real Madrid,Osasuna,Getafe,Celta,Valencia,Barcelona,La Coruna,Sociedad,Villarreal,Cadiz,Betis,Sevilla,Zaragoza,Santander,Malaga,Ath Madrid,Espanol,Alaves,Ath Bilbao,Mallorca
7,Getafe,Celta,Real Madrid,Valencia,Osasuna,Barcelona,Sociedad,Villarreal,Cadiz,Sevilla,Malaga,La Coruna,Ath Madrid,Betis,Zaragoza,Santander,Espanol,Alaves,Ath Bilbao,Mallorca
8,Real Madrid,Osasuna,Getafe,Celta,Barcelona,Valencia,Villarreal,Cadiz,La Coruna,Sociedad,Sevilla,Malaga,Ath Madrid,Zaragoza,Betis,Santander,Alaves,Espanol,Ath Bilbao,Mallorca
9,Real Madrid,Osasuna,Celta,Barcelona,Getafe,Villarreal,Valencia,La Coruna,Sevilla,Cadiz,Sociedad,Malaga,Ath Madrid,Betis,Santander,Zaragoza,Mallorca,Espanol,Ath Bilbao,Alaves
10,Osasuna,Barcelona,Real Madrid,Celta,Villarreal,La Coruna,Getafe,Sevilla,Valencia,Sociedad,Ath Madrid,Cadiz,Malaga,Mallorca,Santander,Zaragoza,Betis,Espanol,Alaves,Ath Bilbao
11,Barcelona,Osasuna,Celta,Real Madrid,Villarreal,La Coruna,Sevilla,Valencia,Getafe,Sociedad,Malaga,Ath Madrid,Cadiz,Espanol,Mallorca,Zaragoza,Alaves,Santander,Betis,Ath Bilbao
12,Barcelona,Osasuna,Villarreal,Celta,Sevilla,Real Madrid,Valencia,Getafe,La Coruna,Sociedad,Ath Madrid,Malaga,Cadiz,Espanol,Mallorca,Zaragoza,Alaves,Betis,Santander,Ath Bilbao
13,Barcelona,Osasuna,Celta,Real Madrid,Valencia,Villarreal,La Coruna,Sevilla,Getafe,Sociedad,Ath Madrid,Malaga,Mallorca,Zaragoza,Cadiz,Espanol,Santander,Ath Bilbao,Alaves,Betis
14,Barcelona,Osasuna,Real Madrid,Villarreal,La Coruna,Valencia,Celta,Sevilla,Getafe,Ath Madrid,Sociedad,Zaragoza,Malaga,Mallorca,Santander,Cadiz,Espanol,Ath Bilbao,Alaves,Betis
15,Barcelona,Osasuna,Real Madrid,Villarreal,La Coruna,Valencia,Celta,Sevilla,Getafe,Ath Madrid,Zaragoza,Sociedad,Malaga,Mallorca,Santander,Ath Bilbao,Espanol,Cadiz,Alaves,Betis
16,Barcelona,Osasuna,Valencia,Villarreal,Real Madrid,La Coruna,Celta,Sevilla,Getafe,Zaragoza,Sociedad,Ath Madrid,Santander,Espanol,Malaga,Mallorca,Ath Bilbao,Betis,Cadiz,Alaves
17,Barcelona,Osasuna,Valencia,La Coruna,Villarreal,Real Madrid,Celta,Sevilla,Zaragoza,Getafe,Sociedad,Ath Madrid,Santander,Espanol,Malaga,Cadiz,Mallorca,Betis,Ath Bilbao,Alaves
18,Barcelona,Osasuna,Valencia,Real Madrid,La Coruna,Villarreal,Celta,Sevilla,Zaragoza,Getafe,Santander,Espanol,Sociedad,Ath Madrid,Cadiz,Betis,Malaga,Mallorca,Ath Bilbao,Alaves
19,Barcelona,Valencia,Osasuna,Real Madrid,Villarreal,La Coruna,Celta,Sevilla,Getafe,Zaragoza,Ath Madrid,Santander,Sociedad,Espanol,Cadiz,Betis,Mallorca,Malaga,Ath Bilbao,Alaves
20,Barcelona,Valencia,Real Madrid,Osasuna,Sevilla,Villarreal,La Coruna,Celta,Getafe,Zaragoza,Ath Madrid,Espanol,Santander,Betis,Sociedad,Cadiz,Ath Bilbao,Alaves,Mallorca,Malaga
21,Barcelona,Valencia,Real Madrid,Osasuna,Celta,Villarreal,Sevilla,La Coruna,Zaragoza,Getafe,Ath Madrid,Sociedad,Espanol,Santander,Cadiz,Betis,Malaga,Ath Bilbao,Alaves,Mallorca
22,Barcelona,Valencia,Real Madrid,Osasuna,Celta,Sevilla,La Coruna,Villarreal,Ath Madrid,Zaragoza,Getafe,Santander,Sociedad,Espanol,Alaves,Betis,Cadiz,Malaga,Ath Bilbao,Mallorca
23,Barcelona,Valencia,Real Madrid,Osasuna,Sevilla,Celta,Villarreal,La Coruna,Ath Madrid,Zaragoza,Getafe,Santander,Sociedad,Espanol,Ath Bilbao,Alaves,Cadiz,Mallorca,Betis,Malaga
24,Barcelona,Valencia,Real Madrid,Osasuna,Celta,Sevilla,La Coruna,Villarreal,Ath Madrid,Zaragoza,Getafe,Santander,Espanol,Betis,Mallorca,Sociedad,Ath Bilbao,Alaves,Cadiz,Malaga
25,Barcelona,Real Madrid,Valencia,Osasuna,Celta,Sevilla,Villarreal,La Coruna,Ath Madrid,Zaragoza,Getafe,Santander,Espanol,Mallorca,Betis,Cadiz,Sociedad,Ath Bilbao,Alaves,Malaga
26,Barcelona,Real Madrid,Valencia,Osasuna,Celta,Sevilla,Villarreal,Ath Madrid,La Coruna,Getafe,Zaragoza,Espanol,Santander,Sociedad,Mallorca,Ath Bilbao,Alaves,Betis,Cadiz,Malaga
27,Barcelona,Real Madrid,Valencia,Osasuna,Celta,Sevilla,Villarreal,La Coruna,Ath Madrid,Zaragoza,Getafe,Santander,Espanol,Ath Bilbao,Mallorca,Sociedad,Alaves,Betis,Cadiz,Malaga
28,Barcelona,Osasuna,Real Madrid,Valencia,Sevilla,La Coruna,Villarreal,Celta,Ath Madrid,Zaragoza,Getafe,Santander,Mallorca,Espanol,Ath Bilbao,Alaves,Betis,Sociedad,Cadiz,Malaga
29,Barcelona,Real Madrid,Osasuna,Valencia,Sevilla,Celta,La Coruna,Villarreal,Ath Madrid,Zaragoza,Getafe,Ath Bilbao,Betis,Santander,Espanol,Alaves,Mallorca,Sociedad,Cadiz,Malaga
30,Barcelona,Real Madrid,Valencia,Osasuna,Celta,Sevilla,La Coruna,Villarreal,Ath Madrid,Getafe,Zaragoza,Betis,Ath Bilbao,Espanol,Santander,Alaves,Mallorca,Sociedad,Cadiz,Malaga
31,Barcelona,Real Madrid,Valencia,Osasuna,Sevilla,Celta,La Coruna,Villarreal,Getafe,Ath Madrid,Zaragoza,Betis,Ath Bilbao,Espanol,Santander,Mallorca,Alaves,Sociedad,Cadiz,Malaga
32,Barcelona,Valencia,Real Madrid,Osasuna,Celta,Sevilla,La Coruna,Villarreal,Ath Madrid,Getafe,Zaragoza,Betis,Ath Bilbao,Sociedad,Mallorca,Espanol,Santander,Alaves,Cadiz,Malaga
33,Barcelona,Valencia,Real Madrid,Osasuna,Celta,Sevilla,La Coruna,Ath Madrid,Getafe,Villarreal,Zaragoza,Sociedad,Betis,Espanol,Ath Bilbao,Mallorca,Santander,Alaves,Cadiz,Malaga
34,Barcelona,Valencia,Real Madrid,Osasuna,Celta,Sevilla,La Coruna,Getafe,Ath Madrid,Villarreal,Zaragoza,Betis,Espanol,Sociedad,Mallorca,Santander,Ath Bilbao,Alaves,Cadiz,Malaga
35,Barcelona,Real Madrid,Valencia,Osasuna,Sevilla,Celta,La Coruna,Villarreal,Getafe,Ath Madrid,Zaragoza,Mallorca,Ath Bilbao,Sociedad,Betis,Espanol,Santander,Alaves,Cadiz,Malaga
36,Barcelona,Real Madrid,Valencia,Osasuna,Sevilla,Celta,La Coruna,Villarreal,Getafe,Ath Madrid,Zaragoza,Ath Bilbao,Betis,Mallorca,Sociedad,Santander,Espanol,Alaves,Cadiz,Malaga
37,Barcelona,Real Madrid,Valencia,Osasuna,Sevilla,Celta,Villarreal,La Coruna,Getafe,Ath Madrid,Zaragoza,Ath Bilbao,Mallorca,Betis,Espanol,Sociedad,Santander,Alaves,Cadiz,Malaga
