,Ath Bilbao scored,Ath Bilbao received,Celta scored,Celta received,Getafe scored,Getafe received,Real Madrid scored,Real Madrid received,La Coruna scored,La Coruna received,Valencia scored,Valencia received,Osasuna scored,Osasuna received,Sevilla scored,Sevilla received,Ath Madrid scored,Ath Madrid received,Alaves scored,Alaves received,Barcelona scored,Barcelona received,Zaragoza scored,Zaragoza received,Cadiz scored,Cadiz received,Villarreal scored,Villarreal received,Mallorca scored,Mallorca received,Betis scored,Betis received,Espanol scored,Espanol received,Malaga scored,Malaga received,Sociedad scored,Sociedad received,Santander scored,Santander received
0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0
1,2.0,0.5,2.5,1.0,1.5,0.5,2.0,2.0,1.0,0.0,1.5,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,1.5,0.5,0.5,1.0,1.5,0.5,2.0,1.0,2.0,0.0,1.0
2,1.6666666666666667,1.0,1.6666666666666667,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333,3.0,0.3333333333333333,0.6666666666666666
3,1.0,2.0,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,2.0,2.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,2.3333333333333335,2.6666666666666665,0.6666666666666666,0.3333333333333333
4,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,2.0,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,2.0,0.6666666666666666,2.0,3.0,0.6666666666666666,0.0
5,0.6666666666666666,2.0,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,3.3333333333333335,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.6666666666666665,1.6666666666666667,2.0,1.3333333333333333,0.3333333333333333,1.0,2.0,1.3333333333333333,0.6666666666666666,3.0,1.0,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666
6,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.0,0.6666666666666666,3.3333333333333335,0.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.0,1.0,1.0,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,3.0,2.0,1.0,1.3333333333333333,1.0,1.0,2.0,1.0,0.3333333333333333,2.6666666666666665,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,1.0,0.3333333333333333,0.6666666666666666
7,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,2.3333333333333335,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.0,2.0,1.6666666666666667,1.3333333333333333,1.0,1.0,1.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.0,2.3333333333333335,0.6666666666666666,2.0,0.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0
8,0.3333333333333333,1.0,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.0,3.6666666666666665,1.0,1.0,2.3333333333333335,1.0,0.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.0,1.6666666666666667,2.3333333333333335,1.0,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666
9,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,2.0,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,3.6666666666666665,0.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,2.6666666666666665,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,1.0
