,homeTeam,awayTeam,Home Team Rank,Away Team Rank,Home Team Scored Goals,Home Team Received Goals,Away Team Scored Goals,Away Team received Goals
0,Espanol,Valladolid,7,17,0.3333333333333333,2.333333333333333,0.6666666666666666,0.6666666666666666
1,Valencia,Mallorca,2,19,3.0,0.6666666666666666,2.6666666666666665,1.6666666666666667
2,Ath Bilbao,Almeria,18,3,1.0,1.6666666666666667,1.6666666666666667,2.333333333333333
3,Ath Madrid,Malaga,1,20,1.3333333333333333,1.0,,
4,Betis,Recreativo,16,8,0.6666666666666666,1.3333333333333333,1.0,1.0
5,La Coruna,Real Madrid,4,13,0.3333333333333333,1.0,3.6666666666666665,1.6666666666666667
6,Numancia,Barcelona,6,15,,,2.6666666666666665,3.333333333333333
7,Osasuna,Villarreal,9,12,1.0,1.3333333333333333,2.0,0.0
8,Santander,Sevilla,10,11,0.3333333333333333,1.0,3.0,0.3333333333333333
9,Sp Gijon,Getafe,14,5,,,1.6666666666666667,1.0
10,Barcelona,Santander,15,10,2.6666666666666665,3.333333333333333,0.3333333333333333,1.0
11,Valladolid,Ath Madrid,11,7,1.0,0.6666666666666666,1.0,1.6666666666666667
12,Almeria,Valencia,3,2,1.6666666666666667,1.6666666666666667,3.333333333333333,1.3333333333333333
13,Getafe,Betis,5,16,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0
14,Malaga,Ath Bilbao,19,17,,,0.3333333333333333,1.3333333333333333
15,Mallorca,Osasuna,18,13,2.333333333333333,1.6666666666666667,1.0,1.0
16,Real Madrid,Numancia,8,9,3.6666666666666665,2.333333333333333,,
17,Recreativo,Espanol,12,1,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667
18,Sevilla,Sp Gijon,4,20,3.333333333333333,1.3333333333333333,,
19,Villarreal,La Coruna,6,10,1.6666666666666667,0.0,0.0,1.3333333333333333
20,Ath Madrid,Recreativo,7,12,1.0,1.6666666666666667,1.0,0.6666666666666666
21,Espanol,Getafe,4,8,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666
22,Almeria,Malaga,2,19,2.0,1.0,,
23,Ath Bilbao,Valladolid,10,13,1.0,1.3333333333333333,1.0,1.3333333333333333
24,Betis,Sevilla,16,7,0.3333333333333333,0.3333333333333333,2.6666666666666665,1.3333333333333333
25,La Coruna,Mallorca,11,18,0.0,1.0,1.3333333333333333,1.0
26,Numancia,Villarreal,12,3,,,1.6666666666666667,0.3333333333333333
27,Santander,Real Madrid,17,6,0.6666666666666666,1.0,3.6666666666666665,1.6666666666666667
28,Sp Gijon,Barcelona,20,9,,,4.0,1.6666666666666667
29,Valencia,Osasuna,1,15,2.0,1.0,0.3333333333333333,1.0
30,Barcelona,Betis,9,16,4.0,1.6666666666666667,0.3333333333333333,0.3333333333333333
31,Getafe,Ath Madrid,11,4,0.6666666666666666,1.0,2.333333333333333,1.0
32,Osasuna,La Coruna,15,12,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
33,Real Madrid,Sp Gijon,3,20,4.333333333333333,1.3333333333333333,1.6666666666666667,5.666666666666668
34,Sevilla,Espanol,5,8,2.0,1.0,0.6666666666666666,1.0
35,Villarreal,Santander,2,18,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.6666666666666667
36,Malaga,Valencia,19,1,0.0,1.0,1.6666666666666667,0.6666666666666666
37,Mallorca,Numancia,13,16,1.0,0.3333333333333333,1.3333333333333333,2.6666666666666665
38,Recreativo,Ath Bilbao,14,10,0.3333333333333333,2.0,1.0,0.3333333333333333
39,Valladolid,Almeria,9,7,1.3333333333333333,1.0,1.0,1.3333333333333333
40,Betis,Real Madrid,17,3,0.6666666666666666,1.0,4.333333333333333,1.3333333333333333
41,Espanol,Barcelona,10,5,0.6666666666666666,1.6666666666666667,3.6666666666666665,1.3333333333333333
42,Sp Gijon,Villarreal,20,2,0.6666666666666666,4.666666666666667,1.6666666666666667,0.3333333333333333
43,Almeria,Recreativo,6,16,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0
44,Ath Bilbao,Getafe,12,8,1.0,0.6666666666666666,1.0,1.0
45,Ath Madrid,Sevilla,7,4,2.0,0.6666666666666666,1.0,0.0
46,Malaga,Valladolid,17,11,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333
47,Numancia,Osasuna,15,14,0.3333333333333333,1.3333333333333333,0.0,0.3333333333333333
48,Santander,Mallorca,19,9,0.3333333333333333,2.0,1.3333333333333333,0.3333333333333333
49,Valencia,La Coruna,1,13,2.333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333
50,Barcelona,Ath Madrid,5,7,3.6666666666666665,1.3333333333333333,2.0,0.6666666666666666
51,Villarreal,Betis,2,20,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.333333333333333
52,Getafe,Almeria,8,6,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333
53,La Coruna,Numancia,10,17,1.0,1.3333333333333333,0.0,1.0
54,Mallorca,Sp Gijon,11,19,1.3333333333333333,1.0,1.0,2.6666666666666665
55,Osasuna,Santander,16,14,0.0,0.3333333333333333,0.6666666666666666,1.3333333333333333
