,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Valenciennes,Nancy,Lyon,Bordeaux,Le Mans,Caen,Monaco,St Etienne,Lorient,Sochaux,Lille,Marseille,Paris SG,Strasbourg,Metz,Nice,Lens,Toulouse,Auxerre,Rennes
1,Le Mans,Nancy,Bordeaux,St Etienne,Lorient,Lille,Lyon,Valenciennes,Nice,Caen,Toulouse,Marseille,Paris SG,Monaco,Lens,Strasbourg,Sochaux,Rennes,Metz,Auxerre
2,Le Mans,Nancy,Lorient,Lyon,Bordeaux,Valenciennes,Caen,Lille,Strasbourg,Monaco,St Etienne,Rennes,Nice,Toulouse,Marseille,Sochaux,Paris SG,Lens,Metz,Auxerre
3,Nancy,Lorient,Le Mans,Monaco,Strasbourg,Bordeaux,Valenciennes,Lyon,Lille,Caen,St Etienne,Rennes,Nice,Marseille,Paris SG,Toulouse,Auxerre,Lens,Sochaux,Metz
4,Nancy,Lorient,Monaco,Strasbourg,Valenciennes,Le Mans,Lyon,Bordeaux,Rennes,Lille,Marseille,Caen,St Etienne,Nice,Paris SG,Toulouse,Auxerre,Lens,Sochaux,Metz
5,Nancy,Monaco,Valenciennes,Lyon,Bordeaux,Rennes,Lorient,Strasbourg,Le Mans,St Etienne,Nice,Lille,Paris SG,Caen,Marseille,Toulouse,Lens,Auxerre,Sochaux,Metz
6,Nancy,Lyon,Valenciennes,Bordeaux,Monaco,Rennes,Lorient,Strasbourg,Nice,Le Mans,Lille,St Etienne,Paris SG,Caen,Toulouse,Marseille,Lens,Sochaux,Auxerre,Metz
7,Lyon,Nancy,Bordeaux,Rennes,Valenciennes,Monaco,Le Mans,Strasbourg,Lorient,St Etienne,Paris SG,Nice,Toulouse,Lille,Caen,Marseille,Lens,Auxerre,Sochaux,Metz
8,Nancy,Lyon,Bordeaux,Valenciennes,Le Mans,Rennes,Nice,Monaco,Strasbourg,Toulouse,Lorient,St Etienne,Paris SG,Lille,Auxerre,Caen,Marseille,Lens,Sochaux,Metz
9,Nancy,Lyon,Le Mans,Bordeaux,Rennes,Valenciennes,Strasbourg,Toulouse,St Etienne,Nice,Lille,Monaco,Lorient,Paris SG,Lens,Caen,Auxerre,Marseille,Sochaux,Metz
10,Lyon,Nancy,Rennes,Bordeaux,Le Mans,Valenciennes,Nice,St Etienne,Strasbourg,Toulouse,Lille,Monaco,Lorient,Paris SG,Caen,Auxerre,Lens,Marseille,Sochaux,Metz
11,Lyon,Nancy,Rennes,Bordeaux,Le Mans,Strasbourg,Nice,St Etienne,Valenciennes,Toulouse,Monaco,Lorient,Lille,Caen,Auxerre,Paris SG,Sochaux,Lens,Marseille,Metz
12,Lyon,Nancy,Rennes,Bordeaux,Le Mans,Strasbourg,Nice,St Etienne,Valenciennes,Monaco,Toulouse,Lille,Caen,Lorient,Paris SG,Lens,Auxerre,Sochaux,Marseille,Metz
13,Lyon,Nancy,Bordeaux,Rennes,Le Mans,Valenciennes,Monaco,Nice,Strasbourg,St Etienne,Lorient,Lille,Toulouse,Paris SG,Lens,Caen,Marseille,Auxerre,Sochaux,Metz
14,Lyon,Nancy,Bordeaux,Rennes,Nice,Le Mans,Valenciennes,Monaco,St Etienne,Strasbourg,Caen,Lorient,Toulouse,Lille,Marseille,Lens,Auxerre,Paris SG,Sochaux,Metz
15,Lyon,Nancy,Bordeaux,Le Mans,Valenciennes,Nice,Rennes,Monaco,St Etienne,Caen,Lens,Lorient,Strasbourg,Auxerre,Lille,Marseille,Toulouse,Paris SG,Sochaux,Metz
16,Lyon,Nancy,Bordeaux,Le Mans,Valenciennes,St Etienne,Nice,Caen,Rennes,Strasbourg,Lorient,Monaco,Marseille,Toulouse,Lens,Auxerre,Paris SG,Lille,Sochaux,Metz
17,Lyon,Nancy,Bordeaux,Le Mans,Valenciennes,Caen,Nice,Monaco,St Etienne,Strasbourg,Lorient,Toulouse,Rennes,Marseille,Lille,Lens,Auxerre,Paris SG,Sochaux,Metz
18,Lyon,Nancy,Bordeaux,Caen,Le Mans,Valenciennes,Nice,Lorient,Monaco,St Etienne,Marseille,Toulouse,Rennes,Lille,Strasbourg,Auxerre,Paris SG,Lens,Sochaux,Metz
