,Inter scored,Inter received,Lazio scored,Lazio received,Napoli scored,Napoli received,Atalanta scored,Atalanta received,Torino scored,Torino received,Juventus scored,Juventus received,Udinese scored,Udinese received,Roma scored,Roma received,Genoa scored,Genoa received,Bologna scored,Bologna received,Spal scored,Spal received,Sassuolo scored,Sassuolo received,Milan scored,Milan received,Sampdoria scored,Sampdoria received,Fiorentina scored,Fiorentina received,Parma scored,Parma received,Cagliari scored,Cagliari received,Brescia scored,Brescia received,Verona scored,Verona received,Lecce scored,Lecce received
0,1.6666666666666667,1.6666666666666667,2.0,2.3333333333333335,2.6666666666666665,1.6666666666666667,2.0,1.0,2.3333333333333335,2.3333333333333335,0.3333333333333333,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,3.3333333333333335,2.0,1.6666666666666667,2.6666666666666665,1.0,2.0,2.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,2.0,1.0,1.6666666666666667,,,,,,
1,1.6666666666666667,2.0,1.6666666666666667,2.3333333333333335,3.0,2.6666666666666665,2.0,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.6666666666666667,2.0,2.0,2.0,1.0,0.6666666666666666,1.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,1.0,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,,,,,,
2,1.6666666666666667,0.6666666666666666,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.0,1.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.3333333333333335,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.0,2.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,,,,,,
3,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,3.0,1.6666666666666667,2.0,2.0,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.0,2.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,3.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,1.0,1.3333333333333333,1.3333333333333333,2.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.0,2.0
4,1.3333333333333333,0.0,1.0,1.0,2.0,0.6666666666666666,2.0,1.0,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,2.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,2.3333333333333335,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,1.0,2.0,2.0
5,2.0,0.3333333333333333,2.0,0.3333333333333333,2.0,1.0,2.6666666666666665,1.0,1.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,2.3333333333333335,0.3333333333333333,1.0,0.3333333333333333,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,2.0
6,1.6666666666666667,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,3.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,2.0,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,2.0,0.6666666666666666,1.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,2.0,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667
7,2.6666666666666665,2.0,3.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,3.3333333333333335,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,3.6666666666666665,1.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.0,2.6666666666666665,1.6666666666666667,2.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0,1.0,1.0,2.0
8,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.0,1.0,0.3333333333333333,4.333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,2.6666666666666665,1.0,0.6666666666666666,1.6666666666666667,2.6666666666666665,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,2.0
9,2.6666666666666665,2.0,3.0,1.3333333333333333,1.6666666666666667,1.0,4.0,2.0,0.3333333333333333,2.0,1.6666666666666667,1.0,0.6666666666666666,3.6666666666666665,2.0,0.3333333333333333,1.6666666666666667,2.6666666666666665,1.6666666666666667,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.0,1.0,2.3333333333333335,1.3333333333333333,2.0,1.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333
