,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Inter,Lazio,Napoli,Atalanta,Torino,Brescia,Juventus,Udinese,Roma,Genoa,Bologna,Verona,Spal,Sassuolo,Milan,Sampdoria,Lecce,Fiorentina,Parma,Cagliari
1,Inter,Juventus,Torino,Lazio,Genoa,Bologna,Verona,Sassuolo,Napoli,Atalanta,Milan,Brescia,Parma,Udinese,Roma,Spal,Lecce,Sampdoria,Fiorentina,Cagliari
2,Inter,Bologna,Juventus,Napoli,Atalanta,Torino,Milan,Roma,Lazio,Genoa,Verona,Sassuolo,Brescia,Spal,Lecce,Parma,Udinese,Cagliari,Fiorentina,Sampdoria
3,Inter,Juventus,Napoli,Roma,Lazio,Atalanta,Bologna,Sassuolo,Torino,Brescia,Milan,Cagliari,Genoa,Verona,Spal,Lecce,Sampdoria,Parma,Udinese,Fiorentina
4,Inter,Juventus,Atalanta,Napoli,Torino,Cagliari,Roma,Bologna,Lazio,Sassuolo,Brescia,Milan,Lecce,Parma,Genoa,Verona,Fiorentina,Udinese,Spal,Sampdoria
5,Inter,Juventus,Atalanta,Napoli,Roma,Lazio,Cagliari,Torino,Parma,Bologna,Fiorentina,Udinese,Sassuolo,Brescia,Milan,Lecce,Verona,Genoa,Spal,Sampdoria
6,Juventus,Inter,Atalanta,Napoli,Roma,Lazio,Fiorentina,Cagliari,Torino,Sassuolo,Bologna,Milan,Verona,Parma,Udinese,Brescia,Spal,Lecce,Genoa,Sampdoria
7,Juventus,Inter,Atalanta,Napoli,Cagliari,Roma,Lazio,Fiorentina,Parma,Torino,Milan,Udinese,Sassuolo,Bologna,Verona,Brescia,Lecce,Spal,Genoa,Sampdoria
8,Juventus,Inter,Atalanta,Napoli,Roma,Lazio,Cagliari,Parma,Sassuolo,Bologna,Fiorentina,Torino,Milan,Udinese,Verona,Lecce,Genoa,Brescia,Spal,Sampdoria
9,Juventus,Inter,Atalanta,Roma,Lazio,Napoli,Cagliari,Fiorentina,Milan,Parma,Sassuolo,Bologna,Verona,Torino,Udinese,Lecce,Genoa,Brescia,Spal,Sampdoria
10,Juventus,Inter,Roma,Lazio,Atalanta,Cagliari,Napoli,Fiorentina,Verona,Parma,Sassuolo,Milan,Udinese,Bologna,Torino,Lecce,Genoa,Sampdoria,Brescia,Spal
11,Juventus,Inter,Lazio,Cagliari,Atalanta,Roma,Napoli,Parma,Sassuolo,Fiorentina,Verona,Torino,Udinese,Milan,Bologna,Lecce,Genoa,Sampdoria,Spal,Brescia
12,Juventus,Inter,Lazio,Roma,Cagliari,Atalanta,Napoli,Verona,Parma,Sassuolo,Fiorentina,Torino,Milan,Udinese,Bologna,Sampdoria,Lecce,Genoa,Spal,Brescia
13,Inter,Juventus,Lazio,Roma,Cagliari,Atalanta,Napoli,Verona,Parma,Sassuolo,Torino,Milan,Bologna,Fiorentina,Lecce,Udinese,Sampdoria,Genoa,Spal,Brescia
14,Inter,Juventus,Lazio,Roma,Cagliari,Atalanta,Napoli,Parma,Torino,Milan,Sassuolo,Verona,Bologna,Fiorentina,Lecce,Udinese,Sampdoria,Genoa,Brescia,Spal
15,Inter,Juventus,Lazio,Roma,Cagliari,Atalanta,Parma,Napoli,Torino,Milan,Sassuolo,Bologna,Verona,Fiorentina,Lecce,Sampdoria,Udinese,Brescia,Genoa,Spal
16,Inter,Juventus,Lazio,Roma,Atalanta,Cagliari,Parma,Napoli,Bologna,Torino,Milan,Verona,Sassuolo,Udinese,Fiorentina,Lecce,Sampdoria,Brescia,Spal,Genoa
17,Inter,Juventus,Lazio,Roma,Atalanta,Cagliari,Parma,Napoli,Torino,Bologna,Verona,Milan,Udinese,Sassuolo,Fiorentina,Sampdoria,Lecce,Brescia,Genoa,Spal
18,Juventus,Inter,Lazio,Atalanta,Roma,Cagliari,Parma,Torino,Verona,Milan,Napoli,Udinese,Bologna,Fiorentina,Sassuolo,Sampdoria,Lecce,Genoa,Brescia,Spal
19,Juventus,Inter,Lazio,Roma,Atalanta,Cagliari,Milan,Parma,Torino,Verona,Napoli,Bologna,Fiorentina,Udinese,Sassuolo,Sampdoria,Lecce,Spal,Brescia,Genoa
20,Juventus,Inter,Lazio,Roma,Atalanta,Milan,Parma,Cagliari,Verona,Napoli,Bologna,Torino,Fiorentina,Udinese,Sassuolo,Sampdoria,Lecce,Spal,Genoa,Brescia
21,Juventus,Inter,Lazio,Atalanta,Roma,Milan,Parma,Cagliari,Verona,Napoli,Bologna,Torino,Sassuolo,Fiorentina,Udinese,Sampdoria,Lecce,Genoa,Brescia,Spal
22,Inter,Juventus,Lazio,Atalanta,Roma,Verona,Bologna,Milan,Parma,Cagliari,Napoli,Sassuolo,Torino,Fiorentina,Udinese,Sampdoria,Lecce,Genoa,Brescia,Spal
23,Juventus,Lazio,Inter,Atalanta,Roma,Milan,Verona,Parma,Napoli,Bologna,Cagliari,Sassuolo,Fiorentina,Torino,Udinese,Lecce,Sampdoria,Genoa,Brescia,Spal
24,Juventus,Lazio,Inter,Atalanta,Roma,Verona,Napoli,Milan,Parma,Bologna,Cagliari,Sassuolo,Fiorentina,Torino,Udinese,Lecce,Sampdoria,Genoa,Brescia,Spal
25,Juventus,Lazio,Inter,Atalanta,Roma,Napoli,Verona,Milan,Parma,Bologna,Sassuolo,Cagliari,Fiorentina,Torino,Udinese,Sampdoria,Genoa,Lecce,Spal,Brescia
26,Juventus,Lazio,Inter,Atalanta,Roma,Napoli,Milan,Parma,Verona,Cagliari,Bologna,Sassuolo,Torino,Fiorentina,Udinese,Sampdoria,Genoa,Lecce,Spal,Brescia
27,Juventus,Lazio,Inter,Atalanta,Roma,Napoli,Milan,Verona,Parma,Cagliari,Bologna,Sassuolo,Torino,Fiorentina,Udinese,Genoa,Sampdoria,Lecce,Brescia,Spal
28,Juventus,Lazio,Inter,Atalanta,Roma,Napoli,Milan,Verona,Parma,Cagliari,Bologna,Sassuolo,Torino,Fiorentina,Udinese,Sampdoria,Genoa,Lecce,Spal,Brescia
29,Juventus,Lazio,Inter,Atalanta,Roma,Napoli,Milan,Verona,Bologna,Sassuolo,Parma,Cagliari,Fiorentina,Sampdoria,Udinese,Torino,Genoa,Lecce,Brescia,Spal
30,Juventus,Lazio,Atalanta,Inter,Roma,Napoli,Milan,Sassuolo,Verona,Bologna,Cagliari,Parma,Fiorentina,Udinese,Torino,Sampdoria,Lecce,Genoa,Brescia,Spal
