,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Werder Bremen,Leverkusen,Bayern Munich,Hamburg,Schalke 04,FC Koln,Dortmund,Hannover,Hertha,Wolfsburg,Duisburg,Stuttgart,Kaiserslautern,Mainz,Bielefeld,Ein Frankfurt,Nurnberg,M'gladbach
1,Bayern Munich,Werder Bremen,Hamburg,FC Koln,Schalke 04,Hertha,Kaiserslautern,Leverkusen,Hannover,Wolfsburg,Dortmund,Stuttgart,Duisburg,Nurnberg,M'gladbach,Mainz,Bielefeld,Ein Frankfurt
2,Bayern Munich,Werder Bremen,Hamburg,Schalke 04,Kaiserslautern,FC Koln,Wolfsburg,Hertha,Hannover,Leverkusen,Bielefeld,Ein Frankfurt,Dortmund,Stuttgart,Duisburg,M'gladbach,Nurnberg,Mainz
3,Bayern Munich,Werder Bremen,Hamburg,Schalke 04,Hertha,Hannover,FC Koln,Kaiserslautern,Dortmund,Wolfsburg,M'gladbach,Leverkusen,Bielefeld,Stuttgart,Ein Frankfurt,Duisburg,Nurnberg,Mainz
4,Bayern Munich,Werder Bremen,Hamburg,Schalke 04,FC Koln,Hertha,Leverkusen,Kaiserslautern,Hannover,Stuttgart,Wolfsburg,Dortmund,Bielefeld,M'gladbach,Ein Frankfurt,Duisburg,Nurnberg,Mainz
5,Bayern Munich,Hamburg,Werder Bremen,Hertha,Leverkusen,Schalke 04,FC Koln,Wolfsburg,Dortmund,M'gladbach,Kaiserslautern,Hannover,Stuttgart,Bielefeld,Ein Frankfurt,Nurnberg,Mainz,Duisburg
6,Bayern Munich,Hamburg,Werder Bremen,Hertha,Schalke 04,Wolfsburg,M'gladbach,Leverkusen,Dortmund,Stuttgart,FC Koln,Kaiserslautern,Hannover,Duisburg,Bielefeld,Mainz,Ein Frankfurt,Nurnberg
7,Bayern Munich,Hamburg,Werder Bremen,Schalke 04,Hertha,M'gladbach,Wolfsburg,Leverkusen,Dortmund,Stuttgart,FC Koln,Hannover,Kaiserslautern,Duisburg,Nurnberg,Bielefeld,Mainz,Ein Frankfurt
8,Werder Bremen,Bayern Munich,Hamburg,Schalke 04,M'gladbach,Wolfsburg,Hertha,Dortmund,Stuttgart,Leverkusen,Hannover,Bielefeld,FC Koln,Kaiserslautern,Mainz,Ein Frankfurt,Duisburg,Nurnberg
9,Bayern Munich,Werder Bremen,Hamburg,Schalke 04,M'gladbach,Hertha,Wolfsburg,Dortmund,Stuttgart,Leverkusen,Bielefeld,Hannover,Ein Frankfurt,FC Koln,Kaiserslautern,Mainz,Duisburg,Nurnberg
10,Bayern Munich,Werder Bremen,Hamburg,Schalke 04,M'gladbach,Hertha,Wolfsburg,Dortmund,Bielefeld,Stuttgart,Leverkusen,Hannover,Mainz,Ein Frankfurt,FC Koln,Duisburg,Kaiserslautern,Nurnberg
11,Bayern Munich,Werder Bremen,Hamburg,Schalke 04,Hertha,M'gladbach,Wolfsburg,Stuttgart,Leverkusen,Dortmund,Bielefeld,Ein Frankfurt,Hannover,Mainz,FC Koln,Duisburg,Kaiserslautern,Nurnberg
12,Bayern Munich,Werder Bremen,Hamburg,Schalke 04,Hertha,M'gladbach,Dortmund,Stuttgart,Leverkusen,Wolfsburg,Bielefeld,Ein Frankfurt,Hannover,Mainz,FC Koln,Nurnberg,Duisburg,Kaiserslautern
13,Bayern Munich,Hamburg,Werder Bremen,Schalke 04,Hertha,Dortmund,M'gladbach,Stuttgart,Wolfsburg,Leverkusen,Hannover,Bielefeld,Ein Frankfurt,Mainz,FC Koln,Duisburg,Nurnberg,Kaiserslautern
14,Bayern Munich,Hamburg,Werder Bremen,Schalke 04,Hertha,Dortmund,M'gladbach,Hannover,Stuttgart,Ein Frankfurt,Wolfsburg,Leverkusen,Bielefeld,Mainz,FC Koln,Nurnberg,Duisburg,Kaiserslautern
15,Bayern Munich,Hamburg,Werder Bremen,Schalke 04,Hertha,M'gladbach,Stuttgart,Dortmund,Ein Frankfurt,Hannover,Leverkusen,Wolfsburg,Bielefeld,Mainz,Nurnberg,FC Koln,Duisburg,Kaiserslautern
16,Bayern Munich,Hamburg,Werder Bremen,Schalke 04,Hertha,Stuttgart,M'gladbach,Hannover,Dortmund,Ein Frankfurt,Bielefeld,Leverkusen,Wolfsburg,Mainz,Nurnberg,FC Koln,Duisburg,Kaiserslautern
17,Bayern Munich,Werder Bremen,Hamburg,Schalke 04,Hertha,Stuttgart,M'gladbach,Dortmund,Hannover,Leverkusen,Ein Frankfurt,Bielefeld,Mainz,Wolfsburg,Nurnberg,Duisburg,FC Koln,Kaiserslautern
18,Bayern Munich,Werder Bremen,Hamburg,Schalke 04,Hertha,Stuttgart,Dortmund,M'gladbach,Hannover,Leverkusen,Ein Frankfurt,Wolfsburg,Bielefeld,Mainz,Nurnberg,Duisburg,FC Koln,Kaiserslautern
19,Bayern Munich,Werder Bremen,Hamburg,Schalke 04,Hertha,Dortmund,Stuttgart,Hannover,M'gladbach,Leverkusen,Ein Frankfurt,Bielefeld,Wolfsburg,Mainz,Nurnberg,Duisburg,FC Koln,Kaiserslautern
