,Werder Bremen scored,Werder Bremen received,Leverkusen scored,Leverkusen received,Bayern Munich scored,Bayern Munich received,Hamburg scored,Hamburg received,Schalke 04 scored,Schalke 04 received,FC Koln scored,FC Koln received,Dortmund scored,Dortmund received,Hannover scored,Hannover received,Hertha scored,Hertha received,Wolfsburg scored,Wolfsburg received,Duisburg scored,Duisburg received,Stuttgart scored,Stuttgart received,Kaiserslautern scored,Kaiserslautern received,Mainz scored,Mainz received,Bielefeld scored,Bielefeld received,Ein Frankfurt scored,Ein Frankfurt received,Nurnberg scored,Nurnberg received,M'gladbach scored,M'gladbach received
0,5.0,2.0,4.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,5.0,1.0,4.0,0.0,3.0,0.0,3.0
1,3.5,1.0,3.0,3.0,4.0,1.0,2.5,0.0,2.0,1.0,2.0,1.0,1.5,2.0,1.5,1.5,2.0,1.0,1.5,1.5,2.0,3.0,1.5,2.0,3.0,2.5,0.0,1.5,1.0,3.5,0.5,3.0,0.5,2.0,0.5,2.0
2,2.6666666666666665,1.0,2.3333333333333335,2.6666666666666665,3.6666666666666665,0.6666666666666666,2.0,0.3333333333333333,1.6666666666666667,1.0,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.6666666666666667,3.0,2.3333333333333335,0.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667
3,2.6666666666666665,0.6666666666666666,1.3333333333333333,2.6666666666666665,3.3333333333333335,1.0,2.0,0.6666666666666666,1.3333333333333333,1.0,2.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.0,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.6666666666666667,3.0,3.3333333333333335,0.3333333333333333,2.3333333333333335,1.0,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0
4,3.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,1.0,1.0,1.0,1.6666666666666667,1.0,2.0,1.3333333333333333,1.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.3333333333333335,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333
5,3.0,1.6666666666666667,2.0,1.0,1.3333333333333333,0.3333333333333333,2.0,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,1.6666666666666667,2.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333
6,2.0,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.0,1.0,1.3333333333333333,2.0,1.3333333333333333,1.0,0.0,1.0,1.3333333333333333,1.0,0.0,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,1.6666666666666667,1.0
7,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,0.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,2.0,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.0,1.0,1.0,1.0,1.6666666666666667,0.3333333333333333
8,3.3333333333333335,1.3333333333333333,1.0,2.0,1.0,1.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,1.0,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.3333333333333333
9,2.6666666666666665,1.0,1.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.6666666666666667,4.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,3.3333333333333335,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,2.3333333333333335,1.3333333333333333,2.0,3.3333333333333335,2.0,0.6666666666666666
