,Inverness C scored,Inverness C received,Aberdeen scored,Aberdeen received,Celtic scored,Celtic received,Motherwell scored,Motherwell received,St Johnstone scored,St Johnstone received,Dundee United scored,Dundee United received,Kilmarnock scored,Kilmarnock received,Ross County scored,Ross County received,Hibernian scored,Hibernian received,St Mirren scored,St Mirren received,Hearts scored,Hearts received,Partick scored,Partick received
0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.3333333333333333,3.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,2.3333333333333335,0.6666666666666666,3.0,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,,
1,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,3.0,0.3333333333333333,2.0,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,,
2,1.0,0.0,1.0,1.3333333333333333,2.0,0.0,1.0,2.3333333333333335,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,4.0,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,2.0,1.0,,
3,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,2.6666666666666665,1.0,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0
4,2.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,1.0,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,2.0,1.0,1.3333333333333333,1.0,1.0
5,2.0,1.0,1.3333333333333333,0.6666666666666666,2.0,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,2.6666666666666665,1.0,1.0,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,1.0,2.0,0.6666666666666666,1.6666666666666667
6,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,2.0,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667
7,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.3333333333333333,3.3333333333333335,1.3333333333333333,2.0,1.0,1.0,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667
8,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,3.0,1.0,1.6666666666666667,1.6666666666666667,2.0,1.0,1.0,0.6666666666666666,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0
9,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.0
10,1.3333333333333333,2.0,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,3.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,2.0,2.3333333333333335,0.3333333333333333,2.0,1.0,1.3333333333333333
11,2.0,1.0,2.3333333333333335,0.0,1.3333333333333333,1.0,1.0,1.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.3333333333333335,0.3333333333333333,1.3333333333333333,2.0,2.6666666666666665,0.3333333333333333,2.0,1.0,2.3333333333333335
12,2.3333333333333335,0.3333333333333333,2.3333333333333335,1.0,2.3333333333333335,1.0,0.3333333333333333,2.0,2.3333333333333335,0.3333333333333333,3.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,3.0,0.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,0.3333333333333333,3.0
13,1.6666666666666667,0.3333333333333333,2.0,2.0,2.6666666666666665,1.0,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,3.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.3333333333333333,2.6666666666666665,0.0,1.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,3.6666666666666665
14,1.0,0.0,1.3333333333333333,2.0,4.0,0.6666666666666666,0.6666666666666666,3.0,1.0,1.3333333333333333,4.0,0.6666666666666666,1.0,2.0,1.3333333333333333,2.6666666666666665,0.3333333333333333,1.0,1.0,0.0,2.0,2.3333333333333335,0.6666666666666666,2.6666666666666665
15,1.0,0.0,1.6666666666666667,1.0,3.0,0.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,1.0,4.0,1.0,1.0,2.3333333333333335,1.3333333333333333,2.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.0,2.6666666666666665,0.6666666666666666,2.0
16,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.0,2.6666666666666665,0.0,1.6666666666666667,2.0,0.3333333333333333,0.6666666666666666,3.0,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,0.3333333333333333,2.6666666666666665,0.6666666666666666,1.3333333333333333
17,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,0.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,2.0,0.0,2.6666666666666665,0.3333333333333333,1.0
18,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.0,3.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,2.3333333333333335,2.0,1.3333333333333333,0.0,1.3333333333333333,1.6666666666666667,0.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.6666666666666666,2.3333333333333335
19,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.0,3.3333333333333335,0.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,3.0,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.3333333333333333,2.0
20,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,2.0,0.0,3.6666666666666665,0.3333333333333333,1.0,1.6666666666666667,1.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,2.3333333333333335,1.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.0,2.0
21,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,3.0,0.0,2.3333333333333335,0.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.6666666666666665,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333
22,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,3.6666666666666665,0.0,1.0,1.0,1.6666666666666667,1.3333333333333333,1.0,2.0,0.3333333333333333,2.0,2.3333333333333335,1.0,1.3333333333333333,2.0,1.0,2.6666666666666665,1.0,2.0,2.0,1.3333333333333333
