,0,1,2,3,4,5,6,7,8,9,10,11
0,Inverness C,Aberdeen,Celtic,Motherwell,St Johnstone,Dundee United,Partick,Kilmarnock,Ross County,Hibernian,St Mirren,Hearts
1,Inverness C,Aberdeen,Celtic,Partick,St Johnstone,Motherwell,Kilmarnock,Dundee United,Hibernian,Ross County,St Mirren,Hearts
2,Inverness C,Celtic,St Johnstone,Aberdeen,Partick,Motherwell,Kilmarnock,Dundee United,Hibernian,St Mirren,Ross County,Hearts
3,Inverness C,Celtic,St Johnstone,Aberdeen,Motherwell,Dundee United,Partick,Hibernian,Ross County,Kilmarnock,St Mirren,Hearts
4,Inverness C,Celtic,Motherwell,Partick,St Johnstone,Aberdeen,Dundee United,Hibernian,Ross County,Kilmarnock,St Mirren,Hearts
5,Inverness C,Celtic,Motherwell,Aberdeen,Dundee United,Partick,St Johnstone,Hibernian,Ross County,Kilmarnock,St Mirren,Hearts
6,Celtic,Inverness C,Aberdeen,Motherwell,Hibernian,Dundee United,Partick,St Johnstone,Ross County,Kilmarnock,St Mirren,Hearts
7,Celtic,Inverness C,Motherwell,Aberdeen,Hibernian,Dundee United,Partick,St Johnstone,Ross County,Kilmarnock,St Mirren,Hearts
8,Celtic,Inverness C,Motherwell,Aberdeen,Hibernian,Dundee United,St Johnstone,Partick,Ross County,St Mirren,Kilmarnock,Hearts
9,Celtic,Inverness C,Motherwell,Aberdeen,Hibernian,Dundee United,Partick,St Johnstone,Ross County,St Mirren,Kilmarnock,Hearts
10,Celtic,Inverness C,Aberdeen,Motherwell,Dundee United,St Johnstone,Hibernian,Partick,Ross County,Kilmarnock,St Mirren,Hearts
11,Celtic,Inverness C,Aberdeen,Motherwell,St Johnstone,Dundee United,Hibernian,Partick,St Mirren,Ross County,Kilmarnock,Hearts
12,Celtic,Inverness C,Aberdeen,Motherwell,St Johnstone,Dundee United,Hibernian,St Mirren,Partick,Ross County,Kilmarnock,Hearts
13,Celtic,Inverness C,Motherwell,Dundee United,Aberdeen,St Johnstone,Hibernian,St Mirren,Partick,Ross County,Kilmarnock,Hearts
14,Celtic,Inverness C,Dundee United,Aberdeen,Motherwell,St Johnstone,Hibernian,St Mirren,Partick,Kilmarnock,Ross County,Hearts
15,Celtic,Inverness C,Dundee United,Aberdeen,Motherwell,St Johnstone,Hibernian,St Mirren,Partick,Kilmarnock,Ross County,Hearts
16,Celtic,Inverness C,Dundee United,Aberdeen,Motherwell,St Johnstone,Hibernian,St Mirren,Kilmarnock,Partick,Ross County,Hearts
17,Celtic,Inverness C,Motherwell,Dundee United,Aberdeen,St Johnstone,Hibernian,St Mirren,Kilmarnock,Partick,Ross County,Hearts
18,Celtic,Motherwell,Inverness C,Aberdeen,Dundee United,St Johnstone,Hibernian,St Mirren,Kilmarnock,Partick,Ross County,Hearts
19,Celtic,Motherwell,Aberdeen,Inverness C,Dundee United,St Johnstone,Hibernian,Kilmarnock,St Mirren,Partick,Ross County,Hearts
20,Celtic,Motherwell,Aberdeen,Inverness C,Dundee United,St Johnstone,Hibernian,Kilmarnock,St Mirren,Partick,Ross County,Hearts
21,Celtic,Motherwell,Aberdeen,Inverness C,Dundee United,St Johnstone,Hibernian,Kilmarnock,St Mirren,Partick,Ross County,Hearts
22,Celtic,Motherwell,Aberdeen,Inverness C,Dundee United,St Johnstone,Hibernian,St Mirren,Kilmarnock,Ross County,Partick,Hearts
23,Celtic,Motherwell,Aberdeen,Inverness C,St Johnstone,Dundee United,Hibernian,Kilmarnock,St Mirren,Partick,Ross County,Hearts
24,Celtic,Aberdeen,Motherwell,Inverness C,St Johnstone,Dundee United,Hibernian,Kilmarnock,St Mirren,Partick,Ross County,Hearts
25,Celtic,Aberdeen,Motherwell,Inverness C,Dundee United,St Johnstone,Hibernian,Kilmarnock,St Mirren,Partick,Ross County,Hearts
26,Celtic,Aberdeen,Motherwell,Inverness C,Dundee United,St Johnstone,Hibernian,Kilmarnock,Partick,Ross County,St Mirren,Hearts
27,Celtic,Aberdeen,Motherwell,Inverness C,Dundee United,St Johnstone,Hibernian,Kilmarnock,St Mirren,Partick,Ross County,Hearts
28,Celtic,Motherwell,Aberdeen,Dundee United,Inverness C,St Johnstone,Hibernian,Partick,Ross County,Kilmarnock,St Mirren,Hearts
29,Celtic,Motherwell,Aberdeen,Dundee United,Inverness C,St Johnstone,Hibernian,Partick,Ross County,Kilmarnock,St Mirren,Hearts
30,Celtic,Motherwell,Aberdeen,Dundee United,Inverness C,St Johnstone,Hibernian,Kilmarnock,Ross County,Partick,St Mirren,Hearts
31,Celtic,Aberdeen,Motherwell,Dundee United,Inverness C,St Johnstone,Hibernian,Kilmarnock,Ross County,Partick,St Mirren,Hearts
32,Celtic,Aberdeen,Motherwell,Dundee United,Inverness C,St Johnstone,Hibernian,Kilmarnock,Ross County,St Mirren,Partick,Hearts
