,Galatasaray scored,Galatasaray received,Kasimpasa scored,Kasimpasa received,Besiktas scored,Besiktas received,Trabzonspor scored,Trabzonspor received,Akhisar Belediyespor scored,Akhisar Belediyespor received,Buyuksehyr scored,Buyuksehyr received,Fenerbahce scored,Fenerbahce received,Genclerbirligi scored,Genclerbirligi received,Karabukspor scored,Karabukspor received,Konyaspor scored,Konyaspor received,Bursaspor scored,Bursaspor received,Alanyaspor scored,Alanyaspor received,Osmanlispor scored,Osmanlispor received,Antalyaspor scored,Antalyaspor received,Kayserispor scored,Kayserispor received,Yeni Malatyaspor scored,Yeni Malatyaspor received,Goztep scored,Goztep received,Sivasspor scored,Sivasspor received
11,2.3333333333333335,2.6666666666666665,2.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,2.0,3.0,0.6666666666666666,2.6666666666666665,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.3333333333333333,1.6666666666666667,1.0,1.0,2.0,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333,2.0,1.0,2.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667
12,2.6666666666666665,2.0,2.0,1.0,1.0,0.3333333333333333,2.0,1.3333333333333333,0.0,2.0,2.6666666666666665,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,3.0,0.6666666666666666,2.0,1.0,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,2.0,1.6666666666666667,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,1.0,1.3333333333333333,2.3333333333333335
13,1.0,2.6666666666666665,2.0,1.6666666666666667,1.0,0.0,3.0,1.3333333333333333,0.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,3.0,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,3.3333333333333335
14,2.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.3333333333333333,2.6666666666666665,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,1.0,0.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.0,2.0,0.6666666666666666,0.6666666666666666,2.0
15,1.6666666666666667,2.3333333333333335,0.6666666666666666,2.3333333333333335,3.0,0.6666666666666666,2.3333333333333335,0.0,0.6666666666666666,2.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,2.0,0.6666666666666666,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667
16,2.6666666666666665,1.6666666666666667,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,3.0,2.0,1.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.6666666666666667,2.0,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666
17,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.0,1.0,2.0,3.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.0,1.3333333333333333,1.0,0.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.0
18,2.6666666666666665,0.6666666666666666,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,3.3333333333333335,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,2.0,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.0,1.0,2.0,1.0,1.0
19,2.0,1.0,2.0,1.3333333333333333,2.0,1.3333333333333333,1.0,1.0,0.6666666666666666,1.3333333333333333,3.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,1.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.0,2.6666666666666665,1.6666666666666667,1.6666666666666667,0.0,1.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0
20,2.0,0.6666666666666666,1.3333333333333333,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,2.0,1.0,1.6666666666666667,1.0,1.3333333333333333,1.0,0.3333333333333333,3.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,2.0,1.3333333333333333,1.3333333333333333,1.0,2.0,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0
21,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.0,0.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.6666666666666665,1.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,2.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.0,1.0,0.6666666666666666,1.3333333333333333,1.0,2.0,2.0,1.3333333333333333
22,3.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.0,0.6666666666666666,1.0,2.0,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,3.6666666666666665,1.0,1.6666666666666667,0.0,2.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333
23,4.333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,3.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.0,2.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,4.333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333
24,4.666666666666667,0.3333333333333333,1.6666666666666667,2.0,2.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,0.3333333333333333,1.0,1.0,4.333333333333333,0.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,2.0,2.0,1.6666666666666667,1.3333333333333333,1.0,1.0,1.0,2.0,1.3333333333333333
25,3.0,0.3333333333333333,1.6666666666666667,2.0,1.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,4.666666666666667,1.0,1.0,1.0,0.6666666666666666,2.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.6666666666666667,2.6666666666666665,1.0,1.6666666666666667,0.6666666666666666,2.0,1.0,1.3333333333333333,2.0,1.3333333333333333
26,1.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.6666666666666665,1.3333333333333333,1.0,2.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.0,0.6666666666666666,2.0,0.6666666666666666,2.6666666666666665,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,2.0,0.3333333333333333,2.0,1.3333333333333333,1.0,3.0,1.6666666666666667,2.3333333333333335,1.0,1.3333333333333333,1.0,1.0
27,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,2.0,0.6666666666666666,3.0,1.0,1.0,2.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.0,1.0,1.6666666666666667,0.3333333333333333,2.3333333333333335,2.3333333333333335,0.0,0.3333333333333333,1.0,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,0.0,3.6666666666666665,1.6666666666666667,2.0,0.6666666666666666,2.6666666666666665,0.3333333333333333,2.0
28,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.0,3.0,0.3333333333333333,2.6666666666666665,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.0,1.0,3.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,3.6666666666666665,1.6666666666666667,1.0,1.0,2.6666666666666665,0.6666666666666666,2.3333333333333335
29,1.6666666666666667,1.0,1.0,0.6666666666666666,3.6666666666666665,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.0,2.6666666666666665,0.6666666666666666,1.0,2.0,0.6666666666666666,2.6666666666666665,2.3333333333333335,0.0,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,2.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,3.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.0,2.3333333333333335
30,2.3333333333333335,0.6666666666666666,1.0,2.0,2.0,1.0,1.6666666666666667,2.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,3.3333333333333335,1.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,3.6666666666666665,1.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.3333333333333335,2.3333333333333335,0.6666666666666666,2.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.3333333333333333,0.6666666666666666
31,2.3333333333333335,1.0,2.0,2.6666666666666665,1.6666666666666667,1.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.0,2.6666666666666665,1.0,3.3333333333333335,1.0,0.0,1.6666666666666667,0.3333333333333333,3.3333333333333335,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,2.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.0,2.0,0.3333333333333333,1.3333333333333333,0.3333333333333333
32,2.0,0.3333333333333333,3.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,2.3333333333333335,2.3333333333333335,1.0,1.0,2.3333333333333335,0.6666666666666666,4.333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.0,4.333333333333333,1.0,1.0,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,0.0,0.6666666666666666,2.0,0.3333333333333333,1.3333333333333333,1.0
33,1.6666666666666667,0.3333333333333333,3.3333333333333335,2.0,3.3333333333333335,1.0,2.6666666666666665,2.0,1.6666666666666667,1.3333333333333333,2.0,1.0,4.0,1.0,0.6666666666666666,1.3333333333333333,0.0,3.6666666666666665,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,2.0,1.6666666666666667,1.3333333333333333,2.0,1.0,1.6666666666666667,1.0,2.3333333333333335,1.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.6666666666666665
