,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Club Brugge,Anderlecht,Genk,Mouscron,Westerlo,Lokeren,FC Brussels,Germinal,Lierse,Charleroi,Cercle Brugge,Roeselare,Standard,Beveren,Bergen,St Truiden,Waregem,Gent
1,Genk,Westerlo,Mouscron,Anderlecht,FC Brussels,Charleroi,Lokeren,Club Brugge,Bergen,Roeselare,Germinal,Cercle Brugge,Lierse,Standard,Waregem,St Truiden,Beveren,Gent
2,Anderlecht,Genk,Mouscron,FC Brussels,Charleroi,Club Brugge,Westerlo,Germinal,Lokeren,Roeselare,Bergen,Waregem,Standard,Cercle Brugge,St Truiden,Lierse,Gent,Beveren
3,Anderlecht,Genk,FC Brussels,Westerlo,Mouscron,Charleroi,Club Brugge,Lokeren,Germinal,Roeselare,Bergen,St Truiden,Waregem,Gent,Beveren,Standard,Cercle Brugge,Lierse
4,Genk,Anderlecht,Westerlo,Charleroi,FC Brussels,Lokeren,Germinal,Mouscron,Club Brugge,Standard,Bergen,Roeselare,Cercle Brugge,St Truiden,Waregem,Gent,Beveren,Lierse
5,Anderlecht,Genk,Westerlo,Charleroi,Club Brugge,FC Brussels,Germinal,Lokeren,Standard,Bergen,Mouscron,Cercle Brugge,Roeselare,Waregem,Gent,St Truiden,Beveren,Lierse
6,Genk,Anderlecht,Westerlo,Club Brugge,Charleroi,Bergen,Standard,Mouscron,FC Brussels,Germinal,Lokeren,Waregem,Gent,Cercle Brugge,Roeselare,St Truiden,Beveren,Lierse
7,Genk,Anderlecht,Club Brugge,Charleroi,Westerlo,Germinal,Bergen,Standard,Mouscron,Gent,Cercle Brugge,FC Brussels,Roeselare,Lokeren,Waregem,St Truiden,Beveren,Lierse
8,Genk,Anderlecht,Charleroi,Club Brugge,Germinal,Standard,Mouscron,Westerlo,Gent,FC Brussels,Bergen,Cercle Brugge,Lokeren,Beveren,Roeselare,Waregem,St Truiden,Lierse
9,Genk,Anderlecht,Club Brugge,Charleroi,Standard,Westerlo,Germinal,Gent,Mouscron,Roeselare,FC Brussels,Bergen,Cercle Brugge,Lokeren,Beveren,Waregem,St Truiden,Lierse
10,Genk,Anderlecht,Club Brugge,Westerlo,Charleroi,Standard,Gent,Germinal,Mouscron,FC Brussels,Bergen,Lokeren,Roeselare,Waregem,Cercle Brugge,Beveren,St Truiden,Lierse
11,Genk,Anderlecht,Club Brugge,Standard,Westerlo,Charleroi,Gent,Germinal,Mouscron,FC Brussels,Lokeren,Beveren,Roeselare,Waregem,Bergen,Cercle Brugge,St Truiden,Lierse
12,Genk,Anderlecht,Club Brugge,Charleroi,Standard,Westerlo,Gent,Germinal,Roeselare,Mouscron,FC Brussels,Lokeren,Cercle Brugge,Waregem,Beveren,St Truiden,Bergen,Lierse
13,Genk,Anderlecht,Club Brugge,Standard,Westerlo,Gent,Charleroi,Germinal,Mouscron,FC Brussels,St Truiden,Roeselare,Lokeren,Beveren,Cercle Brugge,Waregem,Bergen,Lierse
14,Genk,Anderlecht,Club Brugge,Standard,Gent,Charleroi,Westerlo,Germinal,Roeselare,Mouscron,FC Brussels,St Truiden,Lokeren,Beveren,Waregem,Cercle Brugge,Bergen,Lierse
15,Genk,Anderlecht,Club Brugge,Gent,Charleroi,Standard,Westerlo,Germinal,Roeselare,Mouscron,Waregem,St Truiden,FC Brussels,Bergen,Lokeren,Beveren,Cercle Brugge,Lierse
16,Genk,Anderlecht,Gent,Club Brugge,Standard,Charleroi,Westerlo,Germinal,Roeselare,Waregem,St Truiden,Mouscron,Cercle Brugge,FC Brussels,Lokeren,Beveren,Bergen,Lierse
17,Genk,Anderlecht,Standard,Gent,Club Brugge,Charleroi,Westerlo,Roeselare,Germinal,Waregem,Cercle Brugge,St Truiden,Mouscron,FC Brussels,Beveren,Bergen,Lokeren,Lierse
18,Genk,Anderlecht,Standard,Gent,Club Brugge,Charleroi,Westerlo,Roeselare,Germinal,St Truiden,Waregem,Cercle Brugge,FC Brussels,Lokeren,Mouscron,Bergen,Beveren,Lierse
19,Anderlecht,Genk,Standard,Gent,Club Brugge,Roeselare,Charleroi,Westerlo,St Truiden,Germinal,Cercle Brugge,Waregem,FC Brussels,Bergen,Lokeren,Mouscron,Beveren,Lierse
