,Game Date,Home Team,Away Team,Home ATT,Away ATT,Home DEF,Away DEF,Home MID,Away MID,Home Win Odds,Draw Odds,Away Win Odds,Winner,Home win Odds not normal,Draw Odds not normal,Away win Odds not normal
0,28/07/06,Club Brugge,Gent,76,70,70,66,73,65,0.5065111605412504,0.249233522352087,0.24425531710666265,1,3.098333333333333,6.296666666666666,6.425
1,29/07/06,Charleroi,Lierse,63,66,65,61,67,58,0.5007420934921887,0.2827359063050438,0.21652200020276757,X,3.2249999999999996,5.711666666666666,7.458333333333333
2,29/07/06,FC Brussels,Bergen,63,60,59,63,65,62,0.48667946529598716,0.23902936701332703,0.27429116769068573,1,3.0500000000000003,6.21,5.411666666666666
3,29/07/06,Genk,Waregem,72,68,65,62,65,65,0.46135584399371854,0.3242793688246697,0.21436478718161173,1,2.8033333333333332,3.9883333333333333,6.033333333333334
4,29/07/06,Germinal,Beveren,67,62,64,61,67,65,0.42985364525191705,0.38800130001759897,0.18214505473048398,1,2.7966666666666664,3.098333333333334,6.6000000000000005
5,29/07/06,Mouscron,Cercle Brugge,60,62,61,63,59,58,,,,1,2.77,2.9099999999999997,
6,30/07/06,Lokeren,Standard,65,66,63,69,64,73,0.3531233475895472,0.5155336362936537,0.13134301611679916,1,3.2483333333333335,2.225,8.733333333333333
7,30/07/06,St Truiden,Anderlecht,60,77,61,71,62,75,0.3190283323279618,0.557741839734199,0.12322982793783933,2,3.75,2.145,9.708333333333334
8,30/07/06,Westerlo,Roeselare,62,63,67,62,63,62,0.45283750309124854,0.3757631289759436,0.17139936793280786,1,3.063333333333334,3.6916666666666664,8.093333333333334
9,04/08/06,Standard,Charleroi,66,63,69,65,73,67,0.5065035612712894,0.29675732395713117,0.19673911477157952,2,3.3560000000000003,5.728,8.64
10,05/08/06,Anderlecht,Germinal,77,67,71,64,75,67,0.4993678517108854,0.2578428476052226,0.24278930068389196,1,4.108333333333333,7.956666666666667,8.450000000000001
11,05/08/06,Bergen,St Truiden,60,60,63,61,62,62,0.3992587825617525,0.44864658052713774,0.15209463691110978,1,3.0583333333333336,2.7216666666666662,8.028333333333334
12,05/08/06,Beveren,Westerlo,62,62,61,67,65,63,0.39487369584072607,0.46701408258085875,0.13811222157841507,2,3.0749999999999997,2.5999999999999996,8.791666666666666
13,05/08/06,Cercle Brugge,Lokeren,62,65,63,63,58,64,0.3938958574790434,0.4667840643129348,0.13932007820802178,X,3.1166666666666667,2.6300000000000003,8.811666666666666
14,05/08/06,Gent,Mouscron,70,60,66,61,65,59,0.4870864888588699,0.3260309493306572,0.18688256181047294,2,3.188333333333333,4.763333333333333,8.31
15,05/08/06,Lierse,Genk,66,72,61,65,58,65,0.3627221630349844,0.5084890136004455,0.12878882336457018,2,3.25,2.318333333333333,9.153333333333334
16,05/08/06,Waregem,FC Brussels,68,63,62,59,65,65,0.4378604955311556,0.3900409732271833,0.17209853124166102,2,3.126666666666667,3.51,7.954999999999999
17,06/08/06,Roeselare,Club Brugge,63,76,62,70,62,73,0.3173342408247105,0.5617011947931217,0.12096456438216781,1,3.823333333333333,2.16,10.03
18,19/08/06,Charleroi,Cercle Brugge,63,62,65,63,67,58,0.45254860959077686,0.3670913274482534,0.18036006296096957,1,3.1,3.8216666666666668,7.778333333333333
19,19/08/06,Club Brugge,Beveren,76,62,70,61,73,65,0.49763053552269404,0.23941465369926748,0.26295481077803845,1,4.308333333333334,8.955,8.153333333333334
20,19/08/06,FC Brussels,St Truiden,63,60,59,61,65,62,0.4302564873295919,0.3933533967983988,0.17639011587200928,X,3.126666666666667,3.42,7.626666666666666
21,19/08/06,Genk,Standard,72,66,65,69,65,73,0.41211640612133327,0.43612087960360235,0.1517627142750645,X,3.058333333333333,2.89,8.305000000000001
22,19/08/06,Germinal,Bergen,67,60,64,63,67,62,0.46462870055907757,0.34865502806565846,0.18671627137526378,1,3.1666666666666665,4.22,7.88
23,19/08/06,Mouscron,Roeselare,60,63,61,62,59,62,0.4234354869892074,0.41508859672889803,0.16147591628189467,X,3.0666666666666664,3.128333333333334,8.041666666666666
24,19/08/06,Waregem,Lierse,68,66,62,61,65,58,0.44198298691025906,0.3855154564078681,0.17250155668187286,1,3.095,3.5483333333333333,7.930000000000001
25,20/08/06,Lokeren,Gent,65,70,63,66,64,65,0.40169897289740636,0.4501169593338594,0.14818406776873416,X,3.0833333333333335,2.7516666666666665,8.358333333333333
26,20/08/06,Westerlo,Anderlecht,62,77,67,71,63,75,0.3304443116158597,0.5443066347878063,0.12524905359633393,2,3.5250000000000004,2.14,9.3
27,26/08/06,Bergen,Westerlo,60,62,63,67,62,63,0.3883414364353725,0.47015003704603536,0.14150852651859214,X,3.141666666666666,2.595,8.621666666666666
28,26/08/06,Beveren,Mouscron,62,60,61,61,65,59,0.39068271928038606,0.4704753363203107,0.1388419443993032,1,3.125,2.595,8.793333333333335
29,26/08/06,Cercle Brugge,Genk,62,72,63,65,58,65,0.35573278387092044,0.5183384498710897,0.1259287662579898,2,3.283333333333333,2.2533333333333334,9.275
30,26/08/06,Lierse,FC Brussels,66,63,61,59,58,65,0.3911170738080831,0.46319084904441543,0.1456920771475016,2,3.138333333333333,2.65,8.424999999999999
31,26/08/06,St Truiden,Germinal,60,67,61,64,62,67,0.38743113585670075,0.4710293796432508,0.14153948450004836,1,3.108333333333333,2.5566666666666666,8.508333333333333
32,26/08/06,Standard,Waregem,66,68,69,62,73,65,0.4691197439645269,0.33592140140086446,0.19495885463460855,X,3.2533333333333334,4.543333333333333,7.828333333333333
