,Barcelona scored,Barcelona received,Celta scored,Celta received,Real Madrid scored,Real Madrid received,Villarreal scored,Villarreal received,Malaga scored,Malaga received,Granada scored,Granada received,Eibar scored,Eibar received,Espanol scored,Espanol received,Sevilla scored,Sevilla received,Almeria scored,Almeria received,Valencia scored,Valencia received,Ath Madrid scored,Ath Madrid received,Vallecano scored,Vallecano received,Ath Bilbao scored,Ath Bilbao received,Sociedad scored,Sociedad received,Cordoba scored,Cordoba received,Elche scored,Elche received,Levante scored,Levante received,Getafe scored,Getafe received,La Coruna scored,La Coruna received
0,3.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,3.0,1.0,2.0
1,2.0,0.0,2.0,1.0,2.0,2.0,1.0,0.5,0.5,1.5,1.5,1.0,1.0,1.0,1.0,1.5,1.5,1.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0,1.0,1.5,0.5,2.0,1.5,0.5,1.5,0.5,2.0,0.0,2.5,1.0,1.5,1.5,2.0
2,2.0,0.0,2.0,1.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,2.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,1.0,2.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,0.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333
3,2.6666666666666665,0.0,1.6666666666666667,1.6666666666666667,3.6666666666666665,2.6666666666666665,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.0,1.0,1.3333333333333333,2.3333333333333335,2.3333333333333335,0.6666666666666666,1.0,1.0,3.0,0.3333333333333333,2.0,1.3333333333333333,2.0,3.0,1.0,1.0,2.3333333333333335,2.0,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.0,2.6666666666666665,0.3333333333333333,1.6666666666666667,1.6666666666666667,3.3333333333333335
4,2.3333333333333335,0.0,2.0,1.6666666666666667,4.666666666666667,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,0.3333333333333333,1.0,1.0,3.0,0.3333333333333333,1.6666666666666667,1.0,2.0,2.6666666666666665,0.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.3333333333333333,3.0,0.3333333333333333,1.6666666666666667,0.0,2.3333333333333335,1.3333333333333333,3.3333333333333335
5,3.6666666666666665,0.0,1.6666666666666667,1.0,5.0,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,2.3333333333333335,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,2.3333333333333335,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,2.3333333333333335,0.3333333333333333,1.6666666666666667,1.0,3.6666666666666665
6,2.6666666666666665,0.0,1.3333333333333333,1.3333333333333333,4.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,1.6666666666666667,1.6666666666666667,1.0,1.0,2.3333333333333335,0.6666666666666666,2.0,1.0,1.3333333333333333,1.0,0.3333333333333333,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,2.3333333333333335
7,3.6666666666666665,0.0,1.0,1.3333333333333333,4.0,0.0,1.6666666666666667,1.0,1.3333333333333333,1.0,0.3333333333333333,3.0,1.0,2.0,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,1.0,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,1.0,3.3333333333333335,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667
8,2.0,1.0,1.6666666666666667,1.3333333333333333,4.333333333333333,0.3333333333333333,2.0,1.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,2.0,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,1.0,2.3333333333333335,1.0,3.6666666666666665,1.0,1.0,1.3333333333333333,1.3333333333333333
9,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,4.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.0,2.3333333333333335,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,2.0,0.6666666666666666,3.0,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666
