,Hoffenheim scored,Hoffenheim received,Mainz scored,Mainz received,Leverkusen scored,Leverkusen received,Bayern Munich scored,Bayern Munich received,Hamburg scored,Hamburg received,Hannover scored,Hannover received,Nurnberg scored,Nurnberg received,M'gladbach scored,M'gladbach received,Ein Frankfurt scored,Ein Frankfurt received,Schalke 04 scored,Schalke 04 received,Wolfsburg scored,Wolfsburg received,FC Koln scored,FC Koln received,Freiburg scored,Freiburg received,Dortmund scored,Dortmund received,Stuttgart scored,Stuttgart received,Werder Bremen scored,Werder Bremen received,Kaiserslautern scored,Kaiserslautern received,St Pauli scored,St Pauli received
0,2.6666666666666665,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,2.0,2.0,3.0,1.3333333333333333,1.0,2.3333333333333335,1.0,2.6666666666666665,1.6666666666666667,2.6666666666666665,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,2.0,1.0,1.6666666666666667,2.0,1.6666666666666667,1.0,1.3333333333333333,0.3333333333333333,,,,
1,1.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,1.6666666666666667,2.6666666666666665,2.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,3.6666666666666665,0.6666666666666666,0.6666666666666666,2.0,2.6666666666666665,3.3333333333333335,1.0,2.6666666666666665,0.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,1.3333333333333333,2.3333333333333335,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,2.3333333333333335,1.0,,,,
2,1.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,2.0,3.0,1.0,1.0,1.6666666666666667,1.0,2.3333333333333335,1.0,1.0,1.0,2.3333333333333335,2.6666666666666665,2.0,2.0,0.3333333333333333,1.3333333333333333,2.0,2.3333333333333335,1.0,1.6666666666666667,2.3333333333333335,1.0,2.0,1.3333333333333333,1.0,2.0,1.6666666666666667,1.0,,,,
3,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.6666666666666667,2.6666666666666665,0.0,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,2.0,4.666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,2.0,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.6666666666666666,3.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0
4,1.6666666666666667,1.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,1.6666666666666667,2.0,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,4.333333333333333,1.6666666666666667,1.0,1.0,2.0,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,3.3333333333333335,0.3333333333333333,3.0,1.3333333333333333,0.3333333333333333,2.0,1.0,3.0,1.0,1.0
5,1.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,2.0,0.6666666666666666,1.0,1.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,0.6666666666666666,1.0,1.0,3.6666666666666665,1.0,1.0,1.6666666666666667,2.0,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.0,1.0,1.3333333333333333,3.6666666666666665,0.6666666666666666,3.0,2.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.6666666666666667
6,1.3333333333333333,2.3333333333333335,2.6666666666666665,1.0,2.6666666666666665,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,2.0,1.0,1.0,2.0,1.6666666666666667,2.0,3.3333333333333335,0.3333333333333333,1.0,2.6666666666666665,2.0,2.6666666666666665,0.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333
7,2.0,2.3333333333333335,2.0,1.3333333333333333,3.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,2.0,2.3333333333333335,0.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,2.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.6666666666666665,2.3333333333333335,1.6666666666666667,0.3333333333333333,2.0,1.6666666666666667,1.6666666666666667
8,2.0,2.3333333333333335,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,2.3333333333333335,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.3333333333333333
9,2.6666666666666665,1.0,0.3333333333333333,1.0,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,1.0,1.0,0.6666666666666666,2.6666666666666665,2.3333333333333335,2.0,1.0,3.3333333333333335,2.0,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335
