,Hoffenheim scored,Hoffenheim received,Mainz scored,Mainz received,Leverkusen scored,Leverkusen received,Bayern Munich scored,Bayern Munich received,Hamburg scored,Hamburg received,Hannover scored,Hannover received,Nurnberg scored,Nurnberg received,M'gladbach scored,M'gladbach received,Ein Frankfurt scored,Ein Frankfurt received,Schalke 04 scored,Schalke 04 received,Wolfsburg scored,Wolfsburg received,FC Koln scored,FC Koln received,Freiburg scored,Freiburg received,Dortmund scored,Dortmund received,Stuttgart scored,Stuttgart received,Werder Bremen scored,Werder Bremen received,Kaiserslautern scored,Kaiserslautern received,St Pauli scored,St Pauli received
10,2.0,1.0,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,3.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,3.3333333333333335,2.0,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.6666666666666667,2.3333333333333335,0.3333333333333333,2.6666666666666665,0.6666666666666666,2.0,3.3333333333333335,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.6666666666666665
11,1.6666666666666667,1.0,0.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,3.3333333333333335,1.6666666666666667,1.3333333333333333,2.0,0.3333333333333333,2.6666666666666665,2.0,2.0,2.3333333333333335,2.0,2.0,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,3.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.0,3.0,1.6666666666666667,0.6666666666666666,3.0,2.3333333333333335,2.0,0.3333333333333333,2.3333333333333335
12,1.6666666666666667,1.0,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,2.0,1.3333333333333333,2.3333333333333335,3.0,2.0,1.0,1.6666666666666667,3.0,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,1.0,0.6666666666666666,2.6666666666666665,0.3333333333333333,3.0,1.3333333333333333,0.0,3.3333333333333335,2.3333333333333335,2.3333333333333335,0.3333333333333333,1.6666666666666667
13,2.0,1.0,2.0,1.0,1.3333333333333333,1.0,2.6666666666666665,0.6666666666666666,2.0,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.3333333333333333,3.0,2.3333333333333335,2.3333333333333335,0.3333333333333333,2.6666666666666665,2.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.6666666666666665,0.6666666666666666,1.6666666666666667,2.6666666666666665,1.0,1.3333333333333333,3.6666666666666665,1.3333333333333333,0.3333333333333333,1.6666666666666667
14,2.3333333333333335,1.0,2.3333333333333335,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,2.0,2.6666666666666665,1.0,0.3333333333333333,2.6666666666666665,1.3333333333333333,3.0,1.0,3.0,2.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.6666666666666665,0.6666666666666666,1.0,2.0,1.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.3333333333333333
15,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,3.0,2.0,2.3333333333333335,1.0,2.0,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,3.0,1.0,2.0,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,2.6666666666666665,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.0
16,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,3.0,2.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,0.6666666666666666,2.0,0.0,0.6666666666666666,0.6666666666666666,1.0,2.0,2.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,2.3333333333333335
17,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.3333333333333335,3.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.0,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,3.0
18,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,2.0,2.0,3.6666666666666665,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,2.0,1.0,2.0,1.3333333333333333,2.3333333333333335,2.0,2.6666666666666665
19,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,3.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.3333333333333333
20,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,3.3333333333333335,1.6666666666666667,0.3333333333333333,1.0,0.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,3.0,2.0,0.6666666666666666
21,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,3.0,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,2.3333333333333335,0.3333333333333333,1.3333333333333333,2.0,0.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.6666666666666667,2.3333333333333335,2.3333333333333335,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,1.0,1.6666666666666667,2.3333333333333335,0.3333333333333333
22,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.6666666666666665,2.3333333333333335,1.0,3.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.3333333333333333,2.6666666666666665,0.3333333333333333,1.6666666666666667,2.3333333333333335,0.0,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,2.6666666666666665,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,2.0,3.3333333333333335,0.6666666666666666,2.0,1.0,2.3333333333333335,1.3333333333333333,1.0
23,0.6666666666666666,2.3333333333333335,1.6666666666666667,2.6666666666666665,3.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,2.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,2.6666666666666665,0.6666666666666666,1.3333333333333333,2.0,0.0,2.6666666666666665,1.0,1.0,1.0,1.3333333333333333,2.0,1.0,0.6666666666666666,1.0,2.0,0.6666666666666666,1.6666666666666667,2.6666666666666665,1.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333
24,0.6666666666666666,1.6666666666666667,2.3333333333333335,2.0,3.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.6666666666666667,2.3333333333333335,0.3333333333333333,3.0,0.3333333333333333,1.6666666666666667,1.0,0.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,2.0,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,2.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.0,2.6666666666666665
25,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,2.0,0.6666666666666666,2.6666666666666665,2.0,1.0,3.6666666666666665,1.3333333333333333,1.6666666666666667,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.0,1.0,1.0,2.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.0,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,2.6666666666666665
26,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,0.0,3.0,1.3333333333333333,2.6666666666666665,4.0,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,2.0,2.3333333333333335,1.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.0,0.3333333333333333,0.6666666666666666,3.0
27,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,0.0,3.0,0.3333333333333333,2.0,2.6666666666666665,1.0,2.6666666666666665,1.0,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,2.3333333333333335,2.0,1.0,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,1.0,1.6666666666666667,1.0,1.0,0.6666666666666666,0.6666666666666666,2.0
28,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,3.6666666666666665,1.6666666666666667,1.6666666666666667,2.0,1.0,1.3333333333333333,2.0,1.6666666666666667,1.0,1.6666666666666667,1.0,0.6666666666666666,2.0
29,1.0,1.0,0.6666666666666666,1.0,1.3333333333333333,2.0,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,1.0,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.0,2.6666666666666665,1.3333333333333333,2.0,2.6666666666666665,0.6666666666666666,2.0,2.0,1.0,1.0,1.3333333333333333,1.6666666666666667,1.0,2.0
30,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,1.0,4.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335
31,1.0,1.3333333333333333,1.3333333333333333,0.0,1.0,2.6666666666666665,3.3333333333333335,1.0,0.0,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,2.3333333333333335,1.0,1.3333333333333333,2.3333333333333335,1.0,2.0,1.6666666666666667,0.3333333333333333,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.0,1.0,0.6666666666666666,1.0,2.3333333333333335
32,1.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,1.0,1.3333333333333333,4.333333333333333,1.0,0.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,2.0,0.6666666666666666,2.6666666666666665,2.0,1.0,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,4.333333333333333
33,1.3333333333333333,2.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.0,4.666666666666667,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.6666666666666665,1.0,3.0,1.6666666666666667,1.0,2.0,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,4.0
