,Porto scored,Porto received,Boavista scored,Boavista received,Benfica scored,Benfica received,Sp Lisbon scored,Sp Lisbon received,Setubal scored,Setubal received,Sp Braga scored,Sp Braga received,Moreirense scored,Moreirense received,Pacos Ferreira scored,Pacos Ferreira received,Nacional scored,Nacional received,Guimaraes scored,Guimaraes received,Rio Ave scored,Rio Ave received,Tondela scored,Tondela received,Maritimo scored,Maritimo received,Arouca scored,Arouca received,Estoril scored,Estoril received,Belenenses scored,Belenenses received,Feirense scored,Feirense received,Chaves scored,Chaves received
0,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.3333333333333333,4.0,0.3333333333333333,0.6666666666666666,2.6666666666666665,1.0,2.0,1.3333333333333333,2.0,1.0,1.3333333333333333,1.0,3.0,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.0,2.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,,,,
1,2.6666666666666665,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,3.3333333333333335,0.0,0.3333333333333333,2.0,0.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,2.6666666666666665,2.6666666666666665,1.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.3333333333333333,2.0,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,,,,
2,2.0,0.6666666666666666,0.6666666666666666,2.0,2.6666666666666665,1.0,2.3333333333333335,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,1.0,2.0,0.6666666666666666,3.0,3.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,1.0,0.3333333333333333,,,,
3,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.0,1.0,2.0,0.3333333333333333,1.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,1.0,2.0,0.6666666666666666,2.3333333333333335,2.3333333333333335,2.0,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.0,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.0
4,1.3333333333333333,0.6666666666666666,1.0,2.3333333333333335,2.6666666666666665,1.0,2.0,1.3333333333333333,1.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.0,2.0,2.3333333333333335,2.0,1.3333333333333333,1.6666666666666667,2.0,2.3333333333333335,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.0,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.0,0.6666666666666666
5,2.0,0.3333333333333333,0.6666666666666666,2.6666666666666665,2.3333333333333335,0.6666666666666666,2.6666666666666665,1.6666666666666667,0.6666666666666666,2.0,2.0,1.3333333333333333,0.0,2.0,2.0,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666
6,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.6666666666666667,3.0,0.3333333333333333,2.6666666666666665,2.6666666666666665,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,2.0,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.0
7,3.3333333333333335,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.0,2.6666666666666665,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,1.0,1.0,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.0,0.3333333333333333,2.6666666666666665,1.0,1.3333333333333333
8,2.3333333333333335,0.0,1.0,0.3333333333333333,3.0,0.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,1.6666666666666667,2.6666666666666665,1.0,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,2.0,1.3333333333333333,1.0
9,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,2.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0
