,homeTeam,awayTeam,Home Team Rank,Away Team Rank,Home Team Scored Goals,Home Team Received Goals,Away Team Scored Goals,Away Team received Goals
0,Arsenal,Crystal Palace,3,13,2.0,0.0,1.6666666666666667,2.333333333333333
1,Leicester,Everton,10,9,,,1.3333333333333333,1.6666666666666667
2,Man United,Swansea,14,5,1.6666666666666667,0.6666666666666666,2.333333333333333,1.0
3,QPR,Hull,16,7,,,1.0,2.333333333333333
4,Stoke,Aston Villa,17,6,2.0,1.0,1.3333333333333333,2.6666666666666665
5,West Brom,Sunderland,12,11,0.6666666666666666,1.0,2.0,1.0
6,West Ham,Tottenham,18,8,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666
7,Liverpool,Southampton,4,15,1.6666666666666667,2.0,1.3333333333333333,0.3333333333333333
8,Newcastle,Man City,20,2,1.3333333333333333,1.6666666666666667,2.333333333333333,0.6666666666666666
9,Burnley,Chelsea,19,1,,,1.3333333333333333,0.3333333333333333
10,Aston Villa,Newcastle,6,20,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.6666666666666667
11,Chelsea,Leicester,2,16,1.3333333333333333,0.3333333333333333,,
12,Crystal Palace,West Ham,18,8,2.0,2.6666666666666665,1.6666666666666667,1.0
13,Everton,Arsenal,10,5,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666666
14,Southampton,West Brom,14,12,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0
15,Swansea,Burnley,4,19,1.3333333333333333,0.6666666666666666,,
16,Hull,Stoke,6,15,0.6666666666666666,2.0,2.333333333333333,1.0
17,Sunderland,Man United,11,13,1.0,1.3333333333333333,0.6666666666666666,1.0
18,Tottenham,QPR,1,20,2.333333333333333,0.6666666666666666,,
19,Man City,Liverpool,3,9,2.6666666666666665,1.0,2.0,2.333333333333333
20,Burnley,Man United,19,13,,,0.6666666666666666,1.0
21,Everton,Chelsea,17,1,2.333333333333333,2.6666666666666665,3.333333333333333,1.3333333333333333
22,Man City,Stoke,4,10,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666
23,Newcastle,Crystal Palace,16,19,1.3333333333333333,1.6666666666666667,2.0,2.6666666666666665
24,QPR,Sunderland,12,13,,,0.6666666666666666,1.6666666666666667
25,Swansea,West Brom,2,18,2.333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667
26,West Ham,Southampton,11,8,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666
27,Aston Villa,Hull,3,9,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667
28,Leicester,Arsenal,15,7,,,1.6666666666666667,1.0
29,Tottenham,Liverpool,6,5,2.333333333333333,1.0,2.0,1.3333333333333333
30,Arsenal,Man City,7,4,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666
31,Chelsea,Swansea,1,3,4.0,1.6666666666666667,2.0,1.3333333333333333
32,Crystal Palace,Burnley,17,18,1.3333333333333333,2.0,0.0,0.3333333333333333
33,Liverpool,Aston Villa,8,2,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333
34,Southampton,Newcastle,4,20,2.333333333333333,0.3333333333333333,1.0,2.333333333333333
35,Stoke,Leicester,14,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
36,Sunderland,Tottenham,15,6,1.0,1.3333333333333333,2.0,1.6666666666666667
37,West Brom,Everton,19,11,0.0,1.6666666666666667,2.333333333333333,2.6666666666666665
38,Man United,QPR,9,16,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.6666666666666665
39,Hull,West Ham,10,13,1.3333333333333333,1.6666666666666667,2.0,2.0
40,Aston Villa,Arsenal,2,7,1.0,0.3333333333333333,1.6666666666666667,1.6666666666666667
41,Burnley,Sunderland,19,17,0.0,0.0,0.6666666666666666,1.0
42,Newcastle,Hull,20,10,1.6666666666666667,3.0,1.6666666666666667,2.0
43,QPR,Stoke,18,13,1.0,2.0,1.0,1.0
44,Swansea,Southampton,5,2,1.6666666666666667,1.6666666666666667,2.6666666666666665,0.3333333333333333
45,West Ham,Liverpool,8,11,2.0,2.0,1.3333333333333333,1.3333333333333333
46,Everton,Crystal Palace,14,15,2.333333333333333,3.0,2.0,1.6666666666666667
47,Leicester,Man United,7,12,2.333333333333333,1.3333333333333333,2.333333333333333,1.6666666666666667
48,Man City,Chelsea,6,1,1.0,1.3333333333333333,3.6666666666666665,2.0
49,Tottenham,West Brom,9,16,0.6666666666666666,2.0,0.3333333333333333,1.6666666666666667
50,Arsenal,Tottenham,4,9,2.0,1.0,0.6666666666666666,2.0
51,Chelsea,Aston Villa,1,6,2.6666666666666665,1.0,0.3333333333333333,2.0
52,Crystal Palace,Leicester,9,12,1.6666666666666667,0.6666666666666666,2.0,1.6666666666666667
53,Hull,Man City,16,3,2.0,2.6666666666666665,2.333333333333333,1.6666666666666667
54,Liverpool,Everton,14,15,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333
55,Man United,West Ham,7,13,3.0,2.0,2.0,1.6666666666666667
56,Southampton,QPR,2,18,2.333333333333333,0.3333333333333333,1.0,2.6666666666666665
57,Sunderland,Swansea,17,5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667
58,West Brom,Burnley,10,20,1.6666666666666667,0.6666666666666666,0.0,1.3333333333333333
