,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Chelsea,Man City,Arsenal,Liverpool,Swansea,Aston Villa,Hull,Tottenham,Everton,Leicester,Sunderland,West Brom,Crystal Palace,Man United,Southampton,QPR,Stoke,West Ham,Burnley,Newcastle
1,Tottenham,Chelsea,Man City,Swansea,Arsenal,Hull,Aston Villa,West Ham,Liverpool,Everton,Sunderland,West Brom,Man United,Southampton,Stoke,Leicester,Newcastle,Crystal Palace,Burnley,QPR
2,Chelsea,Swansea,Aston Villa,Man City,Liverpool,Tottenham,Arsenal,Southampton,Hull,Stoke,West Ham,QPR,Sunderland,Man United,Leicester,Newcastle,Everton,West Brom,Crystal Palace,Burnley
3,Chelsea,Aston Villa,Swansea,Southampton,Man City,Tottenham,Arsenal,Liverpool,Man United,Hull,Everton,Leicester,West Ham,Stoke,Sunderland,QPR,Crystal Palace,Burnley,West Brom,Newcastle
4,Chelsea,Southampton,Aston Villa,Arsenal,Swansea,Man City,Leicester,West Ham,Tottenham,Hull,Liverpool,Man United,Stoke,Everton,Crystal Palace,West Brom,Sunderland,QPR,Burnley,Newcastle
5,Chelsea,Southampton,Man City,Arsenal,Swansea,Aston Villa,Man United,Tottenham,Crystal Palace,West Brom,Stoke,Leicester,West Ham,Liverpool,Everton,Hull,Sunderland,QPR,Newcastle,Burnley
6,Chelsea,Man City,Southampton,Man United,Swansea,Tottenham,West Ham,Arsenal,Liverpool,Aston Villa,Hull,Leicester,Sunderland,West Brom,Crystal Palace,Stoke,Everton,Newcastle,Burnley,QPR
7,Chelsea,Man City,Southampton,West Ham,Liverpool,Man United,Arsenal,Swansea,Tottenham,Stoke,Hull,Aston Villa,Everton,West Brom,Leicester,Crystal Palace,Sunderland,Newcastle,Burnley,QPR
8,Chelsea,Southampton,Man City,West Ham,Arsenal,Swansea,Liverpool,Man United,Everton,Hull,Tottenham,Stoke,West Brom,Newcastle,Aston Villa,Crystal Palace,Leicester,Sunderland,QPR,Burnley
9,Chelsea,Southampton,Man City,Arsenal,West Ham,Swansea,Liverpool,Tottenham,Everton,Man United,West Brom,Newcastle,Stoke,Hull,Sunderland,Aston Villa,Crystal Palace,Leicester,QPR,Burnley
10,Chelsea,Southampton,Man City,West Ham,Swansea,Arsenal,Man United,Newcastle,Stoke,Everton,Liverpool,Tottenham,West Brom,Sunderland,Hull,Aston Villa,Crystal Palace,Leicester,QPR,Burnley
11,Chelsea,Southampton,Man City,Man United,Newcastle,West Ham,Swansea,Arsenal,Everton,Tottenham,Stoke,Liverpool,West Brom,Sunderland,Crystal Palace,Aston Villa,Hull,Leicester,Burnley,QPR
12,Chelsea,Man City,Southampton,Man United,West Ham,Arsenal,Tottenham,Swansea,Newcastle,Everton,Liverpool,Stoke,Sunderland,Crystal Palace,West Brom,Aston Villa,Hull,QPR,Burnley,Leicester
13,Chelsea,Man City,Southampton,Man United,West Ham,Arsenal,Swansea,Liverpool,Newcastle,Tottenham,Everton,Aston Villa,Stoke,Sunderland,Crystal Palace,West Brom,Hull,Burnley,QPR,Leicester
14,Chelsea,Man City,Man United,West Ham,Southampton,Arsenal,Newcastle,Swansea,Liverpool,Tottenham,Aston Villa,Everton,Stoke,Sunderland,Crystal Palace,West Brom,QPR,Hull,Burnley,Leicester
15,Chelsea,Man City,Man United,West Ham,Southampton,Arsenal,Tottenham,Newcastle,Swansea,Everton,Liverpool,Stoke,Aston Villa,West Brom,Sunderland,Crystal Palace,Burnley,QPR,Hull,Leicester
