,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Fenerbahce,Genclerbirligi,Kayserispor,Manisaspor,Ankaraspor,Denizlispor,Galatasaray,Gaziantepspor,Konyaspor,Sakaryaspor,Antalyaspor,Bursaspor,Rizespor,Ankaragucu,Sivasspor,Besiktas,Trabzonspor,Erciyesspor
1,Fenerbahce,Galatasaray,Konyaspor,Manisaspor,Besiktas,Genclerbirligi,Kayserispor,Erciyesspor,Ankaraspor,Rizespor,Ankaragucu,Sakaryaspor,Antalyaspor,Gaziantepspor,Sivasspor,Bursaspor,Denizlispor,Trabzonspor
2,Fenerbahce,Besiktas,Kayserispor,Galatasaray,Sakaryaspor,Manisaspor,Konyaspor,Gaziantepspor,Genclerbirligi,Erciyesspor,Ankaraspor,Antalyaspor,Rizespor,Ankaragucu,Bursaspor,Trabzonspor,Sivasspor,Denizlispor
3,Fenerbahce,Besiktas,Kayserispor,Sakaryaspor,Manisaspor,Genclerbirligi,Galatasaray,Gaziantepspor,Bursaspor,Konyaspor,Trabzonspor,Sivasspor,Erciyesspor,Ankaraspor,Antalyaspor,Rizespor,Ankaragucu,Denizlispor
4,Fenerbahce,Manisaspor,Kayserispor,Besiktas,Bursaspor,Sakaryaspor,Konyaspor,Genclerbirligi,Galatasaray,Trabzonspor,Gaziantepspor,Ankaraspor,Sivasspor,Erciyesspor,Ankaragucu,Antalyaspor,Rizespor,Denizlispor
5,Manisaspor,Fenerbahce,Galatasaray,Kayserispor,Besiktas,Konyaspor,Sakaryaspor,Bursaspor,Trabzonspor,Genclerbirligi,Gaziantepspor,Ankaraspor,Antalyaspor,Rizespor,Sivasspor,Erciyesspor,Ankaragucu,Denizlispor
6,Manisaspor,Fenerbahce,Kayserispor,Besiktas,Trabzonspor,Galatasaray,Gaziantepspor,Konyaspor,Sakaryaspor,Ankaraspor,Bursaspor,Sivasspor,Genclerbirligi,Antalyaspor,Denizlispor,Rizespor,Erciyesspor,Ankaragucu
7,Manisaspor,Fenerbahce,Besiktas,Kayserispor,Trabzonspor,Galatasaray,Ankaraspor,Bursaspor,Genclerbirligi,Gaziantepspor,Konyaspor,Antalyaspor,Sakaryaspor,Rizespor,Sivasspor,Denizlispor,Erciyesspor,Ankaragucu
8,Manisaspor,Fenerbahce,Besiktas,Trabzonspor,Kayserispor,Gaziantepspor,Konyaspor,Galatasaray,Ankaraspor,Bursaspor,Genclerbirligi,Antalyaspor,Denizlispor,Sakaryaspor,Sivasspor,Rizespor,Ankaragucu,Erciyesspor
9,Manisaspor,Fenerbahce,Besiktas,Galatasaray,Trabzonspor,Gaziantepspor,Kayserispor,Genclerbirligi,Ankaraspor,Konyaspor,Bursaspor,Denizlispor,Sivasspor,Antalyaspor,Ankaragucu,Sakaryaspor,Rizespor,Erciyesspor
10,Fenerbahce,Manisaspor,Besiktas,Galatasaray,Gaziantepspor,Kayserispor,Trabzonspor,Ankaraspor,Konyaspor,Genclerbirligi,Denizlispor,Ankaragucu,Antalyaspor,Bursaspor,Sivasspor,Rizespor,Sakaryaspor,Erciyesspor
11,Fenerbahce,Manisaspor,Besiktas,Galatasaray,Kayserispor,Konyaspor,Gaziantepspor,Denizlispor,Ankaragucu,Ankaraspor,Bursaspor,Trabzonspor,Rizespor,Genclerbirligi,Antalyaspor,Sakaryaspor,Sivasspor,Erciyesspor
12,Fenerbahce,Manisaspor,Galatasaray,Besiktas,Kayserispor,Ankaragucu,Ankaraspor,Bursaspor,Konyaspor,Denizlispor,Gaziantepspor,Genclerbirligi,Trabzonspor,Sivasspor,Antalyaspor,Rizespor,Sakaryaspor,Erciyesspor
13,Fenerbahce,Galatasaray,Manisaspor,Besiktas,Ankaraspor,Bursaspor,Kayserispor,Genclerbirligi,Ankaragucu,Konyaspor,Sivasspor,Denizlispor,Gaziantepspor,Trabzonspor,Rizespor,Antalyaspor,Sakaryaspor,Erciyesspor
14,Fenerbahce,Galatasaray,Besiktas,Manisaspor,Kayserispor,Genclerbirligi,Ankaraspor,Ankaragucu,Bursaspor,Konyaspor,Denizlispor,Sivasspor,Gaziantepspor,Trabzonspor,Rizespor,Antalyaspor,Sakaryaspor,Erciyesspor
15,Fenerbahce,Galatasaray,Manisaspor,Besiktas,Kayserispor,Bursaspor,Genclerbirligi,Konyaspor,Ankaraspor,Ankaragucu,Sivasspor,Denizlispor,Antalyaspor,Gaziantepspor,Trabzonspor,Rizespor,Sakaryaspor,Erciyesspor
16,Fenerbahce,Galatasaray,Besiktas,Manisaspor,Genclerbirligi,Kayserispor,Bursaspor,Konyaspor,Ankaraspor,Ankaragucu,Sivasspor,Gaziantepspor,Trabzonspor,Denizlispor,Rizespor,Antalyaspor,Sakaryaspor,Erciyesspor
17,Fenerbahce,Galatasaray,Besiktas,Manisaspor,Kayserispor,Genclerbirligi,Bursaspor,Konyaspor,Sivasspor,Ankaragucu,Ankaraspor,Gaziantepspor,Rizespor,Trabzonspor,Denizlispor,Antalyaspor,Sakaryaspor,Erciyesspor
18,Fenerbahce,Galatasaray,Besiktas,Manisaspor,Konyaspor,Kayserispor,Sivasspor,Genclerbirligi,Ankaraspor,Bursaspor,Gaziantepspor,Ankaragucu,Trabzonspor,Rizespor,Antalyaspor,Denizlispor,Sakaryaspor,Erciyesspor
