,Fenerbahce scored,Fenerbahce received,Genclerbirligi scored,Genclerbirligi received,Kayserispor scored,Kayserispor received,Manisaspor scored,Manisaspor received,Ankaraspor scored,Ankaraspor received,Denizlispor scored,Denizlispor received,Galatasaray scored,Galatasaray received,Gaziantepspor scored,Gaziantepspor received,Konyaspor scored,Konyaspor received,Sakaryaspor scored,Sakaryaspor received,Antalyaspor scored,Antalyaspor received,Bursaspor scored,Bursaspor received,Rizespor scored,Rizespor received,Ankaragucu scored,Ankaragucu received,Sivasspor scored,Sivasspor received,Besiktas scored,Besiktas received,Trabzonspor scored,Trabzonspor received,Erciyesspor scored,Erciyesspor received
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.6666666666666667,1.0,0.6666666666666666,1.0,2.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,1.0,1.3333333333333333,2.3333333333333335
4,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.0,0.3333333333333333,2.6666666666666665,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.3333333333333333,1.0,2.0,1.6666666666666667,0.6666666666666666,1.0,2.0,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,3.6666666666666665
5,2.0,1.6666666666666667,0.6666666666666666,2.0,1.6666666666666667,0.6666666666666666,3.6666666666666665,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,2.0,2.6666666666666665,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,3.3333333333333335
6,2.0,1.0,0.0,2.3333333333333335,1.0,0.6666666666666666,4.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.0,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,2.0,2.3333333333333335,2.0,2.3333333333333335,1.0,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.0,2.6666666666666665
7,0.6666666666666666,0.6666666666666666,1.0,2.6666666666666665,1.0,1.0,2.6666666666666665,0.0,1.0,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,2.0,1.0,1.0,1.3333333333333333,1.6666666666666667,0.0,1.0,1.6666666666666667,1.0,1.3333333333333333,2.0,1.3333333333333333,1.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,2.0,1.3333333333333333,1.0,1.3333333333333333
8,1.0,1.0,1.0,1.3333333333333333,1.0,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.0,2.0
9,2.0,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,2.0,2.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.6666666666666667,2.0,1.0,2.0
