,Atalanta scored,Atalanta received,Juventus scored,Juventus received,Milan scored,Milan received,Napoli scored,Napoli received,Roma scored,Roma received,Sassuolo scored,Sassuolo received,Spal scored,Spal received,Udinese scored,Udinese received,Sampdoria scored,Sampdoria received,Fiorentina scored,Fiorentina received,Genoa scored,Genoa received,Lazio scored,Lazio received,Bologna scored,Bologna received,Inter scored,Inter received,Torino scored,Torino received,Cagliari scored,Cagliari received,Chievo scored,Chievo received,Empoli scored,Empoli received,Parma scored,Parma received,Frosinone scored,Frosinone received
0,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,3.3333333333333335,1.0,2.0,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,2.0,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,2.6666666666666665,1.0,2.0,1.6666666666666667,2.0,0.6666666666666666,2.0,2.6666666666666665,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,,,,,,
1,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.6666666666666667,2.3333333333333335,1.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.0,0.0,0.3333333333333333,2.0,2.3333333333333335,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.0,2.0,2.0,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,,,,,,
2,1.0,1.6666666666666667,2.0,0.6666666666666666,3.0,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,2.3333333333333335,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.6666666666666665,2.0,2.0,2.6666666666666665,1.0,1.6666666666666667,0.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,,,,,,
3,1.0,2.0,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.0,2.3333333333333335,2.6666666666666665,2.3333333333333335,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.3333333333333333,2.3333333333333335,0.6666666666666666,2.0,2.0,0.6666666666666666,0.6666666666666666,0.0,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.0,1.3333333333333333,1.0,1.0,2.6666666666666665,0.3333333333333333,1.0,0.6666666666666666,1.0,0.0,2.0
4,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,2.0,3.0,2.0,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,2.6666666666666665,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,3.0,2.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,2.6666666666666665
5,0.6666666666666666,1.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.3333333333333333,2.0,1.3333333333333333,2.0,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,1.0,1.0,0.0,3.6666666666666665
6,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.3333333333333333,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.0,2.0,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.0,0.0,1.3333333333333333,0.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,1.0,0.3333333333333333,2.6666666666666665
7,0.0,1.0,2.3333333333333335,0.3333333333333333,2.6666666666666665,1.0,2.0,1.0,3.0,0.3333333333333333,1.0,2.0,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,0.3333333333333333,1.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,3.0
8,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,1.0,2.0,1.0,1.6666666666666667,1.0,0.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.0,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.0,1.3333333333333333,1.0,1.0,0.6666666666666666,3.0,1.0,2.0,1.3333333333333333,1.0,2.0,2.6666666666666665
9,2.6666666666666665,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,2.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,1.0,0.6666666666666666,1.0,1.3333333333333333,2.0,1.0,1.0,1.3333333333333333,2.0,2.0,0.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,3.3333333333333335,1.3333333333333333,2.3333333333333335,1.0,2.0,2.6666666666666665,2.0
