,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Atalanta,Empoli,Juventus,Milan,Napoli,Roma,Sassuolo,Spal,Udinese,Sampdoria,Parma,Fiorentina,Genoa,Lazio,Bologna,Inter,Torino,Frosinone,Cagliari,Chievo
1,Juventus,Napoli,Spal,Atalanta,Roma,Sassuolo,Udinese,Fiorentina,Empoli,Milan,Genoa,Inter,Torino,Sampdoria,Bologna,Frosinone,Parma,Cagliari,Lazio,Chievo
2,Juventus,Sassuolo,Fiorentina,Milan,Spal,Napoli,Atalanta,Inter,Sampdoria,Empoli,Roma,Torino,Udinese,Cagliari,Genoa,Lazio,Bologna,Frosinone,Parma,Chievo
3,Juventus,Spal,Napoli,Sampdoria,Sassuolo,Milan,Fiorentina,Genoa,Lazio,Roma,Torino,Udinese,Cagliari,Atalanta,Inter,Empoli,Parma,Bologna,Frosinone,Chievo
4,Juventus,Napoli,Sassuolo,Fiorentina,Lazio,Spal,Udinese,Milan,Sampdoria,Inter,Parma,Genoa,Atalanta,Roma,Torino,Cagliari,Empoli,Bologna,Frosinone,Chievo
5,Juventus,Napoli,Sassuolo,Lazio,Inter,Fiorentina,Milan,Genoa,Spal,Sampdoria,Roma,Udinese,Parma,Atalanta,Torino,Cagliari,Empoli,Bologna,Frosinone,Chievo
6,Juventus,Napoli,Inter,Sassuolo,Fiorentina,Milan,Lazio,Genoa,Sampdoria,Roma,Parma,Torino,Spal,Udinese,Bologna,Atalanta,Cagliari,Empoli,Frosinone,Chievo
7,Juventus,Napoli,Inter,Milan,Lazio,Sampdoria,Roma,Sassuolo,Parma,Fiorentina,Torino,Genoa,Spal,Cagliari,Udinese,Bologna,Atalanta,Empoli,Frosinone,Chievo
8,Juventus,Napoli,Inter,Lazio,Sampdoria,Milan,Roma,Sassuolo,Fiorentina,Torino,Genoa,Parma,Spal,Cagliari,Atalanta,Udinese,Bologna,Empoli,Frosinone,Chievo
9,Juventus,Inter,Napoli,Milan,Lazio,Sampdoria,Roma,Sassuolo,Fiorentina,Torino,Genoa,Parma,Cagliari,Atalanta,Spal,Udinese,Bologna,Empoli,Frosinone,Chievo
10,Juventus,Inter,Napoli,Milan,Lazio,Sassuolo,Torino,Roma,Fiorentina,Atalanta,Sampdoria,Genoa,Parma,Cagliari,Spal,Udinese,Bologna,Empoli,Frosinone,Chievo
11,Juventus,Napoli,Inter,Lazio,Milan,Roma,Sassuolo,Atalanta,Torino,Parma,Fiorentina,Sampdoria,Genoa,Cagliari,Spal,Bologna,Udinese,Empoli,Frosinone,Chievo
12,Juventus,Napoli,Inter,Lazio,Milan,Parma,Roma,Sassuolo,Atalanta,Torino,Fiorentina,Sampdoria,Genoa,Cagliari,Spal,Udinese,Empoli,Bologna,Frosinone,Chievo
13,Juventus,Napoli,Inter,Milan,Lazio,Torino,Roma,Sassuolo,Parma,Sampdoria,Atalanta,Fiorentina,Cagliari,Genoa,Spal,Udinese,Empoli,Bologna,Frosinone,Chievo
14,Juventus,Napoli,Inter,Milan,Lazio,Torino,Atalanta,Roma,Sassuolo,Parma,Sampdoria,Fiorentina,Cagliari,Empoli,Genoa,Spal,Udinese,Bologna,Frosinone,Chievo
15,Juventus,Napoli,Inter,Milan,Lazio,Atalanta,Roma,Sassuolo,Sampdoria,Torino,Fiorentina,Parma,Cagliari,Empoli,Spal,Genoa,Udinese,Bologna,Frosinone,Chievo
16,Juventus,Napoli,Inter,Lazio,Milan,Sampdoria,Sassuolo,Fiorentina,Atalanta,Roma,Torino,Parma,Genoa,Cagliari,Empoli,Spal,Udinese,Bologna,Frosinone,Chievo
17,Juventus,Napoli,Inter,Lazio,Sampdoria,Milan,Roma,Torino,Atalanta,Sassuolo,Parma,Fiorentina,Cagliari,Genoa,Spal,Empoli,Udinese,Bologna,Frosinone,Chievo
18,Juventus,Napoli,Inter,Lazio,Milan,Roma,Sampdoria,Atalanta,Torino,Fiorentina,Sassuolo,Parma,Genoa,Cagliari,Udinese,Spal,Empoli,Bologna,Frosinone,Chievo
19,Juventus,Napoli,Inter,Milan,Roma,Lazio,Atalanta,Sampdoria,Parma,Torino,Fiorentina,Sassuolo,Cagliari,Genoa,Udinese,Spal,Empoli,Bologna,Frosinone,Chievo
20,Juventus,Napoli,Inter,Milan,Roma,Sampdoria,Atalanta,Lazio,Torino,Fiorentina,Sassuolo,Parma,Genoa,Spal,Cagliari,Udinese,Empoli,Bologna,Frosinone,Chievo
21,Juventus,Napoli,Inter,Milan,Atalanta,Roma,Lazio,Sampdoria,Torino,Fiorentina,Sassuolo,Parma,Genoa,Spal,Cagliari,Udinese,Empoli,Bologna,Frosinone,Chievo
22,Juventus,Napoli,Inter,Milan,Atalanta,Roma,Lazio,Torino,Sampdoria,Fiorentina,Sassuolo,Parma,Genoa,Spal,Cagliari,Udinese,Bologna,Empoli,Frosinone,Chievo
23,Juventus,Napoli,Inter,Milan,Roma,Atalanta,Lazio,Torino,Fiorentina,Sampdoria,Sassuolo,Parma,Genoa,Cagliari,Udinese,Spal,Empoli,Bologna,Frosinone,Chievo
24,Juventus,Napoli,Inter,Milan,Roma,Lazio,Atalanta,Torino,Sampdoria,Fiorentina,Sassuolo,Genoa,Parma,Cagliari,Spal,Udinese,Empoli,Bologna,Frosinone,Chievo
25,Juventus,Napoli,Milan,Inter,Roma,Lazio,Atalanta,Torino,Sampdoria,Fiorentina,Sassuolo,Genoa,Parma,Cagliari,Udinese,Spal,Empoli,Bologna,Frosinone,Chievo
26,Juventus,Napoli,Milan,Inter,Roma,Lazio,Atalanta,Torino,Sampdoria,Fiorentina,Parma,Sassuolo,Genoa,Cagliari,Udinese,Spal,Empoli,Bologna,Frosinone,Chievo
27,Juventus,Napoli,Inter,Milan,Lazio,Roma,Atalanta,Torino,Sampdoria,Fiorentina,Genoa,Parma,Sassuolo,Cagliari,Spal,Empoli,Udinese,Bologna,Frosinone,Chievo
28,Juventus,Napoli,Inter,Milan,Lazio,Atalanta,Roma,Sampdoria,Torino,Fiorentina,Genoa,Parma,Cagliari,Sassuolo,Spal,Udinese,Bologna,Empoli,Frosinone,Chievo
29,Juventus,Napoli,Inter,Milan,Atalanta,Lazio,Torino,Roma,Sampdoria,Fiorentina,Sassuolo,Genoa,Parma,Cagliari,Spal,Udinese,Empoli,Bologna,Frosinone,Chievo
