,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Groningen,Ajax,Heerenveen,Vitesse,PSV Eindhoven,Zwolle,Utrecht,Go Ahead Eagles,Twente,NAC Breda,Waalwijk,Cambuur,Den Haag,Feyenoord,AZ Alkmaar,Heracles,Nijmegen,Roda
1,PSV Eindhoven,Groningen,Heerenveen,Zwolle,Twente,Waalwijk,Go Ahead Eagles,Ajax,Vitesse,AZ Alkmaar,Roda,Utrecht,NAC Breda,Cambuur,Den Haag,Feyenoord,Heracles,Nijmegen
2,PSV Eindhoven,Zwolle,Twente,Ajax,Heerenveen,Groningen,AZ Alkmaar,Waalwijk,Cambuur,Vitesse,Roda,Go Ahead Eagles,Den Haag,Heracles,NAC Breda,Utrecht,Feyenoord,Nijmegen
3,Zwolle,PSV Eindhoven,Twente,Ajax,Roda,Heerenveen,Groningen,Vitesse,AZ Alkmaar,Waalwijk,Go Ahead Eagles,Cambuur,Heracles,Utrecht,Feyenoord,Den Haag,NAC Breda,Nijmegen
4,Zwolle,PSV Eindhoven,Twente,Ajax,Heerenveen,Groningen,Go Ahead Eagles,Vitesse,Heracles,Roda,AZ Alkmaar,Feyenoord,Cambuur,Waalwijk,Utrecht,Den Haag,NAC Breda,Nijmegen
5,Zwolle,PSV Eindhoven,Heerenveen,Ajax,AZ Alkmaar,Twente,Cambuur,Groningen,Vitesse,Go Ahead Eagles,Utrecht,Feyenoord,Heracles,Roda,Den Haag,NAC Breda,Waalwijk,Nijmegen
6,PSV Eindhoven,Zwolle,Twente,Heerenveen,Groningen,Vitesse,Ajax,Feyenoord,AZ Alkmaar,Cambuur,Go Ahead Eagles,NAC Breda,Roda,Utrecht,Den Haag,Heracles,Waalwijk,Nijmegen
7,Twente,PSV Eindhoven,Heerenveen,Ajax,Zwolle,Vitesse,Feyenoord,AZ Alkmaar,Groningen,Heracles,NAC Breda,Cambuur,Roda,Utrecht,Go Ahead Eagles,Den Haag,Waalwijk,Nijmegen
8,Twente,PSV Eindhoven,Ajax,Heerenveen,Feyenoord,Zwolle,Vitesse,Groningen,AZ Alkmaar,NAC Breda,Go Ahead Eagles,Heracles,Roda,Cambuur,Utrecht,Den Haag,Waalwijk,Nijmegen
9,Twente,PSV Eindhoven,Zwolle,Ajax,Feyenoord,Vitesse,Groningen,Heerenveen,AZ Alkmaar,Roda,Go Ahead Eagles,NAC Breda,Utrecht,Heracles,Cambuur,Den Haag,Waalwijk,Nijmegen
10,Twente,Ajax,AZ Alkmaar,PSV Eindhoven,Zwolle,Vitesse,Groningen,Feyenoord,Heerenveen,Roda,NAC Breda,Heracles,Go Ahead Eagles,Cambuur,Utrecht,Den Haag,Nijmegen,Waalwijk
11,AZ Alkmaar,Vitesse,Twente,Feyenoord,PSV Eindhoven,Ajax,Zwolle,Groningen,Roda,Heerenveen,NAC Breda,Heracles,Utrecht,Go Ahead Eagles,Cambuur,Den Haag,Waalwijk,Nijmegen
12,Vitesse,AZ Alkmaar,Ajax,Groningen,Twente,Feyenoord,Zwolle,PSV Eindhoven,Heerenveen,NAC Breda,Roda,Go Ahead Eagles,Heracles,Utrecht,Den Haag,Cambuur,Waalwijk,Nijmegen
13,Vitesse,Ajax,Twente,AZ Alkmaar,Groningen,Zwolle,Feyenoord,PSV Eindhoven,Heerenveen,NAC Breda,Roda,Utrecht,Go Ahead Eagles,Cambuur,Heracles,Den Haag,Waalwijk,Nijmegen
14,Vitesse,Ajax,Twente,Feyenoord,Groningen,AZ Alkmaar,Heerenveen,Zwolle,Utrecht,PSV Eindhoven,NAC Breda,Roda,Go Ahead Eagles,Cambuur,Heracles,Den Haag,Waalwijk,Nijmegen
15,Vitesse,Ajax,Twente,Feyenoord,Groningen,AZ Alkmaar,Utrecht,Heerenveen,Zwolle,PSV Eindhoven,Go Ahead Eagles,NAC Breda,Heracles,Roda,Den Haag,Cambuur,Waalwijk,Nijmegen
16,Vitesse,Ajax,Twente,Feyenoord,Heerenveen,Groningen,AZ Alkmaar,Utrecht,PSV Eindhoven,Zwolle,Heracles,Go Ahead Eagles,NAC Breda,Roda,Waalwijk,Den Haag,Cambuur,Nijmegen
17,Ajax,Vitesse,Twente,Feyenoord,Heerenveen,Groningen,PSV Eindhoven,AZ Alkmaar,Utrecht,Go Ahead Eagles,Zwolle,NAC Breda,Heracles,Waalwijk,Roda,Den Haag,Cambuur,Nijmegen
18,Ajax,Vitesse,Twente,Feyenoord,Heerenveen,Groningen,AZ Alkmaar,PSV Eindhoven,Utrecht,Go Ahead Eagles,Zwolle,NAC Breda,Heracles,Cambuur,Waalwijk,Roda,Nijmegen,Den Haag
19,Ajax,Vitesse,Twente,Feyenoord,Heerenveen,PSV Eindhoven,Groningen,AZ Alkmaar,Zwolle,Heracles,Utrecht,Go Ahead Eagles,Cambuur,NAC Breda,Roda,Den Haag,Waalwijk,Nijmegen
