,homeTeam,awayTeam,Home Team Rank,Away Team Rank,Home Team Scored Goals,Home Team Received Goals,Away Team Scored Goals,Away Team received Goals
0,Ajax,Roda,2,18,3.0,0.0,2.333333333333333,2.0
1,Den Haag,PSV Eindhoven,13,5,1.6666666666666667,1.6666666666666667,3.333333333333333,2.333333333333333
2,Heerenveen,AZ Alkmaar,3,15,0.6666666666666666,3.0,2.6666666666666665,0.6666666666666666
3,Nijmegen,Groningen,17,1,1.6666666666666667,3.6666666666666665,0.6666666666666666,2.333333333333333
4,Twente,Waalwijk,9,11,3.0,1.3333333333333333,2.0,2.0
5,Cambuur,NAC Breda,12,10,,,1.6666666666666667,2.0
6,Utrecht,Go Ahead Eagles,7,8,3.0,1.0,,
7,Vitesse,Heracles,4,16,1.6666666666666667,1.6666666666666667,0.3333333333333333,3.333333333333333
8,Zwolle,Feyenoord,6,14,1.6666666666666667,2.6666666666666665,2.333333333333333,0.6666666666666666
9,Roda,Cambuur,18,12,2.333333333333333,2.0,,
10,Go Ahead Eagles,Den Haag,7,15,,,1.6666666666666667,2.0
11,Heracles,Zwolle,17,4,0.6666666666666666,2.333333333333333,2.333333333333333,2.333333333333333
12,NAC Breda,Heerenveen,13,3,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667
13,PSV Eindhoven,Nijmegen,1,18,3.333333333333333,1.6666666666666667,1.0,3.6666666666666665
14,AZ Alkmaar,Ajax,10,8,2.333333333333333,1.3333333333333333,3.0,1.0
15,Feyenoord,Twente,16,5,0.6666666666666666,2.0,2.6666666666666665,1.0
16,Groningen,Utrecht,2,12,0.6666666666666666,0.6666666666666666,2.333333333333333,1.3333333333333333
17,Waalwijk,Vitesse,6,9,3.0,1.6666666666666667,1.3333333333333333,2.6666666666666665
18,Cambuur,Groningen,14,2,,,0.6666666666666666,0.6666666666666666
19,Nijmegen,Zwolle,18,2,0.6666666666666666,4.0,4.0,1.3333333333333333
20,PSV Eindhoven,Go Ahead Eagles,1,12,3.0,1.0,,
21,Roda,Vitesse,11,10,1.3333333333333333,0.3333333333333333,1.0,2.0
