,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Antwerp,Club Brugge,Mechelen,Standard,Genk,Oostende,Mouscron,Gent,Charleroi,Kortrijk,Anderlecht,St Truiden,Waasland-Beveren,Cercle Brugge,Waregem,Eupen
1,Club Brugge,Antwerp,Standard,Mechelen,Oostende,Gent,Mouscron,Genk,Charleroi,Kortrijk,Anderlecht,Cercle Brugge,Waasland-Beveren,Waregem,St Truiden,Eupen
2,Club Brugge,Mechelen,Mouscron,Antwerp,Standard,Oostende,Charleroi,Gent,Kortrijk,Genk,Waregem,St Truiden,Anderlecht,Waasland-Beveren,Eupen,Cercle Brugge
3,Club Brugge,Mechelen,Standard,Antwerp,Gent,Kortrijk,Mouscron,Genk,Oostende,Waregem,Charleroi,St Truiden,Anderlecht,Eupen,Waasland-Beveren,Cercle Brugge
4,Standard,Antwerp,Club Brugge,Mechelen,Mouscron,Genk,Oostende,Gent,Kortrijk,Waregem,Charleroi,St Truiden,Cercle Brugge,Anderlecht,Eupen,Waasland-Beveren
5,Club Brugge,Standard,Antwerp,Mechelen,Mouscron,Gent,Genk,Oostende,Waregem,Charleroi,Kortrijk,St Truiden,Anderlecht,Cercle Brugge,Eupen,Waasland-Beveren
6,Club Brugge,Standard,Antwerp,Mouscron,Gent,Charleroi,Mechelen,Waregem,Genk,Oostende,Kortrijk,St Truiden,Anderlecht,Cercle Brugge,Eupen,Waasland-Beveren
7,Standard,Club Brugge,Antwerp,Mouscron,Gent,Mechelen,Genk,Charleroi,Waregem,St Truiden,Oostende,Kortrijk,Anderlecht,Cercle Brugge,Waasland-Beveren,Eupen
8,Club Brugge,Standard,Antwerp,Gent,Mouscron,Genk,Mechelen,Charleroi,Waregem,St Truiden,Oostende,Kortrijk,Anderlecht,Eupen,Waasland-Beveren,Cercle Brugge
9,Club Brugge,Standard,Antwerp,Gent,Genk,Mechelen,Waregem,Mouscron,Charleroi,St Truiden,Kortrijk,Oostende,Anderlecht,Waasland-Beveren,Eupen,Cercle Brugge
10,Club Brugge,Standard,Gent,Antwerp,Mechelen,Genk,Waregem,Charleroi,Mouscron,Kortrijk,Anderlecht,St Truiden,Oostende,Eupen,Waasland-Beveren,Cercle Brugge
11,Club Brugge,Standard,Antwerp,Mechelen,Gent,Genk,Waregem,Charleroi,Mouscron,Kortrijk,Anderlecht,St Truiden,Oostende,Eupen,Waasland-Beveren,Cercle Brugge
12,Club Brugge,Standard,Antwerp,Mechelen,Gent,Charleroi,Genk,Waregem,Mouscron,St Truiden,Kortrijk,Anderlecht,Eupen,Oostende,Waasland-Beveren,Cercle Brugge
13,Club Brugge,Standard,Gent,Antwerp,Mechelen,Charleroi,Waregem,Genk,Mouscron,St Truiden,Anderlecht,Eupen,Kortrijk,Oostende,Waasland-Beveren,Cercle Brugge
14,Club Brugge,Gent,Standard,Antwerp,Mechelen,Charleroi,Waregem,Mouscron,Genk,Anderlecht,St Truiden,Eupen,Kortrijk,Oostende,Waasland-Beveren,Cercle Brugge
15,Club Brugge,Standard,Gent,Charleroi,Antwerp,Mechelen,Waregem,Mouscron,Genk,Anderlecht,St Truiden,Eupen,Kortrijk,Oostende,Waasland-Beveren,Cercle Brugge
16,Club Brugge,Standard,Gent,Charleroi,Antwerp,Waregem,Mechelen,Mouscron,Genk,St Truiden,Anderlecht,Eupen,Kortrijk,Oostende,Waasland-Beveren,Cercle Brugge
17,Club Brugge,Gent,Standard,Antwerp,Charleroi,Waregem,Mechelen,Genk,Mouscron,Anderlecht,St Truiden,Eupen,Kortrijk,Oostende,Waasland-Beveren,Cercle Brugge
18,Club Brugge,Antwerp,Charleroi,Gent,Standard,Waregem,Genk,Mechelen,Mouscron,Anderlecht,St Truiden,Eupen,Oostende,Kortrijk,Waasland-Beveren,Cercle Brugge
19,Club Brugge,Antwerp,Charleroi,Gent,Standard,Waregem,Mechelen,Genk,Mouscron,Anderlecht,St Truiden,Kortrijk,Eupen,Oostende,Waasland-Beveren,Cercle Brugge
20,Club Brugge,Charleroi,Gent,Antwerp,Standard,Mechelen,Waregem,Genk,Anderlecht,Mouscron,St Truiden,Kortrijk,Eupen,Oostende,Waasland-Beveren,Cercle Brugge
21,Club Brugge,Gent,Antwerp,Charleroi,Standard,Genk,Mechelen,Waregem,Anderlecht,Mouscron,St Truiden,Kortrijk,Eupen,Waasland-Beveren,Oostende,Cercle Brugge
22,Club Brugge,Gent,Antwerp,Charleroi,Standard,Genk,Mechelen,Waregem,Anderlecht,St Truiden,Mouscron,Kortrijk,Eupen,Waasland-Beveren,Oostende,Cercle Brugge
23,Club Brugge,Gent,Antwerp,Charleroi,Standard,Genk,Waregem,Mechelen,Anderlecht,St Truiden,Mouscron,Kortrijk,Eupen,Oostende,Waasland-Beveren,Cercle Brugge
24,Club Brugge,Gent,Charleroi,Antwerp,Standard,Genk,Anderlecht,Waregem,Mechelen,St Truiden,Mouscron,Kortrijk,Eupen,Oostende,Waasland-Beveren,Cercle Brugge
25,Club Brugge,Gent,Charleroi,Antwerp,Standard,Genk,Mechelen,Anderlecht,Waregem,Mouscron,Kortrijk,St Truiden,Eupen,Oostende,Waasland-Beveren,Cercle Brugge
26,Club Brugge,Gent,Charleroi,Standard,Antwerp,Genk,Mechelen,Anderlecht,Waregem,Mouscron,Kortrijk,St Truiden,Eupen,Oostende,Cercle Brugge,Waasland-Beveren
27,Club Brugge,Gent,Charleroi,Antwerp,Standard,Mechelen,Genk,Anderlecht,Waregem,Kortrijk,Mouscron,St Truiden,Eupen,Cercle Brugge,Oostende,Waasland-Beveren
28,Club Brugge,Gent,Charleroi,Antwerp,Standard,Mechelen,Genk,Anderlecht,Mouscron,Waregem,Kortrijk,St Truiden,Eupen,Cercle Brugge,Oostende,Waasland-Beveren
29,Club Brugge,Gent,Charleroi,Antwerp,Standard,Mechelen,Genk,Anderlecht,Mouscron,Waregem,Kortrijk,St Truiden,Eupen,Cercle Brugge,Oostende,Waasland-Beveren
