,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Twente,Nijmegen,Waalwijk,Feyenoord,Den Haag,Ajax,AZ Alkmaar,Vitesse,Heracles,NAC Breda,Zwolle,Roda,VVV Venlo,Willem II,PSV Eindhoven,Utrecht,Heerenveen,Groningen
1,Twente,Ajax,AZ Alkmaar,Waalwijk,Vitesse,Feyenoord,PSV Eindhoven,Utrecht,Nijmegen,Den Haag,Willem II,NAC Breda,Zwolle,Heracles,VVV Venlo,Heerenveen,Groningen,Roda
2,Twente,Ajax,Vitesse,Waalwijk,Feyenoord,PSV Eindhoven,Den Haag,AZ Alkmaar,Utrecht,Nijmegen,Zwolle,Willem II,Heerenveen,Heracles,VVV Venlo,Groningen,NAC Breda,Roda
3,Twente,Vitesse,PSV Eindhoven,Ajax,Waalwijk,Feyenoord,Nijmegen,Den Haag,Utrecht,AZ Alkmaar,Roda,Groningen,Heerenveen,Heracles,Zwolle,Willem II,NAC Breda,VVV Venlo
4,Twente,Vitesse,Ajax,Feyenoord,PSV Eindhoven,Den Haag,AZ Alkmaar,Utrecht,Waalwijk,Nijmegen,Heracles,Groningen,Roda,Heerenveen,VVV Venlo,NAC Breda,Zwolle,Willem II
5,Twente,Vitesse,Ajax,PSV Eindhoven,Utrecht,Feyenoord,Den Haag,Waalwijk,AZ Alkmaar,Nijmegen,Groningen,Heracles,NAC Breda,Roda,VVV Venlo,Heerenveen,Willem II,Zwolle
6,Twente,Vitesse,PSV Eindhoven,Ajax,Feyenoord,Utrecht,Den Haag,Waalwijk,Groningen,AZ Alkmaar,Nijmegen,Heracles,Heerenveen,Zwolle,NAC Breda,Roda,Willem II,VVV Venlo
7,Twente,PSV Eindhoven,Vitesse,Ajax,Feyenoord,Utrecht,Den Haag,Groningen,Heracles,Waalwijk,AZ Alkmaar,Nijmegen,Heerenveen,Roda,Willem II,Zwolle,NAC Breda,VVV Venlo
8,Twente,PSV Eindhoven,Vitesse,Ajax,Feyenoord,Utrecht,Nijmegen,Den Haag,Heracles,Groningen,Heerenveen,Waalwijk,AZ Alkmaar,Roda,Zwolle,Willem II,NAC Breda,VVV Venlo
9,Twente,PSV Eindhoven,Vitesse,Ajax,Feyenoord,Utrecht,Heracles,Den Haag,Nijmegen,AZ Alkmaar,Groningen,Heerenveen,Waalwijk,Roda,Zwolle,NAC Breda,Willem II,VVV Venlo
10,Twente,PSV Eindhoven,Vitesse,Utrecht,Ajax,Feyenoord,Nijmegen,Den Haag,Heracles,Heerenveen,AZ Alkmaar,Groningen,NAC Breda,Waalwijk,Roda,Zwolle,Willem II,VVV Venlo
11,PSV Eindhoven,Twente,Vitesse,Ajax,Feyenoord,Utrecht,Nijmegen,Den Haag,Heracles,Groningen,Waalwijk,AZ Alkmaar,Heerenveen,NAC Breda,Roda,VVV Venlo,Zwolle,Willem II
