,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Sampdoria,Chievo,Fiorentina,Lazio,Sassuolo,Torino,Inter,Palermo,Udinese,Roma,Verona,Bologna,Frosinone,Napoli,Atalanta,Juventus,Milan,Carpi,Empoli,Genoa
1,Chievo,Torino,Inter,Sassuolo,Palermo,Sampdoria,Roma,Atalanta,Fiorentina,Milan,Lazio,Genoa,Udinese,Napoli,Verona,Bologna,Juventus,Frosinone,Carpi,Empoli
2,Inter,Chievo,Sampdoria,Torino,Roma,Sassuolo,Palermo,Fiorentina,Lazio,Atalanta,Milan,Genoa,Udinese,Napoli,Verona,Juventus,Carpi,Empoli,Bologna,Frosinone
3,Inter,Torino,Fiorentina,Roma,Sassuolo,Chievo,Sampdoria,Palermo,Milan,Lazio,Napoli,Atalanta,Juventus,Empoli,Verona,Bologna,Genoa,Udinese,Carpi,Frosinone
4,Inter,Fiorentina,Sassuolo,Chievo,Sampdoria,Torino,Milan,Lazio,Roma,Atalanta,Palermo,Napoli,Juventus,Empoli,Verona,Bologna,Genoa,Udinese,Carpi,Frosinone
5,Fiorentina,Inter,Torino,Sassuolo,Lazio,Roma,Chievo,Atalanta,Sampdoria,Napoli,Milan,Palermo,Genoa,Udinese,Juventus,Frosinone,Empoli,Verona,Bologna,Carpi
6,Fiorentina,Inter,Lazio,Roma,Torino,Napoli,Chievo,Sassuolo,Sampdoria,Atalanta,Milan,Juventus,Empoli,Genoa,Palermo,Udinese,Carpi,Verona,Frosinone,Bologna
7,Fiorentina,Roma,Inter,Napoli,Sassuolo,Lazio,Torino,Atalanta,Chievo,Sampdoria,Milan,Genoa,Palermo,Juventus,Udinese,Frosinone,Empoli,Verona,Carpi,Bologna
8,Roma,Napoli,Fiorentina,Inter,Lazio,Sassuolo,Sampdoria,Torino,Atalanta,Milan,Chievo,Juventus,Palermo,Udinese,Empoli,Genoa,Frosinone,Bologna,Verona,Carpi
9,Roma,Napoli,Fiorentina,Inter,Sassuolo,Lazio,Atalanta,Milan,Sampdoria,Torino,Chievo,Juventus,Empoli,Genoa,Palermo,Udinese,Frosinone,Bologna,Verona,Carpi
10,Fiorentina,Inter,Roma,Napoli,Sassuolo,Milan,Lazio,Atalanta,Sampdoria,Juventus,Torino,Empoli,Chievo,Genoa,Udinese,Palermo,Frosinone,Bologna,Verona,Carpi
11,Fiorentina,Inter,Roma,Napoli,Sassuolo,Milan,Juventus,Atalanta,Lazio,Sampdoria,Torino,Empoli,Palermo,Chievo,Genoa,Bologna,Udinese,Frosinone,Verona,Carpi
12,Inter,Napoli,Fiorentina,Roma,Sassuolo,Juventus,Milan,Lazio,Torino,Atalanta,Chievo,Sampdoria,Genoa,Empoli,Palermo,Udinese,Bologna,Frosinone,Verona,Carpi
13,Napoli,Inter,Fiorentina,Roma,Juventus,Sassuolo,Milan,Torino,Atalanta,Lazio,Empoli,Udinese,Chievo,Sampdoria,Genoa,Palermo,Frosinone,Bologna,Carpi,Verona
14,Inter,Fiorentina,Napoli,Roma,Juventus,Sassuolo,Atalanta,Milan,Torino,Empoli,Chievo,Lazio,Udinese,Sampdoria,Bologna,Genoa,Palermo,Frosinone,Carpi,Verona
15,Inter,Fiorentina,Napoli,Juventus,Roma,Sassuolo,Milan,Atalanta,Empoli,Torino,Chievo,Lazio,Bologna,Palermo,Udinese,Sampdoria,Genoa,Frosinone,Carpi,Verona
16,Inter,Fiorentina,Napoli,Juventus,Roma,Sassuolo,Milan,Empoli,Atalanta,Torino,Lazio,Chievo,Udinese,Sampdoria,Bologna,Palermo,Genoa,Frosinone,Carpi,Verona
17,Inter,Fiorentina,Napoli,Juventus,Roma,Sassuolo,Milan,Empoli,Atalanta,Lazio,Udinese,Chievo,Torino,Sampdoria,Bologna,Palermo,Genoa,Frosinone,Carpi,Verona
18,Napoli,Juventus,Inter,Fiorentina,Roma,Sassuolo,Empoli,Milan,Lazio,Chievo,Atalanta,Udinese,Torino,Sampdoria,Bologna,Palermo,Genoa,Frosinone,Carpi,Verona
19,Napoli,Juventus,Inter,Fiorentina,Roma,Milan,Sassuolo,Empoli,Lazio,Chievo,Torino,Atalanta,Udinese,Sampdoria,Bologna,Genoa,Palermo,Carpi,Frosinone,Verona
20,Napoli,Juventus,Fiorentina,Inter,Roma,Milan,Sassuolo,Empoli,Lazio,Chievo,Torino,Bologna,Atalanta,Palermo,Udinese,Sampdoria,Genoa,Carpi,Frosinone,Verona
21,Napoli,Juventus,Fiorentina,Inter,Roma,Milan,Sassuolo,Lazio,Empoli,Bologna,Torino,Chievo,Atalanta,Palermo,Udinese,Genoa,Sampdoria,Carpi,Frosinone,Verona
22,Napoli,Juventus,Fiorentina,Inter,Roma,Milan,Sassuolo,Empoli,Lazio,Bologna,Torino,Chievo,Atalanta,Udinese,Palermo,Sampdoria,Genoa,Carpi,Frosinone,Verona
23,Napoli,Juventus,Fiorentina,Inter,Roma,Milan,Sassuolo,Empoli,Lazio,Chievo,Bologna,Torino,Atalanta,Udinese,Palermo,Genoa,Sampdoria,Carpi,Frosinone,Verona
24,Juventus,Napoli,Fiorentina,Roma,Inter,Milan,Lazio,Sassuolo,Empoli,Bologna,Torino,Chievo,Atalanta,Udinese,Palermo,Sampdoria,Genoa,Frosinone,Carpi,Verona
