,Falkirk scored,Falkirk received,Rangers scored,Rangers received,Dundee United scored,Dundee United received,Hibernian scored,Hibernian received,Motherwell scored,Motherwell received,Celtic scored,Celtic received,Kilmarnock scored,Kilmarnock received,Aberdeen scored,Aberdeen received,Hearts scored,Hearts received,St Mirren scored,St Mirren received,Inverness C scored,Inverness C received,Gretna scored,Gretna received
0,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,3.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,,
1,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,2.0,1.0,0.3333333333333333,0.0,1.6666666666666667,1.0,1.3333333333333333,,
2,1.3333333333333333,4.0,3.3333333333333335,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,,
3,1.0,4.0,3.6666666666666665,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333,4.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,2.3333333333333335,1.0,1.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,2.3333333333333335
4,0.6666666666666666,3.3333333333333335,4.333333333333333,1.0,1.6666666666666667,0.0,1.3333333333333333,1.0,1.0,1.6666666666666667,4.333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,2.0,1.0,2.0,1.3333333333333333,2.0,0.3333333333333333,2.0,0.6666666666666666,2.3333333333333335
5,0.3333333333333333,1.3333333333333333,2.6666666666666665,1.6666666666666667,2.3333333333333335,0.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,5.0,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,2.3333333333333335,0.6666666666666666,2.3333333333333335,0.0,3.0,0.6666666666666666,2.6666666666666665
6,0.6666666666666666,1.0,3.0,1.3333333333333333,2.0,1.0,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,4.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.6666666666666666,2.3333333333333335,1.3333333333333333,2.6666666666666665
7,1.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,2.0,2.6666666666666665,1.3333333333333333,1.0,1.0,3.3333333333333335,1.0,1.0,1.6666666666666667,1.0,1.6666666666666667,2.6666666666666665,1.6666666666666667,0.3333333333333333,1.6666666666666667,2.0,2.6666666666666665,1.3333333333333333,2.0
8,1.6666666666666667,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.0,2.0,2.6666666666666665,1.0,0.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,1.0,2.0,2.0,1.0,2.6666666666666665,1.6666666666666667,0.3333333333333333,2.3333333333333335,2.6666666666666665,1.6666666666666667,1.3333333333333333,2.0
9,1.6666666666666667,3.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.6666666666666665,0.3333333333333333,2.6666666666666665,2.0,0.6666666666666666,2.3333333333333335,2.3333333333333335,2.0,0.3333333333333333,1.6666666666666667
