,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Genk,Oostende,Waregem,Anderlecht,Kortrijk,Charleroi,St Truiden,Gent,Westerlo,Waasland-Beveren,Club Brugge,Standard,Mechelen,Oud-Heverlee Leuven,Lokeren,Mouscron-Peruwelz
1,Oostende,Anderlecht,St Truiden,Gent,Charleroi,Club Brugge,Waregem,Genk,Waasland-Beveren,Standard,Kortrijk,Lokeren,Westerlo,Oud-Heverlee Leuven,Mechelen,Mouscron-Peruwelz
2,Oostende,Anderlecht,St Truiden,Standard,Gent,Charleroi,Club Brugge,Waregem,Genk,Kortrijk,Westerlo,Waasland-Beveren,Mechelen,Lokeren,Oud-Heverlee Leuven,Mouscron-Peruwelz
3,Oostende,Gent,Club Brugge,Genk,Anderlecht,Standard,St Truiden,Waasland-Beveren,Lokeren,Charleroi,Waregem,Kortrijk,Westerlo,Oud-Heverlee Leuven,Mechelen,Mouscron-Peruwelz
4,Oostende,Anderlecht,St Truiden,Gent,Waregem,Club Brugge,Waasland-Beveren,Genk,Standard,Mechelen,Charleroi,Lokeren,Kortrijk,Westerlo,Oud-Heverlee Leuven,Mouscron-Peruwelz
5,Anderlecht,Oostende,Club Brugge,Waregem,Genk,Gent,Waasland-Beveren,St Truiden,Kortrijk,Mechelen,Standard,Oud-Heverlee Leuven,Charleroi,Lokeren,Westerlo,Mouscron-Peruwelz
6,Oostende,Anderlecht,Waregem,Genk,Gent,St Truiden,Club Brugge,Waasland-Beveren,Kortrijk,Lokeren,Mechelen,Oud-Heverlee Leuven,Standard,Charleroi,Westerlo,Mouscron-Peruwelz
7,Oostende,Anderlecht,Waregem,Gent,Genk,St Truiden,Club Brugge,Waasland-Beveren,Kortrijk,Lokeren,Mechelen,Charleroi,Mouscron-Peruwelz,Oud-Heverlee Leuven,Standard,Westerlo
8,Oostende,Anderlecht,Waregem,Gent,Club Brugge,Genk,St Truiden,Kortrijk,Charleroi,Waasland-Beveren,Mouscron-Peruwelz,Lokeren,Oud-Heverlee Leuven,Mechelen,Standard,Westerlo
9,Oostende,Gent,Anderlecht,Genk,Waregem,Club Brugge,Charleroi,St Truiden,Waasland-Beveren,Kortrijk,Mouscron-Peruwelz,Oud-Heverlee Leuven,Mechelen,Lokeren,Standard,Westerlo
10,Gent,Oostende,Anderlecht,Genk,Club Brugge,Waregem,Kortrijk,Charleroi,St Truiden,Waasland-Beveren,Oud-Heverlee Leuven,Mechelen,Mouscron-Peruwelz,Westerlo,Lokeren,Standard
11,Anderlecht,Gent,Oostende,Genk,Waregem,Club Brugge,St Truiden,Waasland-Beveren,Kortrijk,Charleroi,Mouscron-Peruwelz,Mechelen,Oud-Heverlee Leuven,Lokeren,Standard,Westerlo
12,Gent,Oostende,Anderlecht,Waregem,Club Brugge,Genk,Kortrijk,Charleroi,St Truiden,Waasland-Beveren,Standard,Mouscron-Peruwelz,Mechelen,Oud-Heverlee Leuven,Lokeren,Westerlo
13,Gent,Anderlecht,Oostende,Club Brugge,Waregem,Genk,St Truiden,Kortrijk,Charleroi,Waasland-Beveren,Mechelen,Lokeren,Standard,Mouscron-Peruwelz,Oud-Heverlee Leuven,Westerlo
14,Oostende,Gent,Anderlecht,Club Brugge,Waregem,Kortrijk,Charleroi,St Truiden,Genk,Waasland-Beveren,Standard,Lokeren,Mechelen,Mouscron-Peruwelz,Oud-Heverlee Leuven,Westerlo
15,Gent,Club Brugge,Oostende,Anderlecht,Waregem,Charleroi,Genk,Kortrijk,St Truiden,Waasland-Beveren,Mechelen,Standard,Lokeren,Mouscron-Peruwelz,Oud-Heverlee Leuven,Westerlo
16,Gent,Club Brugge,Oostende,Anderlecht,Waregem,Kortrijk,Charleroi,Genk,Standard,St Truiden,Waasland-Beveren,Lokeren,Mechelen,Mouscron-Peruwelz,Oud-Heverlee Leuven,Westerlo
17,Club Brugge,Gent,Anderlecht,Oostende,Waregem,Kortrijk,Genk,Charleroi,St Truiden,Lokeren,Standard,Mechelen,Waasland-Beveren,Mouscron-Peruwelz,Oud-Heverlee Leuven,Westerlo
18,Gent,Club Brugge,Anderlecht,Oostende,Waregem,Charleroi,Genk,Standard,Kortrijk,St Truiden,Lokeren,Mechelen,Waasland-Beveren,Mouscron-Peruwelz,Oud-Heverlee Leuven,Westerlo
19,Gent,Anderlecht,Oostende,Club Brugge,Waregem,Genk,Charleroi,Standard,Kortrijk,Lokeren,Waasland-Beveren,St Truiden,Mechelen,Mouscron-Peruwelz,Oud-Heverlee Leuven,Westerlo
20,Gent,Anderlecht,Club Brugge,Oostende,Waregem,Charleroi,Genk,Standard,Lokeren,Mechelen,Kortrijk,St Truiden,Waasland-Beveren,Mouscron-Peruwelz,Oud-Heverlee Leuven,Westerlo
21,Gent,Club Brugge,Anderlecht,Oostende,Waregem,Genk,Standard,Charleroi,Lokeren,St Truiden,Mechelen,Waasland-Beveren,Kortrijk,Oud-Heverlee Leuven,Mouscron-Peruwelz,Westerlo
22,Gent,Club Brugge,Anderlecht,Oostende,Waregem,Genk,Standard,Charleroi,Lokeren,Kortrijk,Mechelen,St Truiden,Waasland-Beveren,Oud-Heverlee Leuven,Mouscron-Peruwelz,Westerlo
23,Gent,Club Brugge,Anderlecht,Oostende,Waregem,Genk,Standard,Charleroi,Lokeren,Kortrijk,Mechelen,St Truiden,Waasland-Beveren,Oud-Heverlee Leuven,Mouscron-Peruwelz,Westerlo
24,Gent,Club Brugge,Anderlecht,Oostende,Genk,Waregem,Charleroi,Standard,Kortrijk,St Truiden,Lokeren,Mechelen,Waasland-Beveren,Oud-Heverlee Leuven,Mouscron-Peruwelz,Westerlo
25,Gent,Club Brugge,Anderlecht,Oostende,Genk,Charleroi,Waregem,Standard,Mechelen,Kortrijk,Lokeren,St Truiden,Waasland-Beveren,Westerlo,Oud-Heverlee Leuven,Mouscron-Peruwelz
26,Club Brugge,Gent,Anderlecht,Oostende,Genk,Charleroi,Waregem,Standard,Mechelen,Kortrijk,Lokeren,Waasland-Beveren,St Truiden,Mouscron-Peruwelz,Westerlo,Oud-Heverlee Leuven
27,Club Brugge,Gent,Anderlecht,Oostende,Genk,Waregem,Standard,Charleroi,Kortrijk,Mechelen,Waasland-Beveren,Lokeren,St Truiden,Oud-Heverlee Leuven,Mouscron-Peruwelz,Westerlo
28,Club Brugge,Gent,Anderlecht,Oostende,Genk,Standard,Waregem,Kortrijk,Charleroi,Mechelen,Lokeren,Waasland-Beveren,Mouscron-Peruwelz,Oud-Heverlee Leuven,St Truiden,Westerlo
29,Club Brugge,Gent,Anderlecht,Oostende,Genk,Waregem,Standard,Kortrijk,Charleroi,Mechelen,Lokeren,Waasland-Beveren,St Truiden,Mouscron-Peruwelz,Westerlo,Oud-Heverlee Leuven
