,0,1,2,3,4,5,6,7,8,9,10,11
0,Hamilton,Inverness C,Hearts,Celtic,Kilmarnock,Rangers,Motherwell,Falkirk,Hibernian,St Mirren,Dundee United,Aberdeen
1,Hamilton,Rangers,Celtic,Kilmarnock,Inverness C,Hibernian,Hearts,Aberdeen,St Mirren,Dundee United,Falkirk,Motherwell
2,Celtic,Rangers,Kilmarnock,Hamilton,Hearts,Inverness C,Hibernian,Aberdeen,Dundee United,Motherwell,St Mirren,Falkirk
3,Rangers,Kilmarnock,Hearts,Celtic,Inverness C,Aberdeen,Hamilton,Hibernian,Motherwell,Dundee United,St Mirren,Falkirk
4,Rangers,Celtic,Kilmarnock,Hamilton,Hearts,Inverness C,Hibernian,Aberdeen,St Mirren,Motherwell,Falkirk,Dundee United
5,Rangers,Celtic,Hearts,Hibernian,Kilmarnock,Hamilton,Inverness C,Aberdeen,St Mirren,Dundee United,Motherwell,Falkirk
6,Rangers,Celtic,Hearts,Inverness C,Kilmarnock,Hibernian,Hamilton,Dundee United,Falkirk,Motherwell,Aberdeen,St Mirren
7,Celtic,Rangers,Kilmarnock,Hibernian,Hearts,Dundee United,Inverness C,Motherwell,Hamilton,St Mirren,Falkirk,Aberdeen
8,Celtic,Rangers,Kilmarnock,Hibernian,Hearts,Dundee United,St Mirren,Inverness C,Motherwell,Aberdeen,Hamilton,Falkirk
9,Celtic,Rangers,Kilmarnock,Dundee United,Hearts,Hibernian,Motherwell,Aberdeen,St Mirren,Inverness C,Falkirk,Hamilton
10,Celtic,Rangers,Dundee United,Motherwell,Kilmarnock,Hibernian,Aberdeen,Hearts,St Mirren,Falkirk,Inverness C,Hamilton
11,Celtic,Rangers,Dundee United,Hearts,Motherwell,Kilmarnock,Hibernian,Aberdeen,Inverness C,Falkirk,St Mirren,Hamilton
12,Celtic,Rangers,Dundee United,Hearts,Aberdeen,Motherwell,Kilmarnock,Hibernian,Inverness C,Falkirk,St Mirren,Hamilton
13,Celtic,Rangers,Hearts,Dundee United,Kilmarnock,Aberdeen,Motherwell,Falkirk,Hibernian,Inverness C,St Mirren,Hamilton
14,Celtic,Rangers,Hearts,Dundee United,Hibernian,Kilmarnock,Aberdeen,Inverness C,Motherwell,Falkirk,St Mirren,Hamilton
15,Celtic,Rangers,Hearts,Dundee United,Aberdeen,Hibernian,Kilmarnock,Falkirk,Inverness C,Motherwell,Hamilton,St Mirren
16,Celtic,Rangers,Dundee United,Hearts,Aberdeen,Hibernian,Motherwell,Kilmarnock,Falkirk,Inverness C,St Mirren,Hamilton
17,Celtic,Rangers,Dundee United,Hearts,Aberdeen,Hibernian,Kilmarnock,Motherwell,St Mirren,Falkirk,Inverness C,Hamilton
18,Celtic,Rangers,Dundee United,Hearts,Aberdeen,Hibernian,Kilmarnock,St Mirren,Motherwell,Falkirk,Inverness C,Hamilton
19,Celtic,Rangers,Dundee United,Aberdeen,Hearts,Hibernian,Kilmarnock,St Mirren,Motherwell,Falkirk,Inverness C,Hamilton
20,Celtic,Rangers,Dundee United,Aberdeen,Hearts,Hibernian,Kilmarnock,St Mirren,Motherwell,Hamilton,Falkirk,Inverness C
21,Celtic,Rangers,Aberdeen,Dundee United,Hearts,Hibernian,Motherwell,Kilmarnock,St Mirren,Hamilton,Falkirk,Inverness C
22,Celtic,Rangers,Dundee United,Hearts,Aberdeen,Hibernian,Motherwell,Kilmarnock,Hamilton,St Mirren,Falkirk,Inverness C
23,Celtic,Rangers,Dundee United,Hearts,Aberdeen,Hibernian,Motherwell,Hamilton,Kilmarnock,St Mirren,Falkirk,Inverness C
24,Celtic,Rangers,Hearts,Dundee United,Aberdeen,Hibernian,Motherwell,Hamilton,Kilmarnock,St Mirren,Falkirk,Inverness C
25,Rangers,Celtic,Hearts,Dundee United,Aberdeen,Motherwell,Hibernian,Hamilton,St Mirren,Kilmarnock,Falkirk,Inverness C
26,Rangers,Celtic,Hearts,Dundee United,Aberdeen,Motherwell,Hibernian,Hamilton,Kilmarnock,St Mirren,Falkirk,Inverness C
27,Celtic,Rangers,Hearts,Dundee United,Aberdeen,Hibernian,Motherwell,Hamilton,Kilmarnock,St Mirren,Inverness C,Falkirk
28,Celtic,Rangers,Hearts,Aberdeen,Dundee United,Hibernian,Motherwell,Hamilton,Kilmarnock,St Mirren,Inverness C,Falkirk
29,Celtic,Rangers,Hearts,Aberdeen,Dundee United,Hibernian,Motherwell,Hamilton,Kilmarnock,St Mirren,Inverness C,Falkirk
30,Celtic,Rangers,Hearts,Aberdeen,Dundee United,Hibernian,Motherwell,Hamilton,Inverness C,Kilmarnock,St Mirren,Falkirk
31,Celtic,Rangers,Hearts,Aberdeen,Dundee United,Hibernian,Motherwell,Kilmarnock,Hamilton,St Mirren,Inverness C,Falkirk
32,Celtic,Rangers,Hearts,Dundee United,Aberdeen,Hibernian,Motherwell,Kilmarnock,St Mirren,Hamilton,Inverness C,Falkirk
