,Fenerbahce scored,Fenerbahce received,Sivasspor scored,Sivasspor received,Yeni Malatyaspor scored,Yeni Malatyaspor received,Alanyaspor scored,Alanyaspor received,Antalyaspor scored,Antalyaspor received,Rizespor scored,Rizespor received,Kasimpasa scored,Kasimpasa received,Trabzonspor scored,Trabzonspor received,Konyaspor scored,Konyaspor received,Ankaragucu scored,Ankaragucu received,Goztep scored,Goztep received,Kayserispor scored,Kayserispor received,Galatasaray scored,Galatasaray received,Besiktas scored,Besiktas received,Buyuksehyr scored,Buyuksehyr received,Denizlispor scored,Denizlispor received,Genclerbirligi scored,Genclerbirligi received,Gaziantep scored,Gaziantep received
0,2.0,0.6666666666666666,2.6666666666666665,3.0,1.3333333333333333,2.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.0,2.3333333333333335,1.6666666666666667,1.0,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.6666666666666665,2.3333333333333335,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,,,,,,
1,2.0,0.6666666666666666,2.0,2.6666666666666665,0.6666666666666666,2.3333333333333335,2.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.6666666666666665,2.3333333333333335,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,2.0,2.0,2.3333333333333335,1.3333333333333333,1.0,1.6666666666666667,,,,,,
2,2.0,1.0,2.0,2.0,1.3333333333333333,2.3333333333333335,2.6666666666666665,1.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.0,2.6666666666666665,2.0,1.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,1.3333333333333333,1.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,,,,,,
3,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,3.3333333333333335,1.3333333333333333,1.3333333333333333,2.0,1.0,0.6666666666666666,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,0.0,1.0,1.6666666666666667,2.0,1.6666666666666667,1.0,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,2.6666666666666665,2.6666666666666665,1.3333333333333333
4,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,1.0,0.6666666666666666,2.0,0.3333333333333333,0.0,1.6666666666666667,2.0,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333
5,1.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,2.6666666666666665,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333
6,0.6666666666666666,0.6666666666666666,2.0,1.0,2.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,3.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.0,1.0,1.3333333333333333,2.0,2.0,0.3333333333333333,0.6666666666666666,2.3333333333333335,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.6666666666666665,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333
7,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,2.0,1.0,4.0,1.0,1.6666666666666667,3.3333333333333335,1.0,2.0,1.3333333333333333,1.0,1.3333333333333333,2.0,1.0,0.6666666666666666,2.3333333333333335,1.0,0.6666666666666666,1.0,1.3333333333333333,3.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,2.3333333333333335,0.6666666666666666,1.0,2.3333333333333335
8,2.3333333333333335,1.0,2.3333333333333335,1.6666666666666667,3.6666666666666665,0.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.6666666666666667,2.3333333333333335,2.0,2.0,2.6666666666666665,1.3333333333333333,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.6666666666666667,2.0,2.0,0.3333333333333333,3.0,1.0,1.0,1.0,0.0,2.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,0.6666666666666666,1.0,2.3333333333333335
9,2.3333333333333335,1.0,2.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,2.0,1.0,0.6666666666666666,3.3333333333333335,1.3333333333333333,2.3333333333333335,2.3333333333333335,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,2.6666666666666665,0.3333333333333333,1.3333333333333333,1.0,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,1.0,0.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,2.0
