,Heracles scored,Heracles received,Feyenoord scored,Feyenoord received,PSV Eindhoven scored,PSV Eindhoven received,Vitesse scored,Vitesse received,Nijmegen scored,Nijmegen received,Ajax scored,Ajax received,Groningen scored,Groningen received,AZ Alkmaar scored,AZ Alkmaar received,Twente scored,Twente received,Roda scored,Roda received,NAC Breda scored,NAC Breda received,VVV Venlo scored,VVV Venlo received,Den Haag scored,Den Haag received,Utrecht scored,Utrecht received,Heerenveen scored,Heerenveen received,Willem II scored,Willem II received,Graafschap scored,Graafschap received,Excelsior scored,Excelsior received
10,2.6666666666666665,1.3333333333333333,1.0,3.6666666666666665,5.333333333333333,0.6666666666666666,0.6666666666666666,3.3333333333333335,2.0,2.0,2.6666666666666665,1.0,2.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,2.3333333333333335,1.0,0.6666666666666666,3.0,0.0,2.0,1.6666666666666667,2.3333333333333335,2.6666666666666665,1.0,1.0,1.3333333333333333,1.0,3.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,2.0
11,2.0,2.0,1.3333333333333333,4.0,4.0,0.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,1.0,3.0,1.3333333333333333,3.3333333333333335,2.3333333333333335,2.0,1.0,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,1.0,3.3333333333333335,1.3333333333333333,2.0,2.0,0.6666666666666666,1.6666666666666667,1.0,1.0,2.6666666666666665,1.0,1.3333333333333333,0.6666666666666666,2.0
12,2.3333333333333335,2.6666666666666665,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,3.3333333333333335,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,2.3333333333333335,3.0,1.0,1.0,1.0,1.0,2.0,1.6666666666666667,1.3333333333333333,3.0,1.0,2.3333333333333335,0.3333333333333333,2.0
13,2.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,2.6666666666666665,3.6666666666666665,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,2.0,1.0,2.6666666666666665
14,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,2.0,1.0,2.6666666666666665,0.6666666666666666,1.6666666666666667,2.0,0.0,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.0,2.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,0.3333333333333333,2.0,1.0,3.3333333333333335,1.3333333333333333,0.3333333333333333,3.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0
15,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,2.0,2.0,2.6666666666666665,0.6666666666666666,1.0,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,1.0,2.0,2.0,1.0,1.3333333333333333,2.0,2.0,0.3333333333333333,2.6666666666666665,1.6666666666666667,1.0,2.0,1.0,3.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667
16,1.3333333333333333,2.6666666666666665,1.0,1.3333333333333333,2.3333333333333335,2.0,1.3333333333333333,1.6666666666666667,1.0,3.0,1.0,0.3333333333333333,2.0,0.6666666666666666,2.0,1.0,2.3333333333333335,1.3333333333333333,2.0,1.0,2.3333333333333335,2.0,0.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333
17,2.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,2.3333333333333335,2.0,0.6666666666666666,2.0,2.0,2.0,1.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.6666666666666665,2.6666666666666665,2.0,0.3333333333333333,3.3333333333333335,1.3333333333333333,0.6666666666666666,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.0,3.0,2.0,1.0,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,1.6666666666666667
18,1.3333333333333333,4.0,0.6666666666666666,1.0,2.6666666666666665,1.0,0.6666666666666666,2.0,2.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.0,1.3333333333333333,1.3333333333333333,3.0,2.0,2.0,1.3333333333333333,2.3333333333333335,1.0,1.0,2.6666666666666665,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,3.6666666666666665,1.3333333333333333,1.0,2.0,0.0,2.0,1.0,2.0
19,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.0,2.0,0.3333333333333333,0.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,1.0,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,3.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,1.0,2.3333333333333335,2.0,1.0,2.0,1.3333333333333333,3.6666666666666665,1.6666666666666667,1.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.0
20,0.3333333333333333,2.0,0.3333333333333333,1.6666666666666667,2.6666666666666665,0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,2.3333333333333335,1.6666666666666667,2.6666666666666665,1.0,3.0,0.6666666666666666,2.0,2.6666666666666665,1.0,2.0,0.6666666666666666,3.6666666666666665,3.3333333333333335,1.0,1.6666666666666667,0.3333333333333333,2.0,2.3333333333333335,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,3.3333333333333335
21,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,1.0,1.0,1.6666666666666667,1.0,4.0,1.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,1.0,1.6666666666666667,2.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,3.0,3.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,3.0,0.3333333333333333,0.6666666666666666,1.0,3.0
22,1.0,1.0,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,2.0,1.3333333333333333,1.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,4.0,1.0,2.3333333333333335,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.0,2.6666666666666665,1.3333333333333333,3.0,3.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,4.0,0.3333333333333333,1.0,1.0,2.6666666666666665
23,1.0,1.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,3.0,2.0,1.0,2.0,1.0,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,3.0,1.0,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,4.666666666666667,0.3333333333333333,1.6666666666666667,2.0,1.0
24,2.6666666666666665,1.3333333333333333,3.0,1.3333333333333333,2.6666666666666665,0.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,3.3333333333333335,1.3333333333333333,1.6666666666666667,1.0,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,2.3333333333333335,3.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0
25,3.6666666666666665,1.0,2.6666666666666665,1.0,2.3333333333333335,1.0,1.6666666666666667,2.0,1.0,2.3333333333333335,1.6666666666666667,0.0,1.0,4.333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,2.0,1.0,1.3333333333333333,2.6666666666666665,0.3333333333333333,1.0,3.0,2.0,1.0,1.0,1.0,2.3333333333333335,1.6666666666666667,3.0,1.0,1.3333333333333333,2.0,1.3333333333333333
26,4.666666666666667,1.0,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.6666666666666665,2.3333333333333335,0.3333333333333333,0.6666666666666666,3.3333333333333335,1.3333333333333333,2.0,1.6666666666666667,1.0,1.0,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,2.0,2.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.0,2.6666666666666665
27,4.0,1.3333333333333333,1.0,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,3.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,2.0,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,2.0,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,1.0,3.0
28,2.6666666666666665,2.0,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.0,2.0,0.6666666666666666,2.0,0.3333333333333333,3.0,2.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.0,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,2.6666666666666665,1.6666666666666667,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.6666666666666665
29,3.3333333333333335,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.0,1.6666666666666667,2.0,1.0,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.3333333333333333,3.0,1.6666666666666667,1.3333333333333333,1.0,1.0,2.3333333333333335,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.6666666666666665,2.0,3.0,2.0,3.6666666666666665,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333
30,2.0,2.3333333333333335,3.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,2.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,3.6666666666666665,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.6666666666666667,4.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,3.3333333333333335,2.3333333333333335,1.6666666666666667,2.3333333333333335,5.666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0
31,2.6666666666666665,1.3333333333333333,4.333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,2.0,2.0,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,3.6666666666666665,1.3333333333333333,1.0,2.6666666666666665,1.6666666666666667,3.6666666666666665,1.0,1.6666666666666667,1.3333333333333333,3.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,4.333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666667
32,1.3333333333333333,1.0,3.6666666666666665,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.6666666666666667,2.6666666666666665,1.0,2.6666666666666665,1.6666666666666667,3.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,3.3333333333333335,2.6666666666666665,1.0,3.0,2.3333333333333335,3.0,1.3333333333333333,3.0,1.6666666666666667,2.6666666666666665,2.0,1.3333333333333333,1.0,3.6666666666666665,0.6666666666666666,2.6666666666666665,2.0,2.0
33,2.3333333333333335,0.3333333333333333,2.0,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,3.3333333333333335,2.3333333333333335,1.3333333333333333,3.0,1.0,2.3333333333333335,1.0,2.3333333333333335,2.6666666666666665,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.0,1.0,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.0,3.0,3.3333333333333335,2.0,1.0,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,2.3333333333333335,2.6666666666666665,2.0
