,homeTeam,awayTeam,Home Team Rank,Away Team Rank,Home Team Scored Goals,Home Team Received Goals,Away Team Scored Goals,Away Team received Goals
0,Vitesse,Groningen,18,2,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667
1,Nijmegen,Graafschap,5,15,2.0,0.3333333333333333,0.6666666666666666,2.6666666666666665
2,Roda JC,Twente,10,9,1.3333333333333333,2.0,1.3333333333333333,0.3333333333333333
3,Utrecht,PSV Eindhoven,17,1,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333
4,Willem II,Ajax,8,12,1.6666666666666667,2.0,3.6666666666666665,1.0
5,AZ Alkmaar,NAC Breda,13,7,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333
6,Heracles,Feyenoord,4,14,0.3333333333333333,2.6666666666666665,2.333333333333333,1.3333333333333333
7,Sparta,Den Haag,16,3,1.3333333333333333,2.0,,
8,Volendam,Heerenveen,11,6,,,3.333333333333333,2.0
9,Heerenveen,Heracles,6,4,3.333333333333333,2.0,0.3333333333333333,2.6666666666666665
10,Den Haag,AZ Alkmaar,1,15,,,0.6666666666666666,1.3333333333333333
11,Feyenoord,Volendam,8,17,3.0,1.0,,
12,PSV Eindhoven,Sparta,3,14,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333
13,Twente,Nijmegen,12,6,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666
14,Ajax,Roda JC,9,13,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.6666666666666667
15,Graafschap,Vitesse,11,16,0.6666666666666666,1.3333333333333333,0.0,1.0
16,Groningen,Utrecht,2,18,1.0,1.0,0.6666666666666666,1.0
17,NAC Breda,Willem II,10,4,1.0,2.0,2.0,1.3333333333333333
18,Utrecht,Willem II,18,4,0.6666666666666666,1.0,2.0,1.3333333333333333
19,AZ Alkmaar,PSV Eindhoven,13,4,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333
20,Heracles,Groningen,8,1,1.3333333333333333,2.6666666666666665,1.0,0.6666666666666666
21,Vitesse,Sparta,17,15,0.3333333333333333,1.0,0.3333333333333333,1.0
22,Feyenoord,Ajax,10,12,3.333333333333333,0.6666666666666666,2.6666666666666665,1.0
23,Graafschap,Den Haag,7,3,1.0,1.0,,
24,Heerenveen,Nijmegen,2,11,3.0,1.0,1.6666666666666667,1.3333333333333333
25,Roda JC,NAC Breda,16,5,0.0,2.333333333333333,1.6666666666666667,2.0
26,Volendam,Twente,18,9,,,1.6666666666666667,0.6666666666666666
27,NAC Breda,Heerenveen,5,2,1.6666666666666667,2.0,3.0,1.0
28,PSV Eindhoven,Volendam,2,18,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.6666666666666665
29,Twente,Graafschap,4,11,2.0,0.6666666666666666,1.0,1.0
30,Willem II,AZ Alkmaar,10,9,1.6666666666666667,2.333333333333333,2.0,1.6666666666666667
31,Ajax,Vitesse,6,17,2.0,0.6666666666666666,0.3333333333333333,1.6666666666666667
32,Den Haag,Utrecht,5,14,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666
33,Groningen,Feyenoord,1,13,2.0,0.6666666666666666,2.6666666666666665,1.6666666666666667
34,Nijmegen,Heracles,12,8,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333
35,Sparta,Roda JC,15,16,1.0,1.3333333333333333,0.6666666666666666,2.0
36,AZ Alkmaar,Sparta,9,15,2.0,1.6666666666666667,1.0,1.3333333333333333
37,Heracles,Roda JC,6,15,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.333333333333333
38,PSV Eindhoven,Graafschap,2,13,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.0
39,Vitesse,Willem II,16,11,1.0,2.0,1.3333333333333333,2.6666666666666665
40,Feyenoord,Nijmegen,14,7,1.0,2.333333333333333,1.3333333333333333,1.0
41,Groningen,Den Haag,1,9,2.333333333333333,0.6666666666666666,0.0,1.6666666666666667
42,Heerenveen,Ajax,4,10,3.0,2.333333333333333,2.333333333333333,2.333333333333333
43,Utrecht,Twente,12,8,1.3333333333333333,0.0,1.6666666666666667,1.3333333333333333
44,Volendam,NAC Breda,18,3,1.0,2.333333333333333,3.6666666666666665,1.3333333333333333
45,Den Haag,Volendam,9,18,0.0,1.6666666666666667,1.0,2.333333333333333
46,Ajax,Groningen,9,2,2.0,1.6666666666666667,2.0,0.6666666666666666
47,NAC Breda,PSV Eindhoven,1,4,3.333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666
48,Roda JC,Heerenveen,16,6,1.3333333333333333,2.0,3.0,2.6666666666666665
49,Twente,Heracles,7,11,1.6666666666666667,1.0,1.0,1.0
50,Graafschap,AZ Alkmaar,13,3,0.0,2.6666666666666665,4.333333333333333,0.6666666666666666
51,Nijmegen,Vitesse,5,17,2.0,0.6666666666666666,1.0,2.6666666666666665
52,Sparta,Utrecht,14,12,1.0,2.6666666666666665,1.0,0.3333333333333333
53,Willem II,Feyenoord,10,15,1.6666666666666667,2.333333333333333,0.3333333333333333,2.0
54,Heracles,Den Haag,11,8,1.0,1.0,0.6666666666666666,1.0
55,AZ Alkmaar,Volendam,3,18,3.6666666666666665,0.0,0.6666666666666666,3.0
56,Groningen,Sparta,1,16,2.0,0.3333333333333333,0.3333333333333333,3.0
57,PSV Eindhoven,Roda JC,6,14,2.0,1.6666666666666667,1.6666666666666667,2.0
58,Willem II,Graafschap,10,13,1.3333333333333333,1.0,0.3333333333333333,2.0
59,Ajax,Nijmegen,5,9,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0
60,Feyenoord,Heerenveen,15,8,0.6666666666666666,1.6666666666666667,3.0,2.0
61,Utrecht,NAC Breda,12,2,1.0,0.3333333333333333,2.0,1.0
62,Vitesse,Twente,17,4,1.0,2.333333333333333,1.3333333333333333,1.0
63,Den Haag,PSV Eindhoven,11,6,1.0,2.0,2.0,1.6666666666666667
64,Roda JC,AZ Alkmaar,15,1,1.6666666666666667,2.0,2.333333333333333,0.0
65,Volendam,Willem II,18,10,0.6666666666666666,2.333333333333333,1.3333333333333333,1.0
66,Heerenveen,Vitesse,9,17,1.3333333333333333,2.0,1.0,1.6666666666666667
67,Heracles,Ajax,8,5,1.3333333333333333,2.0,2.0,0.3333333333333333
68,NAC Breda,Twente,4,3,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.0
