,PSV Eindhoven scored,PSV Eindhoven received,Groningen scored,Groningen received,Heracles scored,Heracles received,Nijmegen scored,Nijmegen received,Heerenveen scored,Heerenveen received,NAC Breda scored,NAC Breda received,Willem II scored,Willem II received,Twente scored,Twente received,Roda JC scored,Roda JC received,Ajax scored,Ajax received,AZ Alkmaar scored,AZ Alkmaar received,Feyenoord scored,Feyenoord received,Graafschap scored,Graafschap received,Sparta scored,Sparta received,Utrecht scored,Utrecht received,Vitesse scored,Vitesse received,Den Haag scored,Den Haag received,Volendam scored,Volendam received
0,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.6666666666666665,2.0,0.3333333333333333,3.3333333333333335,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,3.6666666666666665,1.0,1.6666666666666667,1.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.3333333333333333,2.0,1.0,1.3333333333333333,1.0,0.6666666666666666,,,,
1,1.0,0.3333333333333333,1.0,1.0,1.0,2.6666666666666665,1.6666666666666667,0.6666666666666666,3.0,2.0,1.0,2.0,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.3333333333333333,3.0,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,0.0,1.0,,,,
2,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.3333333333333333,3.0,1.0,1.6666666666666667,2.0,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.0,2.3333333333333335,2.6666666666666665,1.0,0.6666666666666666,1.0,3.3333333333333335,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,,,,
3,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,2.0,2.3333333333333335,2.6666666666666665,1.6666666666666667,1.6666666666666667,2.3333333333333335,2.0,0.6666666666666666,0.6666666666666666,2.0,2.0,0.6666666666666666,2.0,1.6666666666666667,2.6666666666666665,1.6666666666666667,1.0,1.0,1.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,2.6666666666666665
4,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,3.0,2.3333333333333335,3.6666666666666665,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.3333333333333335,2.3333333333333335,2.3333333333333335,4.0,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,2.0,1.0,3.0,1.3333333333333333,0.0,1.0,2.0,0.0,1.6666666666666667,1.0,2.3333333333333335
5,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,1.0,1.0,2.0,0.6666666666666666,3.0,2.6666666666666665,3.3333333333333335,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,2.0,2.0,1.6666666666666667,4.333333333333333,0.6666666666666666,0.3333333333333333,2.0,0.0,2.6666666666666665,1.0,2.6666666666666665,1.0,0.3333333333333333,1.0,2.6666666666666665,0.6666666666666666,1.0,0.6666666666666666,2.3333333333333335
6,2.0,1.6666666666666667,2.0,0.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.0,3.0,2.0,2.0,1.0,1.3333333333333333,1.0,1.3333333333333333,1.0,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,3.6666666666666665,0.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.0,0.3333333333333333,3.0,1.0,0.3333333333333333,1.0,2.3333333333333335,1.0,2.0,0.6666666666666666,3.0
7,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,0.0,1.6666666666666667,2.0,2.0,0.3333333333333333,2.3333333333333335,0.0,1.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,2.3333333333333335
8,2.0,1.0,1.6666666666666667,1.0,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,1.0,0.6666666666666666,1.0,2.6666666666666665,2.3333333333333335,0.3333333333333333,2.6666666666666665,1.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,2.0,1.3333333333333333,0.0,1.6666666666666667,1.0,0.6666666666666666,2.6666666666666665,1.6666666666666667,2.0
9,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.3333333333333333,2.6666666666666665,3.3333333333333335,1.0,2.6666666666666665,1.0,3.3333333333333335,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.3333333333333333,2.6666666666666665,2.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.0,1.6666666666666667,2.6666666666666665
10,1.0,1.6666666666666667,2.6666666666666665,0.3333333333333333,0.0,1.6666666666666667,1.0,1.0,2.3333333333333335,1.6666666666666667,2.0,0.0,1.0,1.0,0.3333333333333333,2.0,1.3333333333333333,2.0,3.6666666666666665,1.0,2.3333333333333335,1.3333333333333333,3.3333333333333335,1.0,0.3333333333333333,2.6666666666666665,2.0,2.3333333333333335,2.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,3.3333333333333335
11,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.0,0.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.6666666666666665,2.0,0.3333333333333333,2.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.6666666666666667,3.0,1.6666666666666667,2.0,0.3333333333333333,3.0,1.3333333333333333,1.0,2.6666666666666665,3.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,3.3333333333333335
