,Benfica scored,Benfica received,Naval scored,Naval received,Sp Lisbon scored,Sp Lisbon received,Porto scored,Porto received,Sp Braga scored,Sp Braga received,Maritimo scored,Maritimo received,Academica scored,Academica received,Setubal scored,Setubal received,Boavista scored,Boavista received,Pacos Ferreira scored,Pacos Ferreira received,Leiria scored,Leiria received,Nacional scored,Nacional received,Est Amadora scored,Est Amadora received,Belenenses scored,Belenenses received,Aves scored,Aves received,Beira Mar scored,Beira Mar received
0,1.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,1.0,1.6666666666666667,1.0,2.6666666666666665,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,
1,0.6666666666666666,2.0,1.0,1.0,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,1.0,3.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,,,,
2,0.6666666666666666,2.0,1.0,1.0,0.6666666666666666,0.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,,,,
3,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,2.6666666666666665,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,1.0,0.3333333333333333,0.0,1.0,1.3333333333333333,1.6666666666666667
4,2.0,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,2.0,1.0,1.6666666666666667
5,3.0,0.6666666666666666,1.0,0.3333333333333333,1.6666666666666667,0.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.0,1.0,1.0,1.3333333333333333,1.0,1.0,1.0,0.3333333333333333,2.0,2.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.6666666666666665,0.3333333333333333,2.6666666666666665
6,3.6666666666666665,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.3333333333333335,3.0,0.6666666666666666,0.6666666666666666,2.0,1.0,1.3333333333333333,0.6666666666666666,2.6666666666666665,0.6666666666666666,2.3333333333333335
7,3.0,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,1.0,1.0,1.0,1.3333333333333333,0.0,2.3333333333333335,1.0,1.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.6666666666666665
8,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,2.6666666666666665,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,1.0,2.3333333333333335,1.6666666666666667,0.3333333333333333,3.3333333333333335,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.6666666666666665
9,2.0,2.0,0.6666666666666666,1.0,2.3333333333333335,1.0,2.6666666666666665,1.0,1.3333333333333333,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,2.0,1.0,0.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335
