,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Benfica,Naval,Sp Lisbon,Porto,Sp Braga,Maritimo,Aves,Beira Mar,Academica,Setubal,Boavista,Pacos Ferreira,Leiria,Nacional,Est Amadora,Belenenses
1,Porto,Naval,Sp Lisbon,Sp Braga,Boavista,Benfica,Pacos Ferreira,Maritimo,Belenenses,Beira Mar,Leiria,Academica,Aves,Setubal,Nacional,Est Amadora
2,Porto,Benfica,Naval,Pacos Ferreira,Sp Lisbon,Sp Braga,Beira Mar,Leiria,Maritimo,Setubal,Belenenses,Boavista,Academica,Aves,Nacional,Est Amadora
3,Porto,Sp Lisbon,Benfica,Pacos Ferreira,Leiria,Naval,Sp Braga,Beira Mar,Belenenses,Boavista,Maritimo,Setubal,Academica,Nacional,Aves,Est Amadora
4,Porto,Sp Lisbon,Benfica,Naval,Sp Braga,Pacos Ferreira,Boavista,Maritimo,Leiria,Nacional,Beira Mar,Setubal,Belenenses,Academica,Aves,Est Amadora
5,Porto,Sp Lisbon,Benfica,Sp Braga,Naval,Pacos Ferreira,Nacional,Setubal,Boavista,Maritimo,Leiria,Beira Mar,Belenenses,Academica,Aves,Est Amadora
6,Benfica,Porto,Sp Lisbon,Sp Braga,Naval,Nacional,Maritimo,Leiria,Pacos Ferreira,Setubal,Belenenses,Academica,Boavista,Beira Mar,Aves,Est Amadora
7,Porto,Sp Lisbon,Benfica,Naval,Sp Braga,Nacional,Maritimo,Leiria,Pacos Ferreira,Belenenses,Setubal,Academica,Boavista,Beira Mar,Est Amadora,Aves
8,Porto,Sp Lisbon,Benfica,Nacional,Maritimo,Leiria,Naval,Sp Braga,Pacos Ferreira,Belenenses,Academica,Boavista,Setubal,Beira Mar,Est Amadora,Aves
9,Porto,Sp Lisbon,Benfica,Sp Braga,Leiria,Nacional,Naval,Maritimo,Pacos Ferreira,Boavista,Belenenses,Academica,Setubal,Beira Mar,Est Amadora,Aves
10,Porto,Sp Lisbon,Benfica,Sp Braga,Nacional,Leiria,Naval,Maritimo,Pacos Ferreira,Academica,Boavista,Belenenses,Setubal,Est Amadora,Beira Mar,Aves
11,Porto,Sp Lisbon,Benfica,Sp Braga,Nacional,Maritimo,Leiria,Pacos Ferreira,Naval,Belenenses,Academica,Boavista,Est Amadora,Setubal,Aves,Beira Mar
12,Porto,Sp Lisbon,Benfica,Sp Braga,Maritimo,Leiria,Nacional,Pacos Ferreira,Naval,Belenenses,Boavista,Academica,Est Amadora,Setubal,Aves,Beira Mar
13,Porto,Sp Lisbon,Benfica,Sp Braga,Maritimo,Leiria,Nacional,Belenenses,Naval,Pacos Ferreira,Boavista,Est Amadora,Academica,Setubal,Aves,Beira Mar
14,Porto,Sp Lisbon,Benfica,Sp Braga,Naval,Maritimo,Leiria,Nacional,Belenenses,Pacos Ferreira,Boavista,Est Amadora,Academica,Setubal,Aves,Beira Mar
15,Porto,Benfica,Sp Lisbon,Sp Braga,Leiria,Nacional,Naval,Pacos Ferreira,Maritimo,Belenenses,Boavista,Est Amadora,Academica,Setubal,Aves,Beira Mar
16,Porto,Sp Lisbon,Benfica,Sp Braga,Leiria,Pacos Ferreira,Nacional,Naval,Belenenses,Maritimo,Est Amadora,Boavista,Academica,Beira Mar,Setubal,Aves
17,Porto,Benfica,Sp Lisbon,Sp Braga,Leiria,Pacos Ferreira,Maritimo,Nacional,Belenenses,Naval,Est Amadora,Boavista,Academica,Beira Mar,Setubal,Aves
18,Porto,Benfica,Sp Lisbon,Sp Braga,Maritimo,Leiria,Belenenses,Pacos Ferreira,Nacional,Naval,Boavista,Est Amadora,Academica,Setubal,Beira Mar,Aves
19,Porto,Benfica,Sp Lisbon,Sp Braga,Leiria,Pacos Ferreira,Nacional,Belenenses,Maritimo,Naval,Boavista,Est Amadora,Academica,Setubal,Beira Mar,Aves
20,Porto,Benfica,Sp Lisbon,Sp Braga,Pacos Ferreira,Belenenses,Leiria,Nacional,Naval,Maritimo,Boavista,Est Amadora,Academica,Setubal,Beira Mar,Aves
