,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Porto,Benfica,Sp Lisbon,Guimaraes,Portimonense,Maritimo,Rio Ave,Feirense,Tondela,Setubal,Moreirense,Chaves,Boavista,Belenenses,Pacos Ferreira,Sp Braga,Aves,Estoril
1,Porto,Benfica,Sp Lisbon,Rio Ave,Portimonense,Maritimo,Belenenses,Estoril,Sp Braga,Guimaraes,Feirense,Moreirense,Pacos Ferreira,Tondela,Aves,Setubal,Boavista,Chaves
2,Benfica,Porto,Sp Lisbon,Rio Ave,Sp Braga,Maritimo,Estoril,Feirense,Portimonense,Belenenses,Guimaraes,Setubal,Moreirense,Tondela,Chaves,Pacos Ferreira,Aves,Boavista
3,Sp Lisbon,Porto,Benfica,Rio Ave,Maritimo,Feirense,Sp Braga,Estoril,Tondela,Belenenses,Guimaraes,Boavista,Portimonense,Setubal,Pacos Ferreira,Moreirense,Chaves,Aves
4,Porto,Sp Lisbon,Benfica,Maritimo,Rio Ave,Feirense,Guimaraes,Sp Braga,Estoril,Setubal,Tondela,Moreirense,Aves,Belenenses,Pacos Ferreira,Boavista,Portimonense,Chaves
5,Porto,Sp Lisbon,Maritimo,Benfica,Rio Ave,Sp Braga,Feirense,Belenenses,Guimaraes,Pacos Ferreira,Boavista,Portimonense,Estoril,Setubal,Tondela,Moreirense,Chaves,Aves
6,Porto,Sp Lisbon,Benfica,Maritimo,Sp Braga,Rio Ave,Belenenses,Guimaraes,Feirense,Chaves,Boavista,Setubal,Pacos Ferreira,Portimonense,Estoril,Moreirense,Tondela,Aves
7,Porto,Sp Lisbon,Benfica,Maritimo,Sp Braga,Rio Ave,Belenenses,Boavista,Guimaraes,Pacos Ferreira,Chaves,Feirense,Portimonense,Setubal,Tondela,Aves,Estoril,Moreirense
8,Porto,Sp Lisbon,Benfica,Sp Braga,Maritimo,Rio Ave,Boavista,Belenenses,Feirense,Guimaraes,Setubal,Tondela,Pacos Ferreira,Portimonense,Chaves,Aves,Estoril,Moreirense
9,Porto,Sp Lisbon,Benfica,Sp Braga,Maritimo,Belenenses,Rio Ave,Guimaraes,Boavista,Pacos Ferreira,Portimonense,Feirense,Setubal,Tondela,Chaves,Aves,Estoril,Moreirense
