,Porto scored,Porto received,Benfica scored,Benfica received,Sp Lisbon scored,Sp Lisbon received,Guimaraes scored,Guimaraes received,Maritimo scored,Maritimo received,Rio Ave scored,Rio Ave received,Feirense scored,Feirense received,Tondela scored,Tondela received,Setubal scored,Setubal received,Moreirense scored,Moreirense received,Chaves scored,Chaves received,Boavista scored,Boavista received,Belenenses scored,Belenenses received,Pacos Ferreira scored,Pacos Ferreira received,Sp Braga scored,Sp Braga received,Estoril scored,Estoril received,Portimonense scored,Portimonense received,Aves scored,Aves received
0,2.0,1.6666666666666667,2.6666666666666665,0.6666666666666666,2.0,2.0,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,1.0,1.3333333333333333,2.0,1.0,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.3333333333333333,,,,
1,2.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,2.0,1.0,0.0,3.0,0.3333333333333333,0.6666666666666666,2.0,1.0,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.0,2.0,2.0,1.0,2.6666666666666665,1.0,,,,
2,1.6666666666666667,1.0,2.6666666666666665,0.6666666666666666,3.3333333333333335,0.3333333333333333,0.0,3.0,0.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,1.0,1.3333333333333333,0.6666666666666666,2.0,1.0,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,1.0,3.3333333333333335,1.3333333333333333,,,,
3,1.6666666666666667,0.0,2.3333333333333335,0.3333333333333333,2.6666666666666665,0.3333333333333333,0.0,2.6666666666666665,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,0.0,2.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,2.0,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667
4,2.3333333333333335,0.0,2.6666666666666665,0.6666666666666666,3.3333333333333335,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,2.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,0.3333333333333333,2.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,2.0,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333
5,2.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,2.0,1.0,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333
6,3.3333333333333335,1.0,1.6666666666666667,1.0,2.0,1.0,1.3333333333333333,1.0,1.3333333333333333,1.0,0.3333333333333333,1.0,1.3333333333333333,3.0,1.0,2.0,1.0,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.0,1.0,1.0,2.3333333333333335,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,1.6666666666666667,2.6666666666666665,1.0,1.0
7,2.3333333333333335,1.0,1.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,2.3333333333333335,2.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,3.3333333333333335,0.6666666666666666,0.3333333333333333,3.3333333333333335,2.0,2.6666666666666665,1.0,1.3333333333333333
8,3.6666666666666665,1.0,2.0,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,3.3333333333333335,3.0,0.3333333333333333,0.0,3.6666666666666665,2.3333333333333335,3.3333333333333335,1.0,1.6666666666666667
9,3.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,2.0,2.6666666666666665,0.6666666666666666,2.3333333333333335,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.6666666666666665,2.6666666666666665,0.0,0.0,3.3333333333333335,3.3333333333333335,2.3333333333333335,1.3333333333333333,2.6666666666666665
10,3.6666666666666665,0.3333333333333333,2.3333333333333335,0.6666666666666666,2.6666666666666665,1.0,2.3333333333333335,2.3333333333333335,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.6666666666666667,2.0,1.0,1.3333333333333333,1.3333333333333333,3.3333333333333335,1.3333333333333333,0.6666666666666666,0.0,2.0,3.0,2.0,1.0,2.0
11,2.0,0.3333333333333333,3.3333333333333335,0.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,2.0,0.6666666666666666,4.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.0,2.0,1.0,1.0,1.3333333333333333,2.0,2.0,1.0,0.0,1.0,2.6666666666666665,1.0,1.0,1.3333333333333333
12,1.0,0.3333333333333333,3.0,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.3333333333333333,3.0,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.0,1.0,0.0,1.3333333333333333,1.0,3.0,2.6666666666666665,1.0,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333
