,Ajax scored,Ajax received,AZ Alkmaar scored,AZ Alkmaar received,PSV Eindhoven scored,PSV Eindhoven received,Zwolle scored,Zwolle received,Groningen scored,Groningen received,Feyenoord scored,Feyenoord received,NAC Breda scored,NAC Breda received,Cambuur scored,Cambuur received,Go Ahead Eagles scored,Go Ahead Eagles received,Heerenveen scored,Heerenveen received,Den Haag scored,Den Haag received,Utrecht scored,Utrecht received,Vitesse scored,Vitesse received,Heracles scored,Heracles received,Twente scored,Twente received,Dordrecht scored,Dordrecht received,Excelsior scored,Excelsior received,Willem II scored,Willem II received
11,3.6666666666666665,1.0,2.0,1.6666666666666667,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.0,0.0,0.6666666666666666,1.3333333333333333,1.0,2.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,2.0,1.6666666666666667,1.0,2.0,2.6666666666666665,1.0,1.6666666666666667,1.6666666666666667,2.0,2.3333333333333335,0.6666666666666666,0.0,3.3333333333333335,2.3333333333333335,2.0,2.0,1.6666666666666667
12,4.0,1.0,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,0.0,0.0,1.3333333333333333,2.0,2.0,1.6666666666666667,1.6666666666666667,1.0,2.6666666666666665,1.3333333333333333,2.0,2.0,2.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.0,3.3333333333333335,2.0,2.0,1.3333333333333333,1.6666666666666667
13,3.0,1.3333333333333333,1.3333333333333333,0.0,2.3333333333333335,1.6666666666666667,2.6666666666666665,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.6666666666666667,2.3333333333333335,2.0,1.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,2.0,2.6666666666666665,2.0,0.6666666666666666,1.0,1.6666666666666667,1.0,2.3333333333333335,1.0,0.0,3.3333333333333335,1.0,2.6666666666666665,2.3333333333333335,1.3333333333333333
14,3.3333333333333335,0.6666666666666666,1.6666666666666667,0.0,2.6666666666666665,1.6666666666666667,3.0,1.0,1.3333333333333333,1.0,3.3333333333333335,2.0,0.6666666666666666,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,1.0,2.3333333333333335,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.6666666666666667,2.6666666666666665,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,3.0,1.0,3.6666666666666665,1.6666666666666667,2.0
15,3.0,0.6666666666666666,2.0,0.6666666666666666,3.0,1.3333333333333333,3.0,0.3333333333333333,1.3333333333333333,1.0,3.3333333333333335,2.6666666666666665,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.0,2.0,1.0,0.6666666666666666,1.3333333333333333,2.0,2.6666666666666665,2.6666666666666665,1.6666666666666667,1.6666666666666667,2.0,1.0,1.0,2.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,4.0,1.3333333333333333,2.0
16,3.3333333333333335,0.3333333333333333,1.3333333333333333,1.6666666666666667,3.3333333333333335,0.3333333333333333,1.6666666666666667,1.0,1.0,1.0,2.6666666666666665,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.0,0.3333333333333333,3.0,1.0,0.3333333333333333,1.0,1.6666666666666667,2.0,2.3333333333333335,2.0,1.0,1.6666666666666667,2.0,1.6666666666666667,2.0,1.0,1.6666666666666667,1.3333333333333333,3.0,0.6666666666666666,3.0
17,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.6666666666666665,0.0,2.0,1.0,0.6666666666666666,1.3333333333333333,2.0,1.0,0.3333333333333333,2.3333333333333335,2.0,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333
18,1.3333333333333333,0.0,1.0,1.3333333333333333,2.6666666666666665,0.3333333333333333,2.0,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.0,2.0,0.6666666666666666,0.6666666666666666,1.0,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,2.6666666666666665,2.0,1.6666666666666667,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
19,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,1.0,2.0,0.6666666666666666,1.0,1.6666666666666667,1.0,2.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.6666666666666665,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
20,0.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,2.0,1.3333333333333333,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,2.0,0.3333333333333333,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.0,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
21,0.6666666666666666,1.0,2.6666666666666665,1.0,2.3333333333333335,0.6666666666666666,2.0,1.3333333333333333,2.0,2.0,1.6666666666666667,1.6666666666666667,0.0,1.0,0.6666666666666666,2.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.0,1.0,2.6666666666666665,1.0,2.0,0.0,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666
22,2.0,1.3333333333333333,2.3333333333333335,2.0,3.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.0,2.0,0.6666666666666666,2.0,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.6666666666666667,0.0,1.3333333333333333,1.6666666666666667,1.0,3.0,0.3333333333333333,3.3333333333333335,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666
23,2.3333333333333335,1.3333333333333333,2.6666666666666665,2.0,3.3333333333333335,1.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.6666666666666665,1.0,2.0,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,3.0,0.3333333333333333,3.0,2.0,1.6666666666666667,1.3333333333333333,1.0
24,2.6666666666666665,1.3333333333333333,2.0,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.0,2.0,1.0,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,2.3333333333333335,1.6666666666666667,2.3333333333333335,0.6666666666666666,2.0,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0,3.3333333333333335,2.0,1.3333333333333333,0.3333333333333333,1.6666666666666667
25,1.6666666666666667,0.6666666666666666,2.0,2.0,2.3333333333333335,1.0,3.0,2.0,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.0,1.6666666666666667,1.0,2.6666666666666665,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,1.0,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667
26,2.6666666666666665,0.6666666666666666,1.6666666666666667,3.0,2.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.6666666666666667,2.0,1.0,1.3333333333333333,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.0
27,2.0,0.3333333333333333,1.6666666666666667,3.3333333333333335,2.0,1.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,2.0,1.6666666666666667,3.0,0.0,2.0,2.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,3.3333333333333335,3.0,2.0,0.6666666666666666,1.6666666666666667,2.0,2.0,1.3333333333333333,0.6666666666666666,2.0,1.0,1.6666666666666667,2.3333333333333335,1.6666666666666667
28,2.0,0.6666666666666666,1.3333333333333333,2.6666666666666665,2.6666666666666665,1.0,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,2.6666666666666665,1.0,1.6666666666666667,1.0,1.6666666666666667,1.0,0.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,2.6666666666666665,2.0,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.3333333333333333
29,1.3333333333333333,0.3333333333333333,1.6666666666666667,3.3333333333333335,3.0,1.0,1.0,1.3333333333333333,2.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.0,3.0,1.0,1.6666666666666667,1.0,1.3333333333333333,2.3333333333333335,2.0,0.6666666666666666,1.3333333333333333,2.6666666666666665,1.6666666666666667,2.6666666666666665,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333
30,1.0,0.3333333333333333,2.0,3.3333333333333335,4.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,2.0,2.0,1.6666666666666667,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,2.6666666666666665,1.3333333333333333,2.3333333333333335,1.0,2.3333333333333335
31,1.0,0.3333333333333333,2.3333333333333335,2.0,3.3333333333333335,1.3333333333333333,0.6666666666666666,2.0,2.6666666666666665,1.3333333333333333,1.0,1.3333333333333333,1.0,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.3333333333333333,1.0,1.0,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,1.0,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.3333333333333335
32,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.0,3.0,1.0,0.6666666666666666,1.0,1.6666666666666667,1.0,0.6666666666666666,2.0,1.0,2.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.0,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.0,1.0,1.0,0.0,2.0,1.6666666666666667,2.0,1.0,1.6666666666666667
33,1.6666666666666667,1.0,3.0,1.0,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.0,2.0,0.6666666666666666,2.6666666666666665,2.3333333333333335,3.6666666666666665,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,2.0,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,3.0,1.3333333333333333,0.6666666666666666
