,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Hoffenheim,Schalke 04,Stuttgart,Hertha,Dortmund,Wolfsburg,Karlsruhe,Bielefeld,Bayern Munich,Hamburg,Werder Bremen,Leverkusen,FC Koln,Bochum,M'gladbach,Ein Frankfurt,Cottbus,Hannover
1,Hoffenheim,Schalke 04,Hertha,Dortmund,Hamburg,Wolfsburg,Leverkusen,Stuttgart,Karlsruhe,Bielefeld,Bayern Munich,Werder Bremen,FC Koln,Bochum,Ein Frankfurt,Cottbus,Hannover,M'gladbach
2,Schalke 04,Hamburg,Dortmund,Leverkusen,Stuttgart,Hoffenheim,Bayern Munich,Wolfsburg,FC Koln,Hertha,M'gladbach,Karlsruhe,Werder Bremen,Bielefeld,Ein Frankfurt,Bochum,Cottbus,Hannover
3,Hamburg,Bayern Munich,Schalke 04,Dortmund,Stuttgart,Hoffenheim,Leverkusen,Wolfsburg,Werder Bremen,Hertha,Ein Frankfurt,Bochum,Hannover,FC Koln,Karlsruhe,M'gladbach,Bielefeld,Cottbus
4,Schalke 04,Hoffenheim,Stuttgart,Hamburg,Leverkusen,Wolfsburg,Werder Bremen,Bayern Munich,Hertha,Dortmund,Bochum,Bielefeld,Ein Frankfurt,FC Koln,Hannover,Karlsruhe,M'gladbach,Cottbus
5,Hamburg,Leverkusen,Werder Bremen,Schalke 04,Dortmund,Hoffenheim,Stuttgart,Wolfsburg,Bayern Munich,Hertha,FC Koln,Hannover,Bielefeld,Ein Frankfurt,Karlsruhe,Bochum,Cottbus,M'gladbach
6,Hamburg,Hoffenheim,Stuttgart,Leverkusen,Schalke 04,Dortmund,Werder Bremen,Hertha,Wolfsburg,FC Koln,Bayern Munich,Karlsruhe,Hannover,Bochum,Bielefeld,Ein Frankfurt,Cottbus,M'gladbach
7,Hamburg,Hoffenheim,Leverkusen,Hertha,Wolfsburg,Schalke 04,Stuttgart,Dortmund,FC Koln,Werder Bremen,Bayern Munich,Karlsruhe,Hannover,Bochum,Ein Frankfurt,Bielefeld,Cottbus,M'gladbach
8,Hoffenheim,Leverkusen,Hamburg,Stuttgart,Bayern Munich,Hertha,Schalke 04,Dortmund,Wolfsburg,Werder Bremen,FC Koln,Ein Frankfurt,Karlsruhe,Hannover,Bochum,Bielefeld,M'gladbach,Cottbus
9,Hoffenheim,Leverkusen,Hamburg,Bayern Munich,Hertha,Schalke 04,Dortmund,Wolfsburg,Stuttgart,Werder Bremen,FC Koln,Ein Frankfurt,Karlsruhe,Hannover,Bielefeld,Bochum,M'gladbach,Cottbus
10,Hoffenheim,Leverkusen,Bayern Munich,Schalke 04,Hamburg,Dortmund,Hertha,Werder Bremen,Wolfsburg,Stuttgart,FC Koln,Ein Frankfurt,Hannover,Karlsruhe,Bochum,Bielefeld,M'gladbach,Cottbus
11,Leverkusen,Hoffenheim,Bayern Munich,Hamburg,Hertha,Schalke 04,Wolfsburg,FC Koln,Dortmund,Werder Bremen,Stuttgart,Ein Frankfurt,Hannover,M'gladbach,Karlsruhe,Bochum,Bielefeld,Cottbus
12,Leverkusen,Hoffenheim,Bayern Munich,Hertha,Hamburg,Dortmund,Werder Bremen,Schalke 04,Wolfsburg,FC Koln,Stuttgart,Ein Frankfurt,Hannover,M'gladbach,Bochum,Karlsruhe,Bielefeld,Cottbus
13,Hoffenheim,Leverkusen,Bayern Munich,Hertha,Hamburg,Dortmund,Schalke 04,Wolfsburg,Werder Bremen,FC Koln,Stuttgart,Ein Frankfurt,Hannover,Bielefeld,M'gladbach,Bochum,Karlsruhe,Cottbus
14,Hoffenheim,Bayern Munich,Hertha,Leverkusen,Hamburg,Dortmund,Werder Bremen,Wolfsburg,Schalke 04,Stuttgart,FC Koln,Ein Frankfurt,Hannover,Bielefeld,Cottbus,Bochum,M'gladbach,Karlsruhe
15,Hoffenheim,Bayern Munich,Leverkusen,Hertha,Hamburg,Wolfsburg,Schalke 04,Dortmund,Stuttgart,Werder Bremen,Ein Frankfurt,FC Koln,Hannover,Bielefeld,Karlsruhe,Cottbus,Bochum,M'gladbach
16,Hoffenheim,Bayern Munich,Hertha,Hamburg,Leverkusen,Dortmund,Schalke 04,Werder Bremen,Wolfsburg,Stuttgart,FC Koln,Ein Frankfurt,Hannover,Bielefeld,Karlsruhe,Cottbus,Bochum,M'gladbach
17,Hoffenheim,Hertha,Hamburg,Bayern Munich,Leverkusen,Dortmund,Stuttgart,Wolfsburg,Schalke 04,Werder Bremen,FC Koln,Hannover,Ein Frankfurt,Bielefeld,Bochum,Karlsruhe,Cottbus,M'gladbach
18,Hoffenheim,Bayern Munich,Hertha,Hamburg,Leverkusen,Stuttgart,Wolfsburg,Schalke 04,Dortmund,Werder Bremen,FC Koln,Ein Frankfurt,Hannover,Bielefeld,Cottbus,Karlsruhe,Bochum,M'gladbach
19,Hertha,Hoffenheim,Hamburg,Bayern Munich,Leverkusen,Wolfsburg,Stuttgart,Dortmund,Schalke 04,Werder Bremen,FC Koln,Hannover,Ein Frankfurt,Bielefeld,Bochum,Cottbus,Karlsruhe,M'gladbach
20,Hamburg,Hoffenheim,Hertha,Bayern Munich,Leverkusen,Wolfsburg,Stuttgart,Dortmund,Schalke 04,FC Koln,Werder Bremen,Ein Frankfurt,Hannover,Cottbus,Bielefeld,Bochum,Karlsruhe,M'gladbach
21,Hertha,Hamburg,Hoffenheim,Wolfsburg,Bayern Munich,Leverkusen,Stuttgart,Schalke 04,Dortmund,FC Koln,Werder Bremen,Hannover,Ein Frankfurt,Bochum,Bielefeld,Cottbus,Karlsruhe,M'gladbach
22,Hertha,Hoffenheim,Bayern Munich,Wolfsburg,Hamburg,Stuttgart,Leverkusen,Schalke 04,Dortmund,Werder Bremen,FC Koln,Ein Frankfurt,Hannover,Bochum,Bielefeld,Cottbus,M'gladbach,Karlsruhe
23,Hertha,Bayern Munich,Wolfsburg,Hamburg,Hoffenheim,Stuttgart,Leverkusen,Schalke 04,Dortmund,Werder Bremen,FC Koln,Ein Frankfurt,Hannover,Bielefeld,Bochum,M'gladbach,Cottbus,Karlsruhe
24,Hertha,Bayern Munich,Wolfsburg,Hamburg,Hoffenheim,Stuttgart,Leverkusen,Schalke 04,Dortmund,Werder Bremen,FC Koln,Ein Frankfurt,Hannover,Bochum,Bielefeld,M'gladbach,Cottbus,Karlsruhe
25,Wolfsburg,Hamburg,Hertha,Bayern Munich,Stuttgart,Hoffenheim,Leverkusen,Schalke 04,Dortmund,Werder Bremen,FC Koln,Ein Frankfurt,Hannover,Bochum,Bielefeld,M'gladbach,Cottbus,Karlsruhe
26,Wolfsburg,Bayern Munich,Hamburg,Hertha,Stuttgart,Hoffenheim,Schalke 04,Dortmund,Leverkusen,Werder Bremen,FC Koln,Ein Frankfurt,Hannover,Bochum,Bielefeld,M'gladbach,Cottbus,Karlsruhe
27,Wolfsburg,Bayern Munich,Hamburg,Hertha,Stuttgart,Schalke 04,Dortmund,Hoffenheim,Leverkusen,Werder Bremen,Ein Frankfurt,FC Koln,Hannover,Bochum,Bielefeld,M'gladbach,Cottbus,Karlsruhe
28,Wolfsburg,Hertha,Bayern Munich,Stuttgart,Hamburg,Schalke 04,Dortmund,Hoffenheim,Leverkusen,Werder Bremen,Ein Frankfurt,FC Koln,Hannover,Bochum,Cottbus,Bielefeld,M'gladbach,Karlsruhe
29,Wolfsburg,Bayern Munich,Hertha,Stuttgart,Hamburg,Dortmund,Schalke 04,Leverkusen,Hoffenheim,Werder Bremen,FC Koln,Hannover,Ein Frankfurt,Bochum,Cottbus,Bielefeld,M'gladbach,Karlsruhe
30,Wolfsburg,Bayern Munich,Hertha,Stuttgart,Dortmund,Hamburg,Schalke 04,Hoffenheim,Leverkusen,Werder Bremen,Hannover,FC Koln,Ein Frankfurt,Bochum,M'gladbach,Bielefeld,Cottbus,Karlsruhe
31,Wolfsburg,Bayern Munich,Hertha,Stuttgart,Hamburg,Dortmund,Hoffenheim,Schalke 04,Leverkusen,Werder Bremen,Hannover,FC Koln,Ein Frankfurt,M'gladbach,Bochum,Bielefeld,Cottbus,Karlsruhe
32,Wolfsburg,Bayern Munich,Stuttgart,Hertha,Dortmund,Hamburg,Hoffenheim,Schalke 04,Leverkusen,Werder Bremen,Hannover,FC Koln,Ein Frankfurt,Bochum,M'gladbach,Bielefeld,Cottbus,Karlsruhe
33,Wolfsburg,Bayern Munich,Stuttgart,Hertha,Hamburg,Dortmund,Hoffenheim,Schalke 04,Leverkusen,Werder Bremen,Hannover,FC Koln,Ein Frankfurt,Bochum,M'gladbach,Cottbus,Karlsruhe,Bielefeld
