,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Real Madrid,Sevilla,Mallorca,Ath Bilbao,Ath Madrid,Osasuna,Alaves,Valladolid,Villarreal,Sociedad,Valencia,Granada,Betis,Leganes,Barcelona,Getafe,Levante,Celta,Espanol,Eibar
1,Sevilla,Ath Madrid,Real Madrid,Ath Bilbao,Sociedad,Osasuna,Alaves,Valladolid,Barcelona,Levante,Mallorca,Celta,Villarreal,Getafe,Valencia,Espanol,Granada,Eibar,Leganes,Betis
2,Ath Madrid,Ath Bilbao,Sevilla,Levante,Real Madrid,Osasuna,Alaves,Barcelona,Valencia,Celta,Sociedad,Granada,Valladolid,Mallorca,Betis,Villarreal,Getafe,Espanol,Eibar,Leganes
3,Sevilla,Ath Madrid,Real Madrid,Ath Bilbao,Barcelona,Sociedad,Granada,Levante,Osasuna,Villarreal,Alaves,Valladolid,Valencia,Mallorca,Betis,Celta,Espanol,Getafe,Eibar,Leganes
4,Ath Bilbao,Real Madrid,Sociedad,Sevilla,Ath Madrid,Granada,Villarreal,Barcelona,Levante,Osasuna,Getafe,Valencia,Alaves,Betis,Celta,Valladolid,Mallorca,Espanol,Eibar,Leganes
5,Real Madrid,Sociedad,Ath Madrid,Ath Bilbao,Granada,Barcelona,Sevilla,Villarreal,Betis,Getafe,Levante,Osasuna,Valencia,Celta,Valladolid,Alaves,Espanol,Eibar,Mallorca,Leganes
6,Real Madrid,Ath Madrid,Granada,Barcelona,Sociedad,Sevilla,Ath Bilbao,Villarreal,Valencia,Valladolid,Levante,Osasuna,Alaves,Betis,Eibar,Getafe,Celta,Espanol,Mallorca,Leganes
7,Real Madrid,Barcelona,Ath Madrid,Granada,Sociedad,Sevilla,Ath Bilbao,Valencia,Villarreal,Levante,Osasuna,Getafe,Valladolid,Celta,Betis,Eibar,Alaves,Mallorca,Espanol,Leganes
8,Barcelona,Real Madrid,Granada,Sociedad,Ath Madrid,Sevilla,Villarreal,Ath Bilbao,Getafe,Valencia,Levante,Osasuna,Alaves,Valladolid,Mallorca,Celta,Betis,Eibar,Espanol,Leganes
9,Barcelona,Granada,Sociedad,Real Madrid,Ath Madrid,Sevilla,Villarreal,Osasuna,Valladolid,Ath Bilbao,Getafe,Valencia,Levante,Alaves,Mallorca,Celta,Betis,Eibar,Espanol,Leganes
10,Barcelona,Real Madrid,Ath Madrid,Sevilla,Granada,Sociedad,Villarreal,Ath Bilbao,Getafe,Osasuna,Levante,Valencia,Valladolid,Alaves,Betis,Eibar,Mallorca,Celta,Espanol,Leganes
11,Barcelona,Real Madrid,Sociedad,Ath Madrid,Sevilla,Granada,Getafe,Villarreal,Osasuna,Ath Bilbao,Levante,Valencia,Valladolid,Eibar,Betis,Alaves,Mallorca,Celta,Espanol,Leganes
12,Barcelona,Real Madrid,Ath Madrid,Sevilla,Sociedad,Ath Bilbao,Getafe,Valencia,Granada,Osasuna,Villarreal,Levante,Valladolid,Alaves,Eibar,Mallorca,Betis,Celta,Espanol,Leganes
13,Barcelona,Real Madrid,Sevilla,Ath Madrid,Ath Bilbao,Sociedad,Getafe,Granada,Levante,Valencia,Osasuna,Villarreal,Alaves,Valladolid,Betis,Eibar,Mallorca,Celta,Espanol,Leganes
14,Barcelona,Real Madrid,Sevilla,Sociedad,Ath Bilbao,Ath Madrid,Getafe,Valencia,Osasuna,Granada,Levante,Betis,Villarreal,Alaves,Valladolid,Eibar,Mallorca,Celta,Espanol,Leganes
15,Barcelona,Real Madrid,Sevilla,Sociedad,Getafe,Ath Bilbao,Ath Madrid,Valencia,Granada,Osasuna,Betis,Levante,Villarreal,Valladolid,Alaves,Eibar,Mallorca,Celta,Leganes,Espanol
16,Barcelona,Real Madrid,Sevilla,Getafe,Ath Madrid,Sociedad,Ath Bilbao,Valencia,Granada,Osasuna,Levante,Betis,Villarreal,Alaves,Valladolid,Eibar,Mallorca,Celta,Leganes,Espanol
17,Barcelona,Real Madrid,Sevilla,Ath Madrid,Sociedad,Getafe,Ath Bilbao,Valencia,Levante,Villarreal,Granada,Osasuna,Betis,Valladolid,Alaves,Eibar,Mallorca,Celta,Leganes,Espanol
18,Barcelona,Real Madrid,Ath Madrid,Sevilla,Sociedad,Valencia,Getafe,Ath Bilbao,Villarreal,Granada,Levante,Osasuna,Betis,Valladolid,Alaves,Eibar,Celta,Mallorca,Leganes,Espanol
19,Barcelona,Real Madrid,Ath Madrid,Sevilla,Getafe,Sociedad,Valencia,Ath Bilbao,Villarreal,Betis,Granada,Levante,Osasuna,Alaves,Valladolid,Eibar,Mallorca,Celta,Leganes,Espanol
20,Real Madrid,Barcelona,Sevilla,Getafe,Ath Madrid,Sociedad,Valencia,Villarreal,Ath Bilbao,Osasuna,Betis,Granada,Levante,Alaves,Eibar,Valladolid,Mallorca,Celta,Leganes,Espanol
21,Real Madrid,Barcelona,Getafe,Sevilla,Valencia,Ath Madrid,Villarreal,Sociedad,Ath Bilbao,Granada,Osasuna,Betis,Levante,Valladolid,Alaves,Eibar,Mallorca,Leganes,Celta,Espanol
22,Real Madrid,Barcelona,Getafe,Ath Madrid,Sevilla,Sociedad,Valencia,Villarreal,Ath Bilbao,Granada,Levante,Osasuna,Betis,Alaves,Valladolid,Eibar,Celta,Mallorca,Leganes,Espanol
23,Real Madrid,Barcelona,Getafe,Sociedad,Ath Madrid,Sevilla,Villarreal,Valencia,Granada,Ath Bilbao,Osasuna,Betis,Levante,Alaves,Valladolid,Eibar,Celta,Mallorca,Leganes,Espanol
24,Barcelona,Real Madrid,Sociedad,Ath Madrid,Sevilla,Getafe,Villarreal,Valencia,Granada,Levante,Ath Bilbao,Osasuna,Betis,Alaves,Valladolid,Celta,Eibar,Mallorca,Leganes,Espanol
25,Real Madrid,Barcelona,Sociedad,Sevilla,Getafe,Ath Madrid,Valencia,Villarreal,Granada,Ath Bilbao,Levante,Osasuna,Alaves,Betis,Valladolid,Eibar,Celta,Mallorca,Leganes,Espanol
26,Barcelona,Real Madrid,Sevilla,Sociedad,Getafe,Ath Madrid,Valencia,Villarreal,Granada,Ath Bilbao,Osasuna,Betis,Levante,Alaves,Valladolid,Eibar,Celta,Mallorca,Leganes,Espanol
27,Barcelona,Real Madrid,Sevilla,Sociedad,Getafe,Ath Madrid,Valencia,Villarreal,Granada,Ath Bilbao,Osasuna,Levante,Betis,Alaves,Valladolid,Eibar,Celta,Mallorca,Leganes,Espanol
28,Barcelona,Real Madrid,Sevilla,Ath Madrid,Getafe,Sociedad,Villarreal,Valencia,Granada,Ath Bilbao,Levante,Alaves,Osasuna,Betis,Valladolid,Eibar,Celta,Mallorca,Espanol,Leganes
29,Barcelona,Real Madrid,Ath Madrid,Sevilla,Getafe,Sociedad,Villarreal,Valencia,Ath Bilbao,Granada,Levante,Osasuna,Alaves,Betis,Valladolid,Celta,Eibar,Mallorca,Leganes,Espanol
30,Barcelona,Real Madrid,Ath Madrid,Sevilla,Getafe,Villarreal,Sociedad,Valencia,Granada,Ath Bilbao,Levante,Osasuna,Betis,Alaves,Valladolid,Celta,Eibar,Mallorca,Leganes,Espanol
31,Real Madrid,Barcelona,Ath Madrid,Sevilla,Getafe,Villarreal,Sociedad,Valencia,Ath Bilbao,Granada,Levante,Osasuna,Betis,Alaves,Valladolid,Eibar,Celta,Mallorca,Leganes,Espanol
32,Real Madrid,Barcelona,Ath Madrid,Sevilla,Villarreal,Getafe,Sociedad,Ath Bilbao,Valencia,Granada,Osasuna,Levante,Betis,Valladolid,Alaves,Eibar,Celta,Mallorca,Leganes,Espanol
33,Real Madrid,Barcelona,Ath Madrid,Sevilla,Villarreal,Getafe,Sociedad,Ath Bilbao,Valencia,Granada,Osasuna,Levante,Valladolid,Betis,Celta,Alaves,Eibar,Mallorca,Leganes,Espanol
34,Real Madrid,Barcelona,Ath Madrid,Sevilla,Villarreal,Getafe,Sociedad,Valencia,Granada,Ath Bilbao,Osasuna,Levante,Betis,Valladolid,Celta,Eibar,Alaves,Mallorca,Leganes,Espanol
35,Real Madrid,Barcelona,Ath Madrid,Sevilla,Villarreal,Getafe,Sociedad,Ath Bilbao,Valencia,Granada,Osasuna,Levante,Betis,Valladolid,Eibar,Celta,Alaves,Leganes,Mallorca,Espanol
36,Real Madrid,Barcelona,Ath Madrid,Sevilla,Villarreal,Sociedad,Getafe,Valencia,Granada,Ath Bilbao,Osasuna,Levante,Eibar,Betis,Alaves,Valladolid,Celta,Leganes,Mallorca,Espanol
37,Real Madrid,Barcelona,Ath Madrid,Sevilla,Villarreal,Sociedad,Granada,Getafe,Valencia,Osasuna,Ath Bilbao,Levante,Valladolid,Eibar,Betis,Alaves,Celta,Leganes,Mallorca,Espanol
