,Celtic scored,Celtic received,Aberdeen scored,Aberdeen received,Rangers scored,Rangers received,Ross County scored,Ross County received,St Johnstone scored,St Johnstone received,Dundee scored,Dundee received,Kilmarnock scored,Kilmarnock received,Motherwell scored,Motherwell received,Partick scored,Partick received,Hamilton scored,Hamilton received,Hearts scored,Hearts received,Hibernian scored,Hibernian received
0,2.0,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,
1,2.0,1.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,2.6666666666666665,1.0,0.0,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.0,2.0,0.3333333333333333,0.6666666666666666,0.0,,
2,1.6666666666666667,0.6666666666666666,2.0,1.0,1.3333333333333333,1.0,1.0,2.0,2.0,1.0,0.3333333333333333,2.3333333333333335,0.0,1.0,2.3333333333333335,2.0,0.0,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.0,,
3,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.3333333333333335,2.0,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,2.0,2.6666666666666665,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.0
4,2.3333333333333335,0.6666666666666666,2.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.0,1.0,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,2.0,2.0,0.3333333333333333,1.3333333333333333,2.0,2.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667
5,3.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,3.0,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.0,1.6666666666666667,2.0,1.0,2.0,2.3333333333333335,1.3333333333333333,2.6666666666666665,1.0,1.0,1.3333333333333333,1.3333333333333333
6,3.3333333333333335,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.0,2.6666666666666665,1.0,0.6666666666666666,1.3333333333333333,1.0
7,2.6666666666666665,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,1.0,2.0,1.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333
8,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.0,2.3333333333333335,1.0,1.0,1.0,0.6666666666666666,2.3333333333333335,1.0,1.0,1.0,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.0,1.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.0,1.0
9,1.3333333333333333,1.0,1.3333333333333333,1.0,3.3333333333333335,0.3333333333333333,1.6666666666666667,1.0,0.0,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,0.6666666666666666,2.0,1.0,2.6666666666666665,1.3333333333333333,1.0,1.6666666666666667,1.0
