,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Barcelona,Betis,La Coruna,Mallorca,Sevilla,Malaga,Vallecano,Valladolid,Ath Madrid,Levante,Real Madrid,Valencia,Espanol,Getafe,Celta,Granada,Zaragoza,Ath Bilbao,Osasuna,Sociedad
1,Barcelona,Valladolid,Vallecano,Ath Madrid,La Coruna,Mallorca,Sevilla,Malaga,Betis,Getafe,Zaragoza,Sociedad,Valencia,Real Madrid,Granada,Levante,Espanol,Celta,Osasuna,Ath Bilbao
2,Barcelona,Ath Madrid,Mallorca,Malaga,Vallecano,Valladolid,La Coruna,Sevilla,Real Madrid,Getafe,Levante,Celta,Betis,Zaragoza,Ath Bilbao,Sociedad,Valencia,Granada,Espanol,Osasuna
3,Barcelona,Ath Madrid,Malaga,Mallorca,Sevilla,Vallecano,La Coruna,Betis,Valladolid,Sociedad,Valencia,Real Madrid,Getafe,Levante,Ath Bilbao,Celta,Zaragoza,Granada,Espanol,Osasuna
4,Barcelona,Ath Madrid,Mallorca,Malaga,Sevilla,Betis,Real Madrid,Vallecano,Levante,La Coruna,Celta,Zaragoza,Valladolid,Sociedad,Valencia,Ath Bilbao,Getafe,Granada,Espanol,Osasuna
5,Barcelona,Ath Madrid,Malaga,Sevilla,Mallorca,Real Madrid,Valladolid,Sociedad,Betis,Valencia,Getafe,Levante,Vallecano,Celta,Zaragoza,La Coruna,Granada,Ath Bilbao,Osasuna,Espanol
6,Barcelona,Ath Madrid,Malaga,Betis,Real Madrid,Mallorca,Sevilla,Valladolid,Getafe,Vallecano,Levante,Celta,Sociedad,Valencia,Granada,Ath Bilbao,Zaragoza,La Coruna,Osasuna,Espanol
7,Barcelona,Ath Madrid,Malaga,Real Madrid,Sevilla,Betis,Levante,Mallorca,Valencia,Valladolid,Getafe,Vallecano,Celta,Zaragoza,Sociedad,Granada,Ath Bilbao,La Coruna,Espanol,Osasuna
8,Barcelona,Ath Madrid,Malaga,Real Madrid,Betis,Levante,Sevilla,Getafe,Zaragoza,Valladolid,Valencia,Mallorca,Celta,Sociedad,Vallecano,Ath Bilbao,Granada,La Coruna,Espanol,Osasuna
9,Barcelona,Ath Madrid,Real Madrid,Betis,Malaga,Levante,Sevilla,Valladolid,Valencia,Getafe,Vallecano,Zaragoza,Mallorca,Ath Bilbao,Celta,La Coruna,Sociedad,Espanol,Granada,Osasuna
10,Barcelona,Ath Madrid,Real Madrid,Betis,Malaga,Levante,Vallecano,Valladolid,Valencia,Sevilla,Zaragoza,Ath Bilbao,Sociedad,Getafe,Mallorca,Granada,Celta,La Coruna,Espanol,Osasuna
11,Barcelona,Ath Madrid,Real Madrid,Levante,Malaga,Betis,Sevilla,Valencia,Sociedad,Getafe,Vallecano,Valladolid,Zaragoza,Ath Bilbao,Mallorca,Celta,Granada,La Coruna,Osasuna,Espanol
12,Barcelona,Ath Madrid,Real Madrid,Malaga,Betis,Levante,Getafe,Vallecano,Valladolid,Sevilla,Valencia,Sociedad,Zaragoza,Ath Bilbao,Celta,Mallorca,La Coruna,Granada,Osasuna,Espanol
13,Barcelona,Ath Madrid,Real Madrid,Betis,Malaga,Getafe,Valladolid,Levante,Sociedad,Vallecano,Sevilla,Valencia,Zaragoza,Celta,Ath Bilbao,Osasuna,Mallorca,Granada,La Coruna,Espanol
14,Barcelona,Ath Madrid,Real Madrid,Malaga,Betis,Levante,Getafe,Valladolid,Sociedad,Valencia,Sevilla,Zaragoza,Vallecano,Ath Bilbao,Celta,Osasuna,Mallorca,Granada,Espanol,La Coruna
15,Barcelona,Ath Madrid,Real Madrid,Malaga,Betis,Levante,Getafe,Valladolid,Sociedad,Vallecano,Valencia,Ath Bilbao,Sevilla,Zaragoza,Celta,Osasuna,Granada,Mallorca,Espanol,La Coruna
16,Barcelona,Ath Madrid,Real Madrid,Malaga,Betis,Levante,Sociedad,Vallecano,Valencia,Getafe,Valladolid,Zaragoza,Ath Bilbao,Sevilla,Granada,Mallorca,Celta,Espanol,Osasuna,La Coruna
17,Barcelona,Ath Madrid,Real Madrid,Malaga,Betis,Levante,Vallecano,Valencia,Sociedad,Getafe,Valladolid,Sevilla,Zaragoza,Ath Bilbao,Celta,Mallorca,Granada,Espanol,La Coruna,Osasuna
18,Barcelona,Ath Madrid,Real Madrid,Betis,Malaga,Vallecano,Valencia,Levante,Sociedad,Valladolid,Getafe,Sevilla,Zaragoza,Ath Bilbao,Celta,Espanol,Granada,Mallorca,La Coruna,Osasuna
19,Barcelona,Ath Madrid,Real Madrid,Betis,Malaga,Vallecano,Valencia,Levante,Sociedad,Valladolid,Getafe,Sevilla,Zaragoza,Ath Bilbao,Espanol,Granada,Celta,Osasuna,Mallorca,La Coruna
20,Barcelona,Ath Madrid,Real Madrid,Malaga,Betis,Vallecano,Valencia,Levante,Sociedad,Valladolid,Sevilla,Getafe,Ath Bilbao,Zaragoza,Espanol,Celta,Granada,Osasuna,Mallorca,La Coruna
21,Barcelona,Ath Madrid,Real Madrid,Malaga,Betis,Valencia,Vallecano,Sociedad,Levante,Valladolid,Sevilla,Getafe,Ath Bilbao,Espanol,Zaragoza,Granada,Osasuna,Celta,Mallorca,La Coruna
22,Barcelona,Ath Madrid,Real Madrid,Malaga,Valencia,Vallecano,Sociedad,Betis,Levante,Valladolid,Sevilla,Getafe,Espanol,Granada,Ath Bilbao,Zaragoza,Osasuna,Celta,Mallorca,La Coruna
23,Barcelona,Ath Madrid,Real Madrid,Malaga,Valencia,Sociedad,Vallecano,Betis,Levante,Sevilla,Getafe,Espanol,Valladolid,Granada,Ath Bilbao,Osasuna,Zaragoza,Celta,Mallorca,La Coruna
24,Barcelona,Ath Madrid,Real Madrid,Malaga,Valencia,Sociedad,Betis,Vallecano,Getafe,Levante,Valladolid,Sevilla,Espanol,Osasuna,Granada,Ath Bilbao,Zaragoza,Celta,Mallorca,La Coruna
25,Barcelona,Ath Madrid,Real Madrid,Malaga,Valencia,Sociedad,Betis,Getafe,Vallecano,Sevilla,Levante,Valladolid,Espanol,Ath Bilbao,Osasuna,Granada,Zaragoza,Celta,Mallorca,La Coruna
26,Barcelona,Real Madrid,Ath Madrid,Malaga,Sociedad,Betis,Valencia,Vallecano,Getafe,Levante,Valladolid,Sevilla,Espanol,Ath Bilbao,Osasuna,Granada,Zaragoza,Mallorca,Celta,La Coruna
27,Barcelona,Real Madrid,Ath Madrid,Sociedad,Valencia,Malaga,Betis,Getafe,Vallecano,Sevilla,Levante,Valladolid,Espanol,Ath Bilbao,Osasuna,Granada,Zaragoza,Mallorca,Celta,La Coruna
28,Barcelona,Real Madrid,Ath Madrid,Sociedad,Malaga,Valencia,Betis,Getafe,Vallecano,Levante,Sevilla,Espanol,Valladolid,Ath Bilbao,Osasuna,Granada,Zaragoza,Celta,Mallorca,La Coruna
29,Barcelona,Real Madrid,Ath Madrid,Sociedad,Valencia,Malaga,Betis,Getafe,Vallecano,Sevilla,Levante,Espanol,Valladolid,Ath Bilbao,Osasuna,Granada,Zaragoza,La Coruna,Celta,Mallorca
30,Barcelona,Real Madrid,Ath Madrid,Sociedad,Malaga,Valencia,Betis,Getafe,Vallecano,Sevilla,Espanol,Levante,Valladolid,Ath Bilbao,Osasuna,La Coruna,Granada,Zaragoza,Mallorca,Celta
31,Barcelona,Real Madrid,Ath Madrid,Sociedad,Valencia,Malaga,Betis,Vallecano,Getafe,Espanol,Sevilla,Levante,Valladolid,Ath Bilbao,Osasuna,La Coruna,Granada,Mallorca,Celta,Zaragoza
32,Barcelona,Real Madrid,Ath Madrid,Sociedad,Malaga,Valencia,Betis,Vallecano,Getafe,Sevilla,Espanol,Valladolid,Levante,Ath Bilbao,Osasuna,Granada,La Coruna,Celta,Zaragoza,Mallorca
33,Barcelona,Real Madrid,Ath Madrid,Sociedad,Valencia,Malaga,Betis,Getafe,Sevilla,Vallecano,Espanol,Levante,Valladolid,Ath Bilbao,Granada,Osasuna,Zaragoza,La Coruna,Celta,Mallorca
34,Barcelona,Real Madrid,Ath Madrid,Sociedad,Valencia,Malaga,Betis,Sevilla,Getafe,Vallecano,Espanol,Valladolid,Levante,Ath Bilbao,Osasuna,Granada,Zaragoza,La Coruna,Celta,Mallorca
