,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Bayern Munich,FC Koln,Wolfsburg,M'gladbach,Dortmund,Hertha,Ein Frankfurt,Hoffenheim,RB Leipzig,Ingolstadt,Hamburg,Mainz,Leverkusen,Freiburg,Schalke 04,Augsburg,Darmstadt,Werder Bremen
1,Bayern Munich,Hertha,FC Koln,Wolfsburg,RB Leipzig,Leverkusen,Freiburg,Dortmund,Ein Frankfurt,M'gladbach,Augsburg,Darmstadt,Hoffenheim,Mainz,Hamburg,Ingolstadt,Schalke 04,Werder Bremen
2,Bayern Munich,Hertha,RB Leipzig,FC Koln,Dortmund,M'gladbach,Ein Frankfurt,Wolfsburg,Mainz,Hoffenheim,Leverkusen,Freiburg,Augsburg,Darmstadt,Ingolstadt,Hamburg,Schalke 04,Werder Bremen
3,Bayern Munich,FC Koln,Dortmund,Ein Frankfurt,Hertha,RB Leipzig,Mainz,M'gladbach,Freiburg,Wolfsburg,Hoffenheim,Leverkusen,Augsburg,Darmstadt,Ingolstadt,Hamburg,Schalke 04,Werder Bremen
4,Bayern Munich,Dortmund,FC Koln,M'gladbach,Ein Frankfurt,Hertha,RB Leipzig,Mainz,Hoffenheim,Leverkusen,Augsburg,Freiburg,Wolfsburg,Darmstadt,Werder Bremen,Ingolstadt,Hamburg,Schalke 04
5,Bayern Munich,Hertha,Dortmund,FC Koln,RB Leipzig,Leverkusen,Hoffenheim,Ein Frankfurt,M'gladbach,Freiburg,Mainz,Augsburg,Wolfsburg,Darmstadt,Werder Bremen,Schalke 04,Ingolstadt,Hamburg
6,Bayern Munich,FC Koln,RB Leipzig,Hertha,Dortmund,Hoffenheim,Mainz,Ein Frankfurt,M'gladbach,Leverkusen,Freiburg,Augsburg,Werder Bremen,Wolfsburg,Darmstadt,Schalke 04,Hamburg,Ingolstadt
7,Bayern Munich,RB Leipzig,Hertha,Hoffenheim,FC Koln,Dortmund,Ein Frankfurt,Freiburg,Mainz,M'gladbach,Leverkusen,Augsburg,Darmstadt,Schalke 04,Werder Bremen,Wolfsburg,Ingolstadt,Hamburg
8,Bayern Munich,RB Leipzig,Hoffenheim,FC Koln,Hertha,Dortmund,Ein Frankfurt,Freiburg,Mainz,Leverkusen,M'gladbach,Schalke 04,Augsburg,Darmstadt,Werder Bremen,Wolfsburg,Ingolstadt,Hamburg
9,Bayern Munich,RB Leipzig,Hoffenheim,Hertha,Dortmund,FC Koln,Ein Frankfurt,Leverkusen,Freiburg,Mainz,M'gladbach,Schalke 04,Augsburg,Wolfsburg,Darmstadt,Werder Bremen,Ingolstadt,Hamburg
10,RB Leipzig,Bayern Munich,Dortmund,FC Koln,Hoffenheim,Hertha,Ein Frankfurt,Mainz,Leverkusen,Freiburg,Schalke 04,Augsburg,M'gladbach,Wolfsburg,Darmstadt,Werder Bremen,Ingolstadt,Hamburg
11,RB Leipzig,Bayern Munich,Hertha,Ein Frankfurt,FC Koln,Hoffenheim,Dortmund,Schalke 04,Mainz,Leverkusen,Freiburg,Augsburg,M'gladbach,Wolfsburg,Darmstadt,Werder Bremen,Ingolstadt,Hamburg
12,RB Leipzig,Bayern Munich,Hertha,Hoffenheim,Ein Frankfurt,Dortmund,FC Koln,Schalke 04,Leverkusen,Mainz,Freiburg,Augsburg,M'gladbach,Werder Bremen,Wolfsburg,Darmstadt,Hamburg,Ingolstadt
13,Bayern Munich,RB Leipzig,Hertha,Hoffenheim,Ein Frankfurt,Dortmund,FC Koln,Leverkusen,Freiburg,Schalke 04,Mainz,M'gladbach,Augsburg,Werder Bremen,Wolfsburg,Hamburg,Ingolstadt,Darmstadt
14,Bayern Munich,RB Leipzig,Hoffenheim,Hertha,Dortmund,Ein Frankfurt,FC Koln,Mainz,Leverkusen,Freiburg,Schalke 04,Augsburg,M'gladbach,Werder Bremen,Wolfsburg,Ingolstadt,Hamburg,Darmstadt
15,Bayern Munich,RB Leipzig,Hertha,Ein Frankfurt,Hoffenheim,Dortmund,FC Koln,Freiburg,Leverkusen,Mainz,Schalke 04,Augsburg,Wolfsburg,M'gladbach,Werder Bremen,Hamburg,Ingolstadt,Darmstadt
16,Bayern Munich,RB Leipzig,Hoffenheim,Dortmund,Hertha,Ein Frankfurt,FC Koln,Leverkusen,Freiburg,Schalke 04,Mainz,Wolfsburg,Augsburg,M'gladbach,Werder Bremen,Hamburg,Ingolstadt,Darmstadt
17,Bayern Munich,RB Leipzig,Ein Frankfurt,Dortmund,Hoffenheim,Hertha,FC Koln,Freiburg,Leverkusen,Mainz,Schalke 04,Augsburg,M'gladbach,Wolfsburg,Werder Bremen,Ingolstadt,Hamburg,Darmstadt
18,Bayern Munich,RB Leipzig,Ein Frankfurt,Dortmund,Hoffenheim,Hertha,FC Koln,Freiburg,Leverkusen,Augsburg,M'gladbach,Schalke 04,Mainz,Wolfsburg,Werder Bremen,Hamburg,Ingolstadt,Darmstadt
19,Bayern Munich,RB Leipzig,Ein Frankfurt,Dortmund,Hoffenheim,Hertha,FC Koln,Freiburg,Leverkusen,M'gladbach,Schalke 04,Mainz,Augsburg,Wolfsburg,Hamburg,Werder Bremen,Ingolstadt,Darmstadt
20,Bayern Munich,RB Leipzig,Dortmund,Hoffenheim,Ein Frankfurt,Hertha,FC Koln,Leverkusen,Freiburg,Schalke 04,M'gladbach,Mainz,Augsburg,Wolfsburg,Hamburg,Werder Bremen,Ingolstadt,Darmstadt
21,Bayern Munich,RB Leipzig,Dortmund,Hoffenheim,Hertha,Ein Frankfurt,FC Koln,Leverkusen,Freiburg,M'gladbach,Mainz,Schalke 04,Augsburg,Wolfsburg,Werder Bremen,Hamburg,Ingolstadt,Darmstadt
