,Nacional scored,Nacional received,Sp Lisbon scored,Sp Lisbon received,Porto scored,Porto received,Sp Braga scored,Sp Braga received,Est Amadora scored,Est Amadora received,Naval scored,Naval received,Benfica scored,Benfica received,Guimaraes scored,Guimaraes received,Setubal scored,Setubal received,Academica scored,Academica received,Maritimo scored,Maritimo received,Leixoes scored,Leixoes received,Belenenses scored,Belenenses received,Pacos Ferreira scored,Pacos Ferreira received,Rio Ave scored,Rio Ave received,Trofense scored,Trofense received
0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,0.0,1.6666666666666667,2.0,0.6666666666666666,1.0,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,,,,
1,2.0,1.0,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,,,,
2,1.6666666666666667,1.0,1.6666666666666667,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,2.3333333333333335,,,,
3,1.6666666666666667,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.6666666666666665,0.0,0.6666666666666666,1.0,2.6666666666666665
4,1.3333333333333333,1.0,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,1.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,3.0,1.0,1.0,0.6666666666666666,2.3333333333333335
5,1.0,1.0,0.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,2.0,0.3333333333333333,1.0,2.0,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333
6,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,0.6666666666666666,2.0,1.0,1.0,1.6666666666666667,1.0,0.6666666666666666,1.0,0.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.0,2.0,1.3333333333333333,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333
7,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,2.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
8,1.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,1.0,0.6666666666666666,0.3333333333333333,1.0,2.0,0.6666666666666666,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0
9,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,0.0,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.0,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0
