,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Man City,Man United,Aston Villa,Chelsea,West Ham,Fulham,Liverpool,Southampton,Tottenham,Everton,Norwich,Crystal Palace,Stoke,Sunderland,West Brom,Arsenal,Cardiff,Hull,Swansea,Newcastle
1,Liverpool,Tottenham,Man United,Chelsea,West Ham,Southampton,Man City,Aston Villa,Arsenal,Stoke,Cardiff,Fulham,Hull,Everton,Norwich,Sunderland,West Brom,Newcastle,Crystal Palace,Swansea
2,Liverpool,Chelsea,Man City,Arsenal,Stoke,Tottenham,Man United,West Ham,Norwich,Southampton,Cardiff,Newcastle,Aston Villa,Crystal Palace,Everton,Swansea,Fulham,Hull,Sunderland,West Brom
3,Liverpool,Arsenal,Tottenham,Man City,Man United,Chelsea,Stoke,Newcastle,Everton,West Ham,Southampton,Cardiff,Swansea,Fulham,Norwich,Hull,Aston Villa,Crystal Palace,West Brom,Sunderland
4,Arsenal,Tottenham,Man City,Chelsea,Liverpool,Everton,Southampton,Man United,Swansea,Stoke,Hull,Newcastle,Aston Villa,West Brom,West Ham,Cardiff,Norwich,Fulham,Crystal Palace,Sunderland
5,Arsenal,Liverpool,Tottenham,Everton,Chelsea,Southampton,Man City,Hull,Aston Villa,West Brom,Cardiff,Man United,Swansea,Norwich,Stoke,Newcastle,West Ham,Fulham,Crystal Palace,Sunderland
6,Arsenal,Liverpool,Chelsea,Southampton,Man City,Tottenham,Everton,Hull,Man United,Aston Villa,Newcastle,West Brom,West Ham,Cardiff,Swansea,Stoke,Fulham,Norwich,Crystal Palace,Sunderland
7,Arsenal,Chelsea,Liverpool,Man City,Tottenham,Southampton,Everton,Man United,Hull,Newcastle,Swansea,West Brom,Aston Villa,Fulham,West Ham,Stoke,Cardiff,Norwich,Crystal Palace,Sunderland
8,Arsenal,Chelsea,Liverpool,Tottenham,Southampton,Everton,Man City,Man United,Swansea,Hull,Newcastle,West Brom,Aston Villa,Fulham,West Ham,Cardiff,Stoke,Norwich,Sunderland,Crystal Palace
9,Arsenal,Chelsea,Liverpool,Tottenham,Man City,Southampton,Everton,Man United,Newcastle,Hull,West Brom,Cardiff,Swansea,Aston Villa,West Ham,Fulham,Stoke,Norwich,Sunderland,Crystal Palace
10,Arsenal,Liverpool,Southampton,Chelsea,Man United,Everton,Tottenham,Man City,Newcastle,West Brom,Aston Villa,Hull,Swansea,Cardiff,Norwich,West Ham,Stoke,Fulham,Sunderland,Crystal Palace
11,Arsenal,Liverpool,Chelsea,Man City,Southampton,Man United,Everton,Newcastle,Tottenham,Swansea,West Brom,Aston Villa,Hull,Stoke,Cardiff,Norwich,West Ham,Fulham,Crystal Palace,Sunderland
12,Arsenal,Chelsea,Man City,Liverpool,Everton,Newcastle,Southampton,Man United,Tottenham,Hull,Aston Villa,West Brom,Swansea,Norwich,West Ham,Stoke,Cardiff,Fulham,Sunderland,Crystal Palace
13,Arsenal,Chelsea,Man City,Liverpool,Everton,Tottenham,Newcastle,Southampton,Man United,Aston Villa,Swansea,Hull,West Brom,Stoke,Cardiff,Norwich,West Ham,Fulham,Crystal Palace,Sunderland
14,Arsenal,Liverpool,Chelsea,Man City,Everton,Tottenham,Newcastle,Southampton,Man United,Swansea,Aston Villa,Hull,Stoke,Norwich,West Brom,Cardiff,West Ham,Fulham,Crystal Palace,Sunderland
