,Celta scored,Celta received,Ath Madrid scored,Ath Madrid received,Barcelona scored,Barcelona received,Espanol scored,Espanol received,Eibar scored,Eibar received,Villarreal scored,Villarreal received,La Coruna scored,La Coruna received,Malaga scored,Malaga received,Vallecano scored,Vallecano received,Real Madrid scored,Real Madrid received,Sociedad scored,Sociedad received,Sevilla scored,Sevilla received,Valencia scored,Valencia received,Levante scored,Levante received,Ath Bilbao scored,Ath Bilbao received,Getafe scored,Getafe received,Granada scored,Granada received,Betis scored,Betis received,Sp Gijon scored,Sp Gijon received,Las Palmas scored,Las Palmas received
0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.0,1.0,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,2.0,2.0,1.6666666666666667,4.333333333333333,2.0,1.3333333333333333,2.3333333333333335,2.0,1.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.6666666666666665,1.0,1.3333333333333333,3.3333333333333335,1.6666666666666667,0.0,,,,,,
1,2.3333333333333335,1.0,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,3.3333333333333335,2.0,0.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,1.0,1.0,2.0,1.3333333333333333,2.6666666666666665,5.333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,0.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.6666666666666667,3.3333333333333335,1.6666666666666667,0.3333333333333333,,,,,,
2,3.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.0,4.0,1.6666666666666667,0.0,2.0,2.0,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,3.3333333333333335,6.0,1.0,1.3333333333333333,1.0,1.3333333333333333,2.0,1.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,4.0,1.0,1.3333333333333333,,,,,,
3,2.6666666666666665,1.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.3333333333333333,3.6666666666666665,0.6666666666666666,0.6666666666666666,3.0,1.0,2.0,1.6666666666666667,0.0,0.6666666666666666,0.6666666666666666,2.0,4.0,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.0,1.0,1.6666666666666667,1.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,1.0,1.0,1.3333333333333333
4,3.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.3333333333333335,2.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,3.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333
5,2.3333333333333335,1.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,2.0,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,1.0,3.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,1.0,1.0,1.6666666666666667,2.0,1.0,1.0
6,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,2.0,1.0,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.0,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333
7,1.0,0.6666666666666666,1.0,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,2.0,1.0,1.0,1.3333333333333333,1.3333333333333333,3.3333333333333335,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,2.0,1.6666666666666667,1.0,2.3333333333333335,0.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,2.0,0.3333333333333333,2.6666666666666665
8,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,3.0,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.3333333333333335,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.3333333333333335,2.6666666666666665,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.0,2.0
9,2.0,2.0,1.6666666666666667,0.6666666666666666,3.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.0,1.0,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,3.0,0.6666666666666666,2.0,1.6666666666666667,2.3333333333333335,1.0,2.3333333333333335,0.6666666666666666,0.0,3.3333333333333335,2.6666666666666665,1.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.0,2.3333333333333335,1.3333333333333333,2.0,0.3333333333333333,2.3333333333333335
