,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
16,Benfica,Porto,Sp Braga,Sp Lisbon,Maritimo,Guimaraes,Olhanense,Academica,Gil Vicente,Nacional,Beira Mar,Rio Ave,Feirense,Pacos Ferreira,Leiria,Setubal
17,Benfica,Porto,Sp Braga,Sp Lisbon,Maritimo,Guimaraes,Gil Vicente,Olhanense,Academica,Nacional,Rio Ave,Pacos Ferreira,Beira Mar,Feirense,Setubal,Leiria
18,Benfica,Porto,Sp Braga,Sp Lisbon,Maritimo,Guimaraes,Olhanense,Nacional,Gil Vicente,Academica,Rio Ave,Pacos Ferreira,Beira Mar,Feirense,Leiria,Setubal
19,Porto,Benfica,Sp Braga,Sp Lisbon,Maritimo,Guimaraes,Nacional,Olhanense,Gil Vicente,Academica,Rio Ave,Pacos Ferreira,Setubal,Beira Mar,Feirense,Leiria
20,Porto,Benfica,Sp Braga,Sp Lisbon,Maritimo,Guimaraes,Olhanense,Nacional,Gil Vicente,Academica,Rio Ave,Pacos Ferreira,Setubal,Feirense,Beira Mar,Leiria
21,Porto,Benfica,Sp Braga,Sp Lisbon,Maritimo,Guimaraes,Olhanense,Nacional,Rio Ave,Gil Vicente,Academica,Pacos Ferreira,Setubal,Beira Mar,Feirense,Leiria
22,Porto,Benfica,Sp Braga,Maritimo,Sp Lisbon,Guimaraes,Olhanense,Gil Vicente,Nacional,Rio Ave,Pacos Ferreira,Academica,Setubal,Beira Mar,Leiria,Feirense
23,Sp Braga,Porto,Benfica,Maritimo,Sp Lisbon,Guimaraes,Olhanense,Nacional,Gil Vicente,Pacos Ferreira,Rio Ave,Setubal,Academica,Beira Mar,Leiria,Feirense
24,Porto,Benfica,Sp Braga,Maritimo,Sp Lisbon,Guimaraes,Nacional,Olhanense,Setubal,Gil Vicente,Pacos Ferreira,Rio Ave,Beira Mar,Academica,Leiria,Feirense
25,Porto,Benfica,Sp Braga,Sp Lisbon,Maritimo,Guimaraes,Nacional,Setubal,Olhanense,Pacos Ferreira,Gil Vicente,Beira Mar,Rio Ave,Academica,Leiria,Feirense
26,Porto,Benfica,Sp Braga,Sp Lisbon,Maritimo,Guimaraes,Nacional,Olhanense,Setubal,Pacos Ferreira,Gil Vicente,Rio Ave,Beira Mar,Academica,Feirense,Leiria
27,Porto,Benfica,Sp Braga,Sp Lisbon,Maritimo,Guimaraes,Nacional,Olhanense,Gil Vicente,Setubal,Pacos Ferreira,Beira Mar,Rio Ave,Feirense,Academica,Leiria
28,Porto,Benfica,Sp Braga,Sp Lisbon,Maritimo,Guimaraes,Nacional,Olhanense,Gil Vicente,Pacos Ferreira,Setubal,Beira Mar,Rio Ave,Academica,Feirense,Leiria
29,Porto,Benfica,Sp Braga,Sp Lisbon,Maritimo,Guimaraes,Nacional,Olhanense,Gil Vicente,Pacos Ferreira,Setubal,Beira Mar,Academica,Rio Ave,Feirense,Leiria
