,Setubal scored,Setubal received,Porto scored,Porto received,Academica scored,Academica received,Benfica scored,Benfica received,Olhanense scored,Olhanense received,Sp Lisbon scored,Sp Lisbon received,Nacional scored,Nacional received,Maritimo scored,Maritimo received,Rio Ave scored,Rio Ave received,Sp Braga scored,Sp Braga received,Beira Mar scored,Beira Mar received,Pacos Ferreira scored,Pacos Ferreira received,Leiria scored,Leiria received,Guimaraes scored,Guimaraes received,Gil Vicente scored,Gil Vicente received,Feirense scored,Feirense received
0,1.3333333333333333,1.6666666666666667,3.0,1.0,0.3333333333333333,2.0,2.0,1.6666666666666667,1.3333333333333333,1.0,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,3.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,,,,
1,2.0,1.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,0.0,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.0,1.0,3.3333333333333335,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.6666666666666665,0.3333333333333333,,,,
2,1.6666666666666667,1.3333333333333333,3.3333333333333335,1.0,0.6666666666666666,2.3333333333333335,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.0,1.0,2.0,1.0,2.0,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,2.0,3.3333333333333335,2.3333333333333335,1.3333333333333333,,,,
3,0.6666666666666666,2.0,3.6666666666666665,1.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,3.3333333333333335,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.0,1.3333333333333333,2.0,1.0,1.3333333333333333
4,0.3333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.6666666666666667,2.0,2.6666666666666665,0.6666666666666666,1.0,1.0,2.6666666666666665,2.3333333333333335,0.3333333333333333,2.0,2.6666666666666665,1.3333333333333333,1.0,2.0,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333
5,0.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,3.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.0,1.3333333333333333,0.3333333333333333,2.0,2.3333333333333335,1.0,1.0,1.6666666666666667,2.0,0.6666666666666666,0.0,0.6666666666666666,1.0,2.0,1.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667
6,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.3333333333333335,3.3333333333333335,1.3333333333333333,1.0,1.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.0,1.6666666666666667,1.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,2.0
7,0.6666666666666666,1.6666666666666667,3.3333333333333335,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,1.0,0.6666666666666666,3.3333333333333335,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,1.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,3.0
8,0.6666666666666666,1.3333333333333333,3.6666666666666665,0.0,0.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,3.0,0.3333333333333333,1.0,2.0,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,2.3333333333333335,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,2.0,0.6666666666666666,2.3333333333333335
9,0.0,1.0,2.6666666666666665,0.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.6666666666666665,0.6666666666666666,1.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.0,2.6666666666666665,1.0,1.6666666666666667,2.3333333333333335,1.0,0.3333333333333333,2.0,0.3333333333333333,2.3333333333333335
10,0.0,1.6666666666666667,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,3.0,1.3333333333333333,1.6666666666666667,3.3333333333333335,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333
11,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,2.6666666666666665,2.0,1.3333333333333333,1.0,1.3333333333333333,3.6666666666666665,1.0,1.6666666666666667,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.0
12,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.0,1.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,2.3333333333333335,3.6666666666666665,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.0,3.0,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666
13,1.0,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,3.3333333333333335,0.3333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,3.6666666666666665,2.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,3.0,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0,1.0,1.0
