,Galatasaray scored,Galatasaray received,Fenerbahce scored,Fenerbahce received,Akhisar Belediyespor scored,Akhisar Belediyespor received,Eskisehirspor scored,Eskisehirspor received,Besiktas scored,Besiktas received,Gaziantepspor scored,Gaziantepspor received,Rizespor scored,Rizespor received,Genclerbirligi scored,Genclerbirligi received,Buyuksehyr scored,Buyuksehyr received,Kasimpasa scored,Kasimpasa received,Erciyesspor scored,Erciyesspor received,Trabzonspor scored,Trabzonspor received,Karabukspor scored,Karabukspor received,Konyaspor scored,Konyaspor received,Mersin Idman Yurdu scored,Mersin Idman Yurdu received,Bursaspor scored,Bursaspor received,Sivasspor scored,Sivasspor received,Balikesirspor scored,Balikesirspor received
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,2.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,2.0,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,2.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.3333333333333333,1.0,1.6666666666666667
4,1.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,2.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333
5,2.0,1.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.0,1.0,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,2.0
6,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.0,2.0,1.6666666666666667,2.6666666666666665,2.0,1.6666666666666667,2.3333333333333335,2.6666666666666665,1.6666666666666667,1.0,0.3333333333333333,1.0,2.6666666666666665,0.0,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.6666666666666665,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,2.6666666666666665,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,2.6666666666666665
7,1.3333333333333333,2.0,1.6666666666666667,1.0,1.3333333333333333,1.0,2.0,2.6666666666666665,1.6666666666666667,2.3333333333333335,2.0,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.0,2.6666666666666665,2.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,3.3333333333333335,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.3333333333333333,3.0
8,1.3333333333333333,2.0,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.0,2.0,1.3333333333333333,1.0,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.6666666666666665,2.3333333333333335,1.0,1.3333333333333333,1.0,1.6666666666666667,2.0,1.3333333333333333,3.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,3.0
9,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.0,1.0,2.0,1.0,1.3333333333333333,2.3333333333333335,1.0,1.0,1.6666666666666667,1.6666666666666667,1.0,1.0,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335
