,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,AZ Alkmaar,Vitesse,PSV Eindhoven,Graafschap,Heerenveen,FC Emmen,VVV Venlo,Ajax,For Sittard,Heracles,Excelsior,Zwolle,Den Haag,Willem II,Feyenoord,Groningen,Utrecht,NAC Breda
1,AZ Alkmaar,PSV Eindhoven,Vitesse,Heracles,Heerenveen,Ajax,Feyenoord,VVV Venlo,Willem II,Graafschap,FC Emmen,NAC Breda,Utrecht,For Sittard,Excelsior,Den Haag,Zwolle,Groningen
2,PSV Eindhoven,AZ Alkmaar,Ajax,Willem II,Feyenoord,Vitesse,VVV Venlo,Heerenveen,Excelsior,Utrecht,Heracles,Den Haag,Graafschap,NAC Breda,Groningen,FC Emmen,For Sittard,Zwolle
3,PSV Eindhoven,Ajax,Feyenoord,AZ Alkmaar,Heracles,Den Haag,Willem II,Vitesse,VVV Venlo,Heerenveen,Utrecht,Graafschap,Excelsior,FC Emmen,Zwolle,Groningen,NAC Breda,For Sittard
4,PSV Eindhoven,Ajax,Feyenoord,Heracles,AZ Alkmaar,Vitesse,VVV Venlo,Willem II,FC Emmen,Den Haag,For Sittard,Heerenveen,Excelsior,Utrecht,Graafschap,Zwolle,NAC Breda,Groningen
5,PSV Eindhoven,Ajax,Feyenoord,Heracles,AZ Alkmaar,VVV Venlo,Vitesse,Willem II,Den Haag,FC Emmen,For Sittard,Heerenveen,Excelsior,Zwolle,Utrecht,Graafschap,NAC Breda,Groningen
6,PSV Eindhoven,Ajax,Feyenoord,Heracles,AZ Alkmaar,VVV Venlo,Vitesse,Excelsior,Willem II,Den Haag,Heerenveen,Zwolle,Graafschap,FC Emmen,For Sittard,Utrecht,Groningen,NAC Breda
7,PSV Eindhoven,Ajax,Feyenoord,Heracles,Vitesse,AZ Alkmaar,VVV Venlo,Den Haag,Heerenveen,Zwolle,Willem II,Utrecht,Excelsior,FC Emmen,For Sittard,Graafschap,Groningen,NAC Breda
8,PSV Eindhoven,Ajax,Feyenoord,Heracles,VVV Venlo,AZ Alkmaar,Vitesse,Excelsior,Utrecht,Den Haag,Willem II,Heerenveen,For Sittard,Zwolle,FC Emmen,Graafschap,NAC Breda,Groningen
9,PSV Eindhoven,Ajax,Feyenoord,Heracles,Vitesse,VVV Venlo,Utrecht,Heerenveen,AZ Alkmaar,Excelsior,Den Haag,Zwolle,Willem II,For Sittard,Graafschap,FC Emmen,NAC Breda,Groningen
10,PSV Eindhoven,Ajax,Feyenoord,Heracles,Utrecht,AZ Alkmaar,Vitesse,VVV Venlo,Heerenveen,For Sittard,Excelsior,Den Haag,Zwolle,Willem II,Graafschap,FC Emmen,NAC Breda,Groningen
11,PSV Eindhoven,Ajax,Feyenoord,Heracles,AZ Alkmaar,Vitesse,Utrecht,VVV Venlo,Heerenveen,For Sittard,Willem II,FC Emmen,Den Haag,Excelsior,Zwolle,Groningen,Graafschap,NAC Breda
12,PSV Eindhoven,Ajax,Feyenoord,Vitesse,Utrecht,Heracles,AZ Alkmaar,VVV Venlo,For Sittard,Den Haag,Excelsior,Heerenveen,Willem II,FC Emmen,Zwolle,Groningen,Graafschap,NAC Breda
13,PSV Eindhoven,Ajax,Feyenoord,Heracles,Utrecht,Vitesse,AZ Alkmaar,VVV Venlo,Heerenveen,For Sittard,Willem II,Excelsior,Den Haag,Zwolle,FC Emmen,Groningen,Graafschap,NAC Breda
14,PSV Eindhoven,Ajax,Feyenoord,Utrecht,Heracles,AZ Alkmaar,Vitesse,Heerenveen,VVV Venlo,For Sittard,Willem II,Den Haag,Excelsior,Groningen,Zwolle,FC Emmen,NAC Breda,Graafschap
15,PSV Eindhoven,Ajax,Feyenoord,Utrecht,AZ Alkmaar,Vitesse,Heracles,Heerenveen,VVV Venlo,For Sittard,Den Haag,FC Emmen,Willem II,Excelsior,Zwolle,Groningen,NAC Breda,Graafschap
16,PSV Eindhoven,Ajax,Feyenoord,Utrecht,Vitesse,Heracles,AZ Alkmaar,VVV Venlo,For Sittard,Heerenveen,Den Haag,Willem II,FC Emmen,Excelsior,Groningen,Zwolle,NAC Breda,Graafschap
17,PSV Eindhoven,Ajax,Feyenoord,Vitesse,AZ Alkmaar,Utrecht,VVV Venlo,Heracles,Willem II,Heerenveen,For Sittard,Den Haag,Groningen,Zwolle,FC Emmen,Excelsior,NAC Breda,Graafschap
18,PSV Eindhoven,Ajax,Feyenoord,AZ Alkmaar,Vitesse,Utrecht,VVV Venlo,Heracles,Willem II,For Sittard,Heerenveen,Zwolle,Den Haag,FC Emmen,Excelsior,Groningen,NAC Breda,Graafschap
19,PSV Eindhoven,Ajax,Feyenoord,AZ Alkmaar,Vitesse,Utrecht,VVV Venlo,Heracles,Willem II,Zwolle,Den Haag,For Sittard,Heerenveen,Excelsior,Groningen,FC Emmen,Graafschap,NAC Breda
20,PSV Eindhoven,Ajax,Feyenoord,AZ Alkmaar,Vitesse,Utrecht,VVV Venlo,Heracles,For Sittard,Willem II,Zwolle,Groningen,Den Haag,FC Emmen,Heerenveen,Excelsior,Graafschap,NAC Breda
21,PSV Eindhoven,Ajax,Feyenoord,AZ Alkmaar,Vitesse,Utrecht,Heracles,VVV Venlo,Groningen,Den Haag,For Sittard,Willem II,Zwolle,Excelsior,Heerenveen,FC Emmen,Graafschap,NAC Breda
22,PSV Eindhoven,Ajax,Feyenoord,AZ Alkmaar,Vitesse,Heracles,Utrecht,VVV Venlo,Groningen,Willem II,Heerenveen,Den Haag,For Sittard,Excelsior,Zwolle,FC Emmen,Graafschap,NAC Breda
23,PSV Eindhoven,Ajax,Feyenoord,AZ Alkmaar,Vitesse,Utrecht,Heracles,Groningen,Heerenveen,VVV Venlo,Willem II,Den Haag,For Sittard,Excelsior,Zwolle,FC Emmen,Graafschap,NAC Breda
24,PSV Eindhoven,Ajax,Feyenoord,AZ Alkmaar,Vitesse,Utrecht,Heracles,Heerenveen,Groningen,VVV Venlo,Willem II,Den Haag,Zwolle,For Sittard,Excelsior,FC Emmen,Graafschap,NAC Breda
25,PSV Eindhoven,Ajax,Feyenoord,AZ Alkmaar,Vitesse,Utrecht,Heracles,Groningen,Willem II,Heerenveen,VVV Venlo,Zwolle,For Sittard,Den Haag,Excelsior,Graafschap,FC Emmen,NAC Breda
26,PSV Eindhoven,Ajax,AZ Alkmaar,Feyenoord,Utrecht,Heracles,Vitesse,Willem II,Heerenveen,Groningen,VVV Venlo,Zwolle,Den Haag,For Sittard,Excelsior,Graafschap,FC Emmen,NAC Breda
27,PSV Eindhoven,Ajax,AZ Alkmaar,Feyenoord,Utrecht,Vitesse,Heracles,Willem II,Groningen,Heerenveen,VVV Venlo,Zwolle,Den Haag,For Sittard,Excelsior,Graafschap,FC Emmen,NAC Breda
28,Ajax,PSV Eindhoven,Feyenoord,AZ Alkmaar,Utrecht,Heracles,Vitesse,Groningen,Willem II,Heerenveen,Zwolle,Den Haag,VVV Venlo,For Sittard,FC Emmen,Graafschap,Excelsior,NAC Breda
29,Ajax,PSV Eindhoven,Feyenoord,AZ Alkmaar,Utrecht,Heracles,Vitesse,Willem II,Groningen,Heerenveen,Den Haag,Zwolle,VVV Venlo,For Sittard,FC Emmen,Graafschap,Excelsior,NAC Breda
30,Ajax,PSV Eindhoven,Feyenoord,AZ Alkmaar,Heracles,Vitesse,Utrecht,Willem II,Groningen,Heerenveen,VVV Venlo,Den Haag,Zwolle,For Sittard,FC Emmen,Excelsior,Graafschap,NAC Breda
31,Ajax,PSV Eindhoven,Feyenoord,AZ Alkmaar,Utrecht,Heracles,Vitesse,Willem II,Groningen,Den Haag,Heerenveen,Zwolle,VVV Venlo,For Sittard,FC Emmen,Graafschap,Excelsior,NAC Breda
32,Ajax,PSV Eindhoven,Feyenoord,AZ Alkmaar,Utrecht,Vitesse,Heracles,Willem II,Groningen,Den Haag,Zwolle,Heerenveen,VVV Venlo,FC Emmen,For Sittard,Excelsior,Graafschap,NAC Breda
33,Ajax,PSV Eindhoven,Feyenoord,AZ Alkmaar,Vitesse,Utrecht,Heracles,Groningen,Den Haag,Willem II,Heerenveen,VVV Venlo,Zwolle,FC Emmen,For Sittard,Excelsior,Graafschap,NAC Breda
