,Rangers scored,Rangers received,Kilmarnock scored,Kilmarnock received,Celtic scored,Celtic received,Dundee United scored,Dundee United received,Hibernian scored,Hibernian received,Motherwell scored,Motherwell received,St Mirren scored,St Mirren received,Aberdeen scored,Aberdeen received,Hearts scored,Hearts received,Falkirk scored,Falkirk received,Hamilton scored,Hamilton received,St Johnstone scored,St Johnstone received
14,2.0,0.6666666666666666,1.0,1.0,3.0,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.0,1.0,0.6666666666666666,2.0,1.6666666666666667,1.0,0.3333333333333333,1.6666666666666667
15,4.0,0.6666666666666666,1.0,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.0,3.6666666666666665,1.0,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.0,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333
16,4.333333333333333,0.6666666666666666,0.6666666666666666,1.0,2.0,1.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,4.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333
17,5.666666666666667,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,3.0,0.6666666666666666,3.3333333333333335,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,3.0,0.6666666666666666
18,4.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,2.6666666666666665,1.0,3.3333333333333335,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,3.3333333333333335,1.0
19,3.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,2.6666666666666665,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.6666666666666666
20,1.0,0.6666666666666666,0.0,1.6666666666666667,2.0,1.0,1.6666666666666667,0.6666666666666666,2.0,1.0,2.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,2.3333333333333335,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667
21,1.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,2.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,0.0,0.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.0,1.6666666666666667,2.3333333333333335
22,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,1.0,3.6666666666666665,2.6666666666666665,3.0,1.0,1.6666666666666667,0.0,0.3333333333333333,2.0,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.3333333333333333,2.0,1.6666666666666667,2.3333333333333335
23,2.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,3.0,2.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,2.0,0.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.3333333333333333
24,2.3333333333333335,0.3333333333333333,2.6666666666666665,2.0,2.3333333333333335,1.3333333333333333,2.0,2.3333333333333335,1.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,2.0,3.0,1.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333
25,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,2.3333333333333335,3.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.6666666666666667
26,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.0,0.6666666666666666,1.0,1.6666666666666667,2.6666666666666665,2.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.0,0.6666666666666666,2.3333333333333335,1.6666666666666667
27,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.0,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,0.3333333333333333,1.0,2.0,0.3333333333333333,1.0,2.0,1.3333333333333333
28,2.0,0.3333333333333333,0.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.0,1.0,0.6666666666666666,2.0
29,2.6666666666666665,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,2.0,1.0,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0
30,3.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.0,1.6666666666666667,3.0,1.3333333333333333,2.0,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,2.0,1.6666666666666667,1.0,0.3333333333333333,1.6666666666666667
31,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.6666666666666665,0.6666666666666666,1.6666666666666667,2.0,1.0,1.6666666666666667,2.0,1.0,1.0,2.0,1.0,2.6666666666666665,1.0,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0
32,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,0.0,1.3333333333333333,2.0,0.3333333333333333,2.0,1.0,1.6666666666666667,1.0,2.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.0
