,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Chelsea,Aston Villa,Bolton,Blackburn,Hull,Middlesbrough,West Ham,Arsenal,Liverpool,Man United,Newcastle,Everton,Fulham,Tottenham,Wigan,Sunderland,West Brom,Man City,Stoke,Portsmouth
1,Chelsea,Liverpool,Blackburn,Hull,Man United,Newcastle,Aston Villa,Man City,Bolton,Everton,Middlesbrough,Fulham,Sunderland,Arsenal,Stoke,West Ham,Tottenham,West Brom,Wigan,Portsmouth
2,Chelsea,Man United,Liverpool,Man City,Arsenal,West Ham,Middlesbrough,Aston Villa,Bolton,Blackburn,Newcastle,Hull,Wigan,Stoke,Portsmouth,Everton,Fulham,Sunderland,Tottenham,West Brom
3,Chelsea,Liverpool,Arsenal,Man United,Aston Villa,Hull,Man City,West Ham,Middlesbrough,Portsmouth,Everton,Fulham,Wigan,Bolton,West Brom,Newcastle,Sunderland,Blackburn,Stoke,Tottenham
4,Arsenal,Chelsea,Liverpool,Aston Villa,Man City,West Ham,Man United,Hull,Sunderland,Everton,Blackburn,Middlesbrough,Fulham,Portsmouth,Wigan,Bolton,West Brom,Stoke,Newcastle,Tottenham
5,Chelsea,Liverpool,Aston Villa,Arsenal,West Ham,Man United,Hull,Blackburn,Man City,Portsmouth,Wigan,West Brom,Sunderland,Everton,Middlesbrough,Fulham,Bolton,Stoke,Newcastle,Tottenham
6,Chelsea,Liverpool,Man United,Hull,Arsenal,Aston Villa,West Ham,Portsmouth,West Brom,Blackburn,Man City,Middlesbrough,Wigan,Sunderland,Everton,Bolton,Fulham,Newcastle,Stoke,Tottenham
7,Chelsea,Liverpool,Man United,Hull,Arsenal,Aston Villa,Portsmouth,West Ham,Blackburn,Man City,West Brom,Sunderland,Middlesbrough,Wigan,Bolton,Everton,Stoke,Fulham,Newcastle,Tottenham
8,Liverpool,Chelsea,Hull,Arsenal,Man United,Aston Villa,Portsmouth,Man City,Sunderland,West Ham,Blackburn,Middlesbrough,West Brom,Everton,Wigan,Bolton,Fulham,Stoke,Newcastle,Tottenham
9,Liverpool,Chelsea,Man United,Arsenal,Aston Villa,Hull,Portsmouth,Man City,Middlesbrough,Sunderland,West Ham,Everton,Blackburn,Fulham,Stoke,West Brom,Newcastle,Wigan,Bolton,Tottenham
10,Chelsea,Liverpool,Man United,Arsenal,Aston Villa,Hull,Everton,Middlesbrough,Portsmouth,Man City,West Ham,Stoke,Blackburn,Newcastle,Sunderland,Wigan,Bolton,Fulham,West Brom,Tottenham
11,Chelsea,Liverpool,Man United,Arsenal,Aston Villa,Hull,Everton,Middlesbrough,Portsmouth,Bolton,Fulham,Stoke,Man City,West Ham,Blackburn,Tottenham,Wigan,Newcastle,Sunderland,West Brom
12,Chelsea,Liverpool,Man United,Arsenal,Aston Villa,Hull,Everton,Middlesbrough,Portsmouth,Fulham,Sunderland,Man City,Bolton,West Ham,Stoke,Wigan,Newcastle,Blackburn,Tottenham,West Brom
13,Chelsea,Liverpool,Man United,Aston Villa,Arsenal,Hull,Everton,Portsmouth,Fulham,Middlesbrough,Man City,Bolton,West Ham,Stoke,Wigan,Tottenham,Sunderland,Newcastle,Blackburn,West Brom
14,Liverpool,Chelsea,Man United,Arsenal,Aston Villa,Hull,Everton,Portsmouth,Bolton,Wigan,Fulham,Middlesbrough,West Ham,Stoke,Man City,Tottenham,Newcastle,Sunderland,Blackburn,West Brom
