,Chelsea scored,Chelsea received,Aston Villa scored,Aston Villa received,Bolton scored,Bolton received,Blackburn scored,Blackburn received,Middlesbrough scored,Middlesbrough received,West Ham scored,West Ham received,Arsenal scored,Arsenal received,Liverpool scored,Liverpool received,Man United scored,Man United received,Newcastle scored,Newcastle received,Everton scored,Everton received,Fulham scored,Fulham received,Tottenham scored,Tottenham received,Wigan scored,Wigan received,Sunderland scored,Sunderland received,Man City scored,Man City received,Portsmouth scored,Portsmouth received,Hull scored,Hull received,West Brom scored,West Brom received,Stoke scored,Stoke received
0,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,4.0,1.3333333333333333,1.6666666666666667,2.6666666666666665,2.6666666666666665,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,1.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.0,4.0,0.0,1.3333333333333333,,,,,,
1,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,1.6666666666666667,2.0,3.6666666666666665,1.0,1.0,3.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,3.0,0.0,1.3333333333333333,,,,,,
2,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.0,3.0,3.6666666666666665,1.3333333333333333,2.0,2.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,0.0,0.6666666666666666,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,2.6666666666666665,1.0,0.6666666666666666,,,,,,
3,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,3.0,1.3333333333333333,1.6666666666666667,2.0,2.3333333333333335,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,1.0,1.3333333333333333,1.0,1.6666666666666667,2.0,0.6666666666666666,1.0,1.6666666666666667,2.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.0,2.3333333333333335
4,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.0,1.6666666666666667,3.0,1.6666666666666667,3.3333333333333335,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,2.6666666666666665,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,2.0,0.3333333333333333,1.0,1.3333333333333333,3.3333333333333335,1.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667
5,2.0,0.6666666666666666,2.0,1.0,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.6666666666666667,2.6666666666666665,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.0,2.3333333333333335,1.6666666666666667,2.0,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,2.3333333333333335,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667
6,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.0,1.0,0.3333333333333333,1.0,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,3.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333
7,3.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,2.0,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.3333333333333333,2.6666666666666665,0.0,1.6666666666666667,2.0,1.0,2.3333333333333335,0.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667
8,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,2.0,0.3333333333333333,2.0,2.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,2.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,2.6666666666666665,1.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,0.0,0.3333333333333333,2.3333333333333335,1.0,2.0
9,2.6666666666666665,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.0,1.0,1.0,1.3333333333333333,1.0,2.0,0.0,1.6666666666666667,3.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,1.0,0.3333333333333333,2.3333333333333335,2.0,0.6666666666666666,3.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,3.0,1.0,1.3333333333333333
