,Lyon scored,Lyon received,Paris SG scored,Paris SG received,Angers scored,Angers received,St Etienne scored,St Etienne received,Lille scored,Lille received,Rennes scored,Rennes received,Nice scored,Nice received,Reims scored,Reims received,Strasbourg scored,Strasbourg received,Toulouse scored,Toulouse received,Amiens scored,Amiens received,Dijon scored,Dijon received,Nantes scored,Nantes received,Montpellier scored,Montpellier received,Bordeaux scored,Bordeaux received,Marseille scored,Marseille received,Monaco scored,Monaco received,Nimes scored,Nimes received,Metz scored,Metz received,Brest scored,Brest received
0,3.3333333333333335,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,2.0,0.6666666666666666,1.0,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,2.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,,,,
1,4.333333333333333,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,4.0,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0,1.0,0.6666666666666666,2.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.3333333333333335,,,,
2,3.0,1.0,2.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,2.3333333333333335,,,,
3,2.3333333333333335,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,1.6666666666666667,1.0,1.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333
4,1.0,1.3333333333333333,2.3333333333333335,0.0,2.0,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,1.0,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.0,1.0,2.0,0.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.3333333333333333,2.3333333333333335,2.6666666666666665,1.6666666666666667,0.6666666666666666,0.0,2.3333333333333335,0.3333333333333333,1.0
5,1.0,1.3333333333333333,1.3333333333333333,0.0,2.3333333333333335,1.0,1.0,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.0,1.0,1.6666666666666667,1.0,2.0,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,0.0,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667
6,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.0,1.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333
7,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.6666666666666665
8,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.0,0.3333333333333333,1.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.0,0.6666666666666666,1.3333333333333333,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,2.0
9,0.0,0.6666666666666666,3.0,0.3333333333333333,0.3333333333333333,2.0,1.0,0.0,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,2.0,1.0,0.6666666666666666,0.3333333333333333,1.0,1.6666666666666667,2.0,1.6666666666666667,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,2.0,1.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333
